Cruise,Station,Cast,pressure_db,depth_m,temperature_degC,practical_salinity_psu,absolute_salinity_psu,potential_temp_degC,conservative_temp_degC,in_situ_density_kgpm3,potential_density_kgpm3,oxygen_V,beam_attenuation_pm,beam_transmission_percent,fluorescence_mgpm3,latitude,longitude
RC0078,S2,C3,84.73,84,7.8115,32.7254,32.883153371836734,7.803408762389789,7.831839137373984,1025.7843707879651,1025.3970621989108,1.4295,0.2167,94.726,0.2338,48.24934,-122.99446
RC0078,S2,C3,85.739,85,7.8107,32.726,32.88378734393308,7.8025122706702925,7.83093127033666,1025.7895743513843,1025.397658501977,1.4262,0.2166,94.729,0.2217,48.24934,-122.99446
RC0078,S2,C3,86.747,86,7.8104,32.7263,32.88411984198411,7.802115581061252,7.830529027364401,1025.7944669683675,1025.3979493265479,1.4243,0.2201,94.6458,0.2291,48.24935,-122.99448
RC0078,S2,C3,87.757,87,7.8112,32.7257,32.8835480609325,7.802818075300068,7.831242392829257,1025.7985073784926,1025.397380589026,1.4228,0.2213,94.6176,0.2217,48.24936,-122.99449
RC0078,S2,C3,88.764,88,7.8098,32.7274,32.88528728024477,7.801322006270802,7.829716806434851,1025.8046469458104,1025.3989217774322,1.422,0.2277,94.4679,0.228,48.24936,-122.9945
RC0078,S2,C3,89.775,89,7.8063,32.7322,32.890141584479345,7.797726559946445,7.826039678963704,1025.8135280485997,1025.4031840008747,1.4215,0.2195,94.6607,0.2057,48.24936,-122.99452
RC0078,S2,C3,90.783,90,7.8031,32.7365,32.8944933921358,7.794431289921873,7.822671082779154,1025.8219616909328,1025.4070127546956,1.4212,0.2278,94.4658,0.2337,48.24936,-122.99453
RC0078,S2,C3,91.793,91,7.7991,32.7416,32.89964913146345,7.790336295732191,7.818488688464182,1025.8311443899515,1025.411580273518,1.4197,0.2331,94.3393,0.2339,48.24936,-122.99455
RC0078,S2,C3,92.8,92,7.7948,32.7468,32.9049052706718,7.785941819720485,7.814004593196746,1025.8404345927088,1025.4162683825944,1.4184,0.2276,94.4699,0.2339,48.24936,-122.99456
RC0078,S2,C3,93.81,93,7.7939,32.7453,32.90342915762827,7.7849456392514895,7.81302844896247,1025.8440167624367,1025.4152373812199,1.4169,0.2308,94.3931,0.2215,48.24936,-122.99458
RC0078,S2,C3,94.82,94,7.7914,32.7514,32.90958974969056,7.782349493569801,7.810333793552993,1025.853764019208,1025.4203735972017,1.4155,0.2306,94.3978,0.2342,48.24936,-122.99459
RC0078,S2,C3,95.826,95,7.7899,32.7536,32.911831389405954,7.780753591220601,7.80870068776828,1025.86030341186,1025.42231960445,1.4148,0.2326,94.351,0.2339,48.24936,-122.99461
RC0078,S2,C3,96.84,96,7.7865,32.7586,32.91688680914734,7.777257903453944,7.805120815301476,1025.8693395708906,1025.4267236731623,1.4137,0.2251,94.5277,0.2209,48.24936,-122.99462
RC0078,S2,C3,97.844,97,7.7853,32.7604,32.918726466643726,7.775962045397607,7.803794566660186,1025.875514097566,1025.428314434021,1.4127,0.2306,94.3991,0.2278,48.24937,-122.99464
RC0078,S2,C3,98.856,98,7.7851,32.7607,32.91905912329823,7.775664894798711,7.803492145056477,1025.8804097576888,1025.428591075858,1.4115,0.2254,94.5198,0.2146,48.24938,-122.99465
RC0078,S2,C3,99.863,99,7.7837,32.7625,32.92089887699637,7.774168893962262,7.801965252311944,1025.8866266854222,1025.4302102188576,1.4108,0.2236,94.5633,0.2335,48.24938,-122.99467
RC0078,S2,C3,100.873,100,7.7833,32.7631,32.92153292375524,7.773672026018449,7.801458093216805,1025.8917761032233,1025.4307496755546,1.41,0.2268,94.4877,0.2223,48.24938,-122.99469
RC0078,S2,C3,101.883,101,7.7829,32.7638,32.92226309763761,7.773175132670355,7.800949404742975,1025.897003515789,1025.4313672975848,1.4099,0.2251,94.5284,0.2365,48.24938,-122.99471
RC0078,S2,C3,102.89,102,7.7824,32.7499,32.90832194321731,7.77258095082816,7.800562839708206,1025.8908313085062,1025.420586928106,1.4094,0.2252,94.5248,0.251,48.24938,-122.99473
RC0078,S2,C3,103.9,103,7.7818,32.7652,32.923722120502745,7.771881843296518,7.7996317678967895,1025.9074875992953,1025.4326450184685,1.4089,0.2332,94.3372,0.247,48.2494,-122.99476
RC0078,S2,C3,104.908,104,7.781,32.7677,32.92626032916053,7.770985139990575,7.798695178438401,1025.9141687703338,1025.4347262836184,1.4087,0.2357,94.2786,0.2337,48.2494,-122.99478
RC0078,S2,C3,105.918,105,7.7804,32.7696,32.92819569000556,7.770288172861397,7.797967862171295,1025.9203616576824,1025.4363102416646,1.4082,0.2422,94.124,0.2201,48.2494,-122.99482
RC0078,S2,C3,106.926,106,7.7789,32.7718,32.93043245688897,7.768692072403073,7.796334629748061,1025.926909373918,1025.438256206656,1.4069,0.2397,94.1839,0.2248,48.24942,-122.99486
RC0078,S2,C3,107.937,107,7.7642,32.7866,32.94533030426376,7.753904436838035,7.781287284210164,1025.9452128083071,1025.4519209307014,1.4057,0.2638,93.6173,0.2341,48.24943,-122.99491
RC0078,S2,C3,108.942,108,7.7579,32.7924,32.95118444041294,7.74751209047929,7.7747918288842115,1025.9552496958804,1025.457360250181,1.4039,0.2706,93.4596,0.2339,48.24944,-122.99494
RC0078,S2,C3,109.956,109,7.7495,32.8012,32.96005334802673,7.739020190883191,7.766146678726391,1025.9679727932717,1025.4654416771284,1.4007,0.2774,93.2998,0.221,48.24945,-122.99499
RC0078,S2,C3,110.962,110,7.7494,32.8013,32.960179921590786,7.738823625992649,7.7659481249137565,1025.9726697123092,1025.4655476741004,1.3987,0.2529,93.8726,0.2142,48.24946,-122.99501
RC0078,S2,C3,111.968,111,7.7466,32.8052,32.96412490325738,7.735928690755463,7.762987490199992,1025.9807228925833,1025.469006155936,1.3965,0.2479,93.9893,0.216,48.24946,-122.99504
RC0078,S2,C3,112.98,112,7.7374,32.8157,32.97470202800556,7.726637549930438,7.753515924931491,1025.9948792654138,1025.4785290639572,1.3958,0.253,93.8704,0.2047,48.24948,-122.99506
RC0078,S2,C3,113.989,113,7.7363,32.817,32.97603450514757,7.7254413838504625,7.752297325829822,1026.0006708866679,1025.4797145418454,1.3938,0.2541,93.845,0.2157,48.24948,-122.99508
RC0078,S2,C3,115.002,114,7.7354,32.8183,32.97736708813667,7.724444657052549,7.7512786606619475,1026.006451927154,1025.4808718036163,1.3915,0.2522,93.8892,0.2038,48.24948,-122.9951
RC0078,S2,C3,116.005,115,7.7326,32.8215,32.980608624353465,7.721550224467891,7.748329157986921,1026.013944515806,1025.4837827872868,1.3906,0.2521,93.893,0.2165,48.24948,-122.99512
RC0078,S2,C3,117.019,116,7.7253,32.8303,32.989477602674675,7.714157748895393,7.740786752025769,1026.0265085222065,1025.4917075807498,1.3893,0.2619,93.6628,0.2039,48.24948,-122.99514
RC0078,S2,C3,118.026,117,7.7198,32.8372,32.996437200659216,7.708564745171032,7.735076804186856,1026.0372974252982,1025.4978924103616,1.3878,0.2607,93.6899,0.1945,48.24949,-122.99515
RC0078,S2,C3,119.035,118,7.7129,32.8448,33.00410025656597,7.701572740552938,7.727954096308423,1026.048843584204,1025.5048219808195,1.3858,0.2682,93.5146,0.2047,48.2495,-122.99516
RC0078,S2,C3,120.045,119,7.7092,32.847,33.006337154805856,7.697778791323922,7.724118059971814,1026.055716606017,1025.5070778177294,1.3833,0.2637,93.6197,0.2279,48.2495,-122.99518
RC0078,S2,C3,121.052,120,7.7024,32.8532,33.012593385301216,7.690887272665258,7.717117210191598,1026.0661456600951,1025.5128981685625,1.381,0.271,93.4481,0.1953,48.2495,-122.99519
RC0078,S2,C3,122.063,121,7.6954,32.8596,33.01905070015018,7.683795589733512,7.709912844368242,1026.0767777952026,1025.518902823904,1.3796,0.2624,93.6496,0.1903,48.2495,-122.99521
RC0078,S2,C3,123.072,122,7.6876,32.8672,33.02671379899882,7.675904692587837,7.701889562953665,1026.0884527770866,1025.5259581199064,1.3777,0.2721,93.4245,0.2051,48.24952,-122.99523
RC0078,S2,C3,124.081,123,7.6858,32.8692,33.02874972518161,7.674009281539485,7.699959772763027,1026.0948913290379,1025.52778917087,1.3751,0.2669,93.5447,0.1944,48.24952,-122.99524
RC0078,S2,C3,125.089,124,7.682,32.8737,33.03329776582611,7.670115393986764,7.695989450864401,1026.103565266598,1025.531856689781,1.373,0.2734,93.3939,0.1898,48.24952,-122.99526
RC0078,S2,C3,126.1,125,7.682,32.8735,33.033123130883055,7.670018519654265,7.6958953307419735,1026.1080358634115,1025.5317139668632,1.3714,0.2765,93.3207,0.2057,48.24952,-122.99528
RC0078,S2,C3,127.108,126,7.6814,32.8745,33.03415479878655,7.669322262887995,7.695182496559891,1026.1135160733259,1025.5325940175073,1.37,0.2816,93.2019,0.2046,48.24952,-122.99529
RC0078,S2,C3,128.118,127,7.6787,32.878,33.037698664866404,7.666527358797602,7.692328736763749,1026.1212598122027,1025.5357246405051,1.3695,0.2674,93.5331,0.1772,48.24952,-122.99531
RC0078,S2,C3,129.128,128,7.6753,32.8823,33.042046424732774,7.663032999555931,7.688761960962003,1026.1297289404997,1025.539579326882,1.3689,0.2787,93.2694,0.1952,48.24954,-122.99532
RC0078,S2,C3,130.133,129,7.6733,32.8848,33.04458531091821,7.660938120855829,7.68662484840949,1026.136568035099,1025.5418293121234,1.3678,0.2886,93.0397,0.1928,48.24954,-122.99534
RC0078,S2,C3,131.144,130,7.6706,32.888,33.04782776259089,7.658143232989771,7.6837756540776665,1026.1440818833032,1025.5447252428958,1.3659,0.2837,93.154,0.1813,48.24954,-122.99535
RC0078,S2,C3,132.154,131,7.6575,32.9039,33.063831922206866,7.644956319888872,7.670320891990161,1026.1630048967022,1025.5590152291961,1.365,0.2864,93.0904,0.1752,48.24954,-122.99536
RC0078,S2,C3,133.162,132,7.6572,32.9041,33.06405973074967,7.644560001085416,7.669920669876732,1026.1678169147408,1025.559227411261,1.363,0.2874,93.0679,0.1753,48.24954,-122.99538
RC0078,S2,C3,134.171,133,7.6571,32.9043,33.064287566241454,7.644363371800236,7.669720603356092,1026.1726046550466,1025.5594114830035,1.3598,0.2795,93.2514,0.197,48.24954,-122.9954
RC0078,S2,C3,135.183,134,7.6566,32.9056,33.06562083280046,7.643766621590986,7.669103101883799,1026.1783225959416,1025.5605120401274,1.3587,0.2832,93.1646,0.1743,48.24956,-122.99541
RC0078,S2,C3,136.184,135,7.6432,32.9233,33.083433579473564,7.630280823900254,7.65532259711359,1026.1986528973487,1025.5762507476452,1.3515,0.2045,95.0114,0.1709,48.24961,-122.99565
RC0078,S2,C3,137.2,136,7.6476,32.9171,33.077230486692486,7.634580225665679,7.65972417621951,1026.1978273269933,1025.5707975582084,1.3524,0.227,94.483,0.1458,48.24964,-122.99575
RC0078,S2,C3,138.208,137,7.6506,32.9138,33.07394127921902,7.637481180246431,7.662680964235095,1026.1994309923448,1025.5678088338368,1.3526,0.226,94.506,0.146,48.24966,-122.99577
RC0078,S2,C3,139.216,138,7.6454,32.9194,33.079595374817224,7.632188856772639,7.657293054333262,1026.209164496085,1025.5729325581967,1.3529,0.2307,94.3945,0.146,48.24966,-122.9958
RC0078,S2,C3,140.229,139,7.6397,32.9251,33.08535009939485,7.62639661595375,7.651402668298755,1026.219070781823,1025.5782046223617,1.352,0.2374,94.2382,0.146,48.24966,-122.99582
RC0078,S2,C3,141.234,140,7.6359,32.9286,33.08889391237325,7.622503636399846,7.647448695644879,1026.2269490274896,1025.5814890377908,1.3501,0.2379,94.2255,0.1404,48.24968,-122.99585
RC0078,S2,C3,142.244,141,7.6331,32.9312,33.091533480752915,7.6196093262533875,7.6445090948811005,1026.2340034213405,1025.583929160132,1.3485,0.2505,93.9295,0.1545,48.24968,-122.99587
RC0078,S2,C3,143.246,142,7.6332,32.9314,33.091761153410204,7.6196131715462885,7.644509976460954,1026.2387298170845,1025.584085025803,1.3475,0.2379,94.2254,0.1428,48.24968,-122.99591
RC0078,S2,C4,12.102,12,9.5978,30.3462,30.49234267328608,9.596529613334077,9.671064696462274,1023.3311814938147,1023.2759309157102,2.1438,0.4662,88.9985,2.7069,48.24866,-122.98969
RC0078,S2,C4,13.109,13,9.5826,30.3614,30.5076011466327,9.581225034876773,9.655407171451632,1023.3499601229995,1023.2901260839819,2.153,0.4792,88.7092,2.7428,48.2488,-122.99069
RC0078,S2,C4,14.119,14,9.5803,30.3641,30.510299289189447,9.578819197798078,9.652940582190196,1023.357027451012,1023.2925987101016,2.1438,0.4628,89.074,3.4147,48.2488,-122.9907
RC0078,S2,C4,15.127,15,9.5776,30.3687,30.51490660587584,9.57601358761131,9.650039261985976,1023.3656239141411,1023.2966097585976,2.1365,0.4544,89.2619,3.3132,48.2488,-122.99071000000001
RC0078,S2,C4,16.136,16,9.5715,30.3755,30.521724493937665,9.569808250000442,9.643680180809145,1023.3764647774675,1023.3028596792884,2.1312,0.4525,89.3043,3.0326,48.2488,-122.99072
RC0078,S2,C4,17.145,17,9.5578,30.3909,30.53718377102296,9.556003739820373,9.62952938353548,1023.3951722968175,1023.3169744097614,2.1264,0.4384,89.6181,2.8269,48.2488,-122.99074
RC0078,S2,C4,18.153,18,9.5334,30.4221,30.568519091926888,9.531500528111314,9.604346832626304,1023.4278171981317,1023.3450288144024,2.121,0.4373,89.6426,2.7085,48.2488,-122.99076
RC0078,S2,C4,19.162,19,9.5239,30.4445,30.59101202720594,9.521895563912482,9.594302391593853,1023.451306309263,1023.363927786092,2.1105,0.4213,90.0035,2.2347,48.24882,-122.99078
RC0078,S2,C4,20.169,20,9.519,30.4545,30.60103860876212,9.516890545118297,9.589097134024867,1023.4644360225278,1023.3724762833456,2.099,0.4048,90.3746,2.2028,48.24882,-122.9908
RC0078,S2,C4,21.18,21,9.5131,30.4637,30.610227954336274,9.510885325350067,9.582899595960209,1023.4771182796432,1023.3805584606268,2.0917,0.3819,90.8946,2.2663,48.24882,-122.99082
RC0078,S2,C4,22.189,22,9.5072,30.471800000000002,30.618312086428933,9.504880401134574,9.576721267388905,1023.4889367234733,1023.3877856521049,2.0866,0.3649,91.2819,2.2036,48.24882,-122.99084
RC0078,S2,C4,23.196,23,9.5018,30.4791,30.62559245263028,9.499375678902268,9.571059833139193,1023.5000465041796,1023.3943133360741,2.083,0.3603,91.3867,2.1109,48.24882,-122.99085
RC0078,S2,C4,24.204,24,9.4987,30.4838,30.630260250573443,9.496170571654003,9.567755861504445,1023.5087824805628,1023.3984633968096,2.0803,0.3517,91.5824,2.2359,48.24883,-122.99087
RC0078,S2,C4,25.216,25,9.4731,30.5201,30.666679579762576,9.47046817368648,9.541285720740502,1023.5455912787849,1023.430661732388,2.0774,0.3521,91.573,2.002,48.24884,-122.99089
RC0078,S2,C4,26.221,26,9.451,30.5492,30.69586458880106,9.44826636310618,9.518461022639205,1023.5762273862356,1023.4567191594523,2.0732,0.3549,91.5084,1.6884,48.24884,-122.99091
RC0078,S2,C4,27.231,27,9.4381,30.565,30.711685392127443,9.435262910468754,9.505114652049903,1023.5951205051898,1023.4710131169651,2.0642,0.3454,91.7266,2.0371,48.24884,-122.99092
RC0078,S2,C4,28.239,28,9.4253,30.5805,30.727204808636408,9.422359794308631,9.491874818749764,1023.6137552511823,1023.4850575339666,2.0561,0.3567,91.4692,1.6417,48.24884,-122.99094
RC0078,S2,C4,29.246,29,9.4068,30.6022,30.748953956247508,9.403757910297797,9.472799370627477,1023.6380875221948,1023.5048013812833,2.0501,0.3506,91.6082,1.6558,48.24884,-122.99096
RC0078,S2,C4,30.256,30,9.3716,30.6441,30.791012824414093,9.3684588323194955,9.436592375956629,1023.6807191623116,1023.5428238322569,2.0434,0.3542,91.5245,1.2625,48.24884,-122.99098
RC0078,S2,C4,31.265,31,9.3417,30.6824,30.829493049271647,9.338459168420583,9.40577877747235,1023.7197228510942,1023.5772249698923,2.0344,0.3478,91.6714,1.1994,48.24886,-122.99099
RC0078,S2,C4,32.273,32,9.299,30.7382,30.885557157660624,9.295662220122177,9.361806340508373,1023.7742989493559,1023.6271974406725,2.0218,0.3464,91.7047,1.1088,48.24886,-122.99101
RC0078,S2,C4,33.285,33,9.2865,30.7531,30.9005251724774,9.283059750748164,9.348884644762554,1023.792432622238,1023.6407203393778,2.0076,0.3472,91.6864,1.187,48.24886,-122.99103
RC0078,S2,C4,34.288,34,9.282,30.7621,30.909564931406212,9.278456568846703,9.344105224237218,1023.8047037835195,1023.64842624244,1.9951,0.3438,91.7642,1.1463,48.24886,-122.99105
RC0078,S2,C4,35.3,35,9.2496,30.8013,30.948949424977144,9.245958351278718,9.310773672931385,1023.8447962337419,1023.6838982296238,1.9875,0.3462,91.7095,1.0916,48.24886,-122.99107
RC0078,S2,C4,36.306,36,9.2198,30.8412,30.989037285371953,9.216060361830824,9.280047820114461,1023.8850011209403,1023.7195116329533,1.9812,0.3456,91.7215,1.0251,48.24886,-122.99108
RC0078,S2,C4,37.316,37,9.2177,30.8524,31.000287553132697,9.21385604970588,9.27764449087302,1023.8986453379505,1023.7285609205351,1.9704,0.3359,91.9455,1.0134,48.24886,-122.99109
RC0078,S2,C4,38.326,38,9.2156,30.8604,31.008322480123216,9.21165190799653,9.275294892554811,1023.9098013506608,1023.7351211040564,1.9632,0.328,92.1281,1.0243,48.24886,-122.99111
RC0078,S2,C4,39.335,39,9.2113,30.8728,31.020778498652277,9.207248259518225,9.270660657006069,1023.9247125010982,1023.745440530867,1.9592,0.331,92.0585,0.9727,48.24886,-122.99113
RC0078,S2,C4,40.345,40,9.207,30.8808,31.02881635645222,9.202844791217638,9.266100269058743,1023.9362069878546,1023.752337292186,1.9563,0.3241,92.2185,1.0011,48.24886,-122.99115
RC0078,S2,C4,41.35,41,9.2015,30.8903,31.038367036902603,9.197242150387693,9.260309440552534,1023.9490295762646,1023.7605842797474,1.9541,0.317,92.3818,1.0081,48.24886,-122.99117
RC0078,S2,C4,42.361,42,9.1896,30.9094,31.057563773547024,9.185240375350647,9.247925866346275,1023.9703287646104,1023.7772775750141,1.9514,0.3166,92.3909,1.1023,48.24888,-122.99119
RC0078,S2,C4,43.368,43,9.1534,30.963,31.111425872042936,9.148944860422636,9.210548585314676,1024.0221718677194,1023.8245204993468,1.9481,0.319,92.3349,1.006,48.24888,-122.9912
RC0078,S2,C4,44.378,44,9.111,31.0229,31.171618205117127,9.10645107781543,9.166842039795442,1024.0798751302625,1023.877604956931,1.9411,0.311,92.5209,0.9876,48.24888,-122.99122
RC0078,S2,C4,45.39,45,9.0706,31.0729,31.221863108064127,9.065957534107449,9.125316169342215,1024.1295745800842,1023.9226738366758,1.9288,0.3383,91.8917,1.0091,48.24888,-122.99124
RC0078,S2,C4,46.392,46,9.0645,31.082,31.231011895102036,9.059756259474316,9.118933394249169,1024.14216303732,1023.9306980372355,1.9175,0.3112,92.5157,0.9985,48.24888,-122.99125
RC0078,S2,C4,47.407,47,9.0367,31.1207,31.26990266448036,9.031859388027598,9.090258774396546,1024.1811537550213,1023.965052644825,1.9048,0.2885,93.0427,0.9479,48.24888,-122.99128
RC0078,S2,C4,48.413,48,9.0175,31.1449,31.294223880110042,9.012561635581044,9.070467051402666,1024.207507514126,1023.98681463265,1.8978,0.2811,93.2141,1.1464,48.24888,-122.9913
RC0078,S2,C4,49.42,49,9.0035,31.1626,31.312013943708262,8.998462522589456,9.056007495359724,1024.2280142533984,1024.0027280296563,1.8884,0.2811,93.2138,1.1718,48.24888,-122.99132
RC0078,S2,C4,50.431,50,8.9932,31.1749,31.32438498125201,8.988062143768305,9.045354107527077,1024.2437730674558,1024.0138771569932,1.8807,0.2758,93.3371,1.0476,48.24888,-122.99134
RC0078,S2,C4,51.44,51,8.9759,31.1973,31.346913635223196,8.970664021996118,9.027503502163905,1024.2684475500657,1024.033946655661,1.8743,0.2753,93.3485,0.9115,48.2489,-122.99136
RC0078,S2,C4,52.447,52,8.9597,31.2179,31.367633639334848,8.954365992381394,9.010788824822939,1024.2915438010436,1024.0524472390152,1.8681,0.2683,93.5111,0.922,48.2489,-122.99138
RC0078,S2,C4,53.455,53,8.9174,31.274,31.424023988982466,8.911975745116525,8.96727774394993,1024.3462375309732,1024.102523073261,1.8619,0.2717,93.4323,0.9344,48.2489,-122.9914
RC0078,S2,C4,54.467,54,8.7258,31.533,31.684287966099042,8.720330506532688,8.770555828312123,1024.5814577807214,1024.3330044304744,1.8528,0.2729,93.4046,0.8773,48.2489,-122.99141
RC0078,S2,C4,55.473,55,8.5449,31.777,31.929480191546777,8.539384730764967,8.5849439643954355,1024.8032201814412,1024.5500565691555,1.8327,0.2737,93.3855,0.5182,48.2489,-122.99142
RC0078,S2,C4,56.483,56,8.4896,31.851,32.00385698334365,8.484001295011874,8.528166166400013,1024.8737386505256,1024.615931498784,1.7804,0.2691,93.4925,0.4862,48.2489,-122.99144
RC0078,S2,C4,57.494,57,8.4768,31.8678,32.020759353242674,8.471104818449032,8.514953379983593,1024.893358038132,1024.6309326614796,1.7303,0.2638,93.6172,0.4569,48.24892,-122.99146
RC0078,S2,C4,58.499,58,8.4711,31.8747,32.027714087386464,8.46530679771326,8.509023690461083,1024.9041788171737,1024.6371674767472,1.7034,0.2401,94.1736,0.4292,48.24892,-122.99148
RC0078,S2,C4,59.509,59,8.4666,31.8809,32.03396557763038,8.460707852663356,8.504308858651708,1024.9142984702307,1024.642679673391,1.6866,0.2263,94.4993,0.4945,48.24892,-122.9915
RC0078,S2,C4,60.52,60,8.4249,31.9358,32.089150947975696,8.418921451076155,8.461495559830103,1024.9679021280062,1024.6916417053442,1.678,0.2248,94.5345,0.4292,48.24892,-122.99152
RC0078,S2,C4,61.524,61,8.3618,32.0185,32.17226975717205,8.355743589998688,8.396781280265353,1025.0463051782,1024.7654164961507,1.6693,0.2295,94.4246,0.4508,48.24894,-122.99154
RC0078,S2,C4,62.539,62,8.3275,32.062,32.21600062596529,8.32135539955849,8.361586301411545,1025.089929728532,1024.8043839404918,1.6544,0.2232,94.574,0.4726,48.24894,-122.99156
RC0078,S2,C4,63.541,63,8.3149,32.0776,32.231697244204625,8.308661100021078,8.348602346906347,1025.1085360171526,1024.8184100204096,1.6381,0.2513,93.9134,0.4148,48.24894,-122.99158
RC0078,S2,C4,64.554,64,8.2925,32.1062,32.26045658119096,8.286169371239856,8.325583667686743,1025.138773440938,1024.8440085297277,1.6239,0.2489,93.9673,0.4283,48.24894,-122.9916
RC0078,S2,C4,65.561,65,8.2769,32.1259,32.28027306023163,8.270475979073947,8.309527591255591,1025.1610400901734,1024.8616689994383,1.6144,0.2674,93.533,0.4231,48.24894,-122.99161
RC0078,S2,C4,66.57,66,8.263,32.1435,32.29797951716162,8.256481908042206,8.295210275389236,1025.1814272270371,1024.8774420618115,1.6062,0.2838,93.1518,0.4181,48.24894,-122.99163
RC0078,S2,C4,67.581,67,8.2476,32.1628,32.31739421270391,8.240988380372178,8.279362519617537,1025.2033692607638,1024.8947591162143,1.5988,0.2996,92.7834,0.3962,48.24894,-122.99165
RC0078,S2,C4,68.584,68,8.2405,32.1718,32.326459245747586,8.23379255524583,8.272001878196095,1025.2160209051026,1024.9028298013636,1.5918,0.3004,92.7647,0.4122,48.24894,-122.99167
RC0078,S2,C4,69.593,69,8.2114,32.2109,32.36576914361772,8.20460463583061,8.242106832171466,1025.2554075480195,1024.9375884092947,1.5864,0.3087,92.5724,0.405,48.24895,-122.99169
RC0078,S2,C4,70.609,70,8.1516,32.2907,32.44597495946706,8.14472841530011,8.180795673057384,1025.331069522294,1025.008561129862,1.5789,0.3207,92.2947,0.4068,48.24896,-122.99171
RC0078,S2,C4,71.615,71,8.128,32.322,32.47744741106472,8.121039445525476,8.15654663388129,1025.3635437900446,1025.0364240925671,1.5683,0.3267,92.1586,0.3688,48.24896,-122.99173
RC0078,S2,C4,72.621,72,8.1194,32.3342,32.48972803364362,8.112344570350814,8.14763568574712,1025.3789226249132,1025.0472059269086,1.5553,0.33,92.0827,0.3386,48.24896,-122.99174
RC0078,S2,C4,73.632,73,8.1147,32.3403,32.495879436849194,8.107547794493962,8.142729558767224,1025.3889950510409,1025.0526616635318,1.5447,0.3284,92.118,0.3512,48.24896,-122.99176
RC0078,S2,C4,74.644,74,8.1067,32.3512,32.50685396483333,8.099452282958014,8.13444033429375,1025.4032991301738,1025.0623414593383,1.5389,0.3383,91.89,0.5052,48.24896,-122.99178
RC0078,S2,C4,75.646,75,8.1055,32.3524,32.508081611987166,8.098155038638474,8.13312050384677,1025.4089958062518,1025.0634657444093,1.5353,0.3379,91.8996,0.3686,48.24896,-122.99178
RC0078,S2,C4,76.658,76,8.1005,32.3598,32.51554499848921,8.09305830289354,8.127893657965796,1025.4201306502166,1025.0699795029318,1.5322,0.3193,92.3281,0.3625,48.24898,-122.9918
RC0078,S2,C4,77.668,77,8.083,32.3869,32.54280621918459,8.075466829764693,8.109829848374542,1025.4484523066842,1025.093678272387,1.53,0.3087,92.572,0.3217,48.24898,-122.99182
RC0078,S2,C4,78.675,78,8.058,32.4237,32.579814103565504,8.050379133526397,8.084099069036933,1025.485422450525,1025.1260309113056,1.5265,0.3068,92.6175,0.3218,48.24898,-122.99184
RC0078,S2,C4,79.687,79,8.0482,32.4372,32.59341000309753,8.040484852806209,8.073967388975575,1025.5020166815727,1025.1379983386203,1.5205,0.2992,92.7929,0.3191,48.24898,-122.99186
RC0078,S2,C4,80.695,80,8.0316,32.4592,32.615546748242004,8.023794175333867,8.056888893156353,1025.5262161591018,1025.1575814808546,1.5143,0.2958,92.8723,0.324,48.24898,-122.99188
RC0078,S2,C4,81.696,81,8.0113,32.4844,32.6408987376104,8.003406249963215,8.036054177915643,1025.5534186097082,1025.18019403765,1.5089,0.268,93.5185,0.3065,48.24898,-122.9919
RC0078,S2,C4,82.714,82,7.9766,32.5327,32.68946260471215,7.968623004055482,8.000430717739935,1025.6008192017068,1025.2229134909817,1.5027,0.2588,93.7338,0.2919,48.24898,-122.99192
RC0078,S2,C4,83.723,83,7.9567,32.5586,32.715518330071006,7.948634466497996,7.979989634109642,1025.6285425746908,1025.2460105763803,1.4953,0.2528,93.8753,0.2808,48.24898,-122.99194
RC0078,S2,C4,84.725,84,7.9382,32.5808,32.737856056100796,7.930046400973731,7.96101066719957,1025.6531414079664,1025.2660149305964,1.4866,0.2342,94.313,0.2833,48.24899,-122.99196
RC0078,S2,C4,85.735,85,7.9282,32.5926,32.749743926250964,7.919953589495639,7.95070992995679,1025.668425193158,1025.2766775968375,1.4782,0.2335,94.3305,0.2789,48.249,-122.99198
RC0078,S2,C4,86.748,86,7.9193,32.6035,32.76072756848795,7.910959984222251,7.941525451708948,1025.6828603933373,1025.2864794499499,1.4716,0.2292,94.4315,0.2521,48.249,-122.99199
RC0078,S2,C4,87.757,87,7.904,32.6232,32.78055355447098,7.895569936903891,7.925793461514395,1025.705073715751,1025.3040702407873,1.4665,0.2321,94.3625,0.274,48.249,-122.99201
RC0078,S2,C4,88.765,88,7.8876,32.6425,32.79997761741172,7.879080946777986,7.908966408095093,1025.7271286618652,1025.3215042620932,1.4611,0.2384,94.216,0.2569,48.249,-122.99203
RC0078,S2,C4,89.771,89,7.8743,32.6603,32.817894417588114,7.8656904123066,7.8952697213770495,1025.747553985694,1025.3373229821834,1.4566,0.2327,94.3489,0.2561,48.249,-122.99205
RC0078,S2,C4,90.783,90,7.8689,32.667,32.824657865067714,7.8601955320298424,7.88965854636503,1025.7581979529596,1025.3433418365637,1.4511,0.2298,94.4167,0.2376,48.249,-122.99207
RC0078,S2,C4,91.791,91,7.8559,32.6825,32.840263683119325,7.847105150435095,7.876298491032829,1025.7767926887204,1025.3573193908808,1.4466,0.2302,94.4077,0.2498,48.24901,-122.99209
