Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein,Precursor Mz,Product Mz
molecules1,230921_Smp_RC078_UKH2_0nM_B,Triogonelline,5.69,18522664,2294501,642741,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_0nM_C,Triogonelline,8.44,2909067,958223,172371,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_5nM_A,Triogonelline,5.67,19128726,2229615,623158,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_5nM_B,Triogonelline,5.69,12491197,1620526,427163,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_5nM_C,Triogonelline,5.67,14876399,1922930,492835,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_10nM_A,Triogonelline,8.44,2415624,1881227,167051,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_10nM_B,Triogonelline,5.69,16312630,1760539,535017,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_10nM_Blk,Triogonelline,5.55,25963,47427,3202,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_10nM_C,Triogonelline,5.69,17939476,2169294,598812,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_50nM_A,Triogonelline,5.67,17292262,2188005,582250,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_50nM_B,Triogonelline,5.65,18024330,1918601,525687,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_50nM_C,Triogonelline,8.46,2196545,1889598,156032,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_200nM_A,Triogonelline,5.69,11109893,1374269,370588,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_200nM_B,Triogonelline,5.67,17523792,1815387,566198,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_200nM_Blk,Triogonelline,5.49,45862,75736,1988,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_200nM_C,Triogonelline,8.08,1220298,2354784,89501,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_500nM_A,Triogonelline,5.69,59951020,5062399,782077,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_500nM_B,Triogonelline,5.69,66739632,6008221,762263,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_500nM_C,Triogonelline,5.67,21063074,1604472,666031,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_2000nM_A,Triogonelline,5.67,24273410,2011620,760660,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_2000nM_B,Triogonelline,5.65,20229790,1817043,643115,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_2000nM_Blk,Triogonelline,5.49,22441,72923,1909,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC078_UKH2_2000nM_C,Triogonelline,5.67,44123360,5052263,668280,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_0nM_Homarine_RC104_UCH1_1,Triogonelline,5.65,8948445,685385,232561,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_0nM_Homarine_RC104_UCH1_2,Triogonelline,5.63,8513837,828578,226440,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_50nM_Homarine_RC104_UCH1_1,Triogonelline,5.65,9061532,722097,237212,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_50nM_Homarine_RC104_UCH1_2,Triogonelline,5.61,8103466,711535,221804,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_100nM_Homarine_RC104_UCH1_1,Triogonelline,5.63,8826275,728730,233361,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_100nM_Homarine_RC104_UCH1_2,Triogonelline,5.65,7935518,976569,216008,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_200nM_Homarine_RC104_UCH1_1,Triogonelline,5.63,9009449,805311,236873,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_200nM_Homarine_RC104_UCH1_2,Triogonelline,5.63,8347721,502022,219992,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Poo_RC104_UCH1_Full1,Triogonelline,5.63,12455896,1078170,320823,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Poo_RC104_UCH1_Full2,Triogonelline,5.65,10939863,637459,278213,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Poo_RC104_UCH1_Full3,Triogonelline,5.63,10967586,804105,281134,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Con_A,Triogonelline,5.63,8785734,631797,225602,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Con_B,Triogonelline,8.06,1876695,746668,75837,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Con_C,Triogonelline,8.1,1685578,540076,86095,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_DMSP_A,Triogonelline,5.63,11129702,1042638,281386,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_DMSP_B,Triogonelline,5.69,5629444,663204,179612,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_DMSP_C,Triogonelline,5.67,10556226,644838,270600,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_GBT_A,Triogonelline,8.1,2380931,779807,97071,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_GBT_B,Triogonelline,5.65,9539223,790713,239683,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_GBT_C,Triogonelline,8.08,2325918,669752,94253,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Gluc_A,Triogonelline,5.63,11052110,981034,255057,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Gluc_B,Triogonelline,8.1,2386076,891357,98150,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Gluc_C,Triogonelline,5.65,9605125,479840,239592,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Hom_A,Triogonelline,8.1,1658309,744304,73200,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Hom_B,Triogonelline,5.65,9586445,547979,262835,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Hom_C,Triogonelline,8.06,1649450,609795,81686,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_TMAO_A,Triogonelline,8.1,1882904,1052548,91902,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_TMAO_B,Triogonelline,5.65,10912942,864818,282029,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_TMAO_C,Triogonelline,8.1,2690118,633524,109618,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Trig_A,Triogonelline,8.1,2585856,763705,106632,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Trig_B,Triogonelline,8.1,2887488,801049,116694,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UCH1_Trig_C,Triogonelline,5.65,9785392,884558,260899,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_0nM_Homarine_RC104_UKH1_1,Triogonelline,5.65,7169572,779484,205392,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_0nM_Homarine_RC104_UKH1_2,Triogonelline,5.61,7937890,857466,206836,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_50nM_Homarine_RC104_UKH1_1,Triogonelline,5.61,7135528,942762,201609,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_50nM_Homarine_RC104_UKH1_2,Triogonelline,5.59,8004564,896429,207045,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_100nM_Homarine_RC104_UKH1_1,Triogonelline,5.63,7625557,504797,207858,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_100nM_Homarine_RC104_UKH1_2,Triogonelline,5.61,7366671,956845,199931,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_200nM_Homarine_RC104_UKH1_1,Triogonelline,5.61,7641505,689182,209601,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_200nM_Homarine_RC104_UKH1_2,Triogonelline,5.61,7396357,965339,200720,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Poo_RC104_UKH1_Full1,Triogonelline,5.63,4562426,736956,133875,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Poo_RC104_UKH1_Full2,Triogonelline,5.61,4757624,558516,138287,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Poo_RC104_UKH1_Full3,Triogonelline,5.63,5316928,563278,144403,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_0nM_A,Triogonelline,5.63,6309064,775979,177766,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_0nM_B,Triogonelline,5.63,4372363,586324,129983,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_0nM_C,Triogonelline,5.61,6759003,758028,184676,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_10nM_A,Triogonelline,5.63,7578168,548260,204462,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_10nM_B,Triogonelline,5.61,5023820,687285,141286,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_10nM_C,Triogonelline,5.59,5185210,727145,144792,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_100nM_A,Triogonelline,5.61,5408370,835715,156501,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_100nM_B,Triogonelline,5.61,5348066,711831,149507,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_100nM_C,Triogonelline,5.59,4829924,757469,140963,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_250nM_A,Triogonelline,5.59,7001004,752545,184783,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_250nM_B,Triogonelline,5.63,10633571,1039156,261895,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_250nM_Blk,Triogonelline,8.04,59782,101370,3455,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_250nM_C,Triogonelline,5.61,5614620,368274,149845,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_1000nM_A,Triogonelline,5.61,5680739,755901,158292,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_1000nM_B,Triogonelline,5.63,6528342,570728,181553,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_1000nM_Blk,Triogonelline,5.61,94967,175566,3133,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_1000nM_C,Triogonelline,5.61,5704585,892469,169000,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_2000nM_A,Triogonelline,5.61,6535051,503783,173830,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_2000nM_B,Triogonelline,5.61,4899709,261293,164715,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_2000nM_Blk,Triogonelline,5.59,76723,146302,3924,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_2000nM_C,Triogonelline,5.63,5473933,665151,149386,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_3000nM_A,Triogonelline,5.63,6678524,492307,166795,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_3000nM_B,Triogonelline,5.59,6545210,827794,190914,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_3000nM_Blk,Triogonelline,5.61,249285,142773,9718,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Smp_RC104_UKH1_3000nM_C,Triogonelline,5.61,4122422,773174,119675,#N/A,molecules1,138.1619,94.6102
molecules1,230921_Std_0nM_Homarine_RC078_UKH2_1,Triogonelline,5.41,5523911168,1540893056,108093440,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_0nM_Homarine_RC078_UKH2_2,Triogonelline,5.47,5934519808,570794432,124702720,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_50nM_Homarine_RC078_UKH2_1,Triogonelline,5.41,5419161600,1203805696,112930816,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_50nM_Homarine_RC078_UKH2_2,Triogonelline,5.51,5536719360,988011264,117117016,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_100nM_Homarine_RC078_UKH2_1,Triogonelline,5.51,5460962816,1135315328,114155520,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_100nM_Homarine_RC078_UKH2_2,Triogonelline,5.53,5616781824,838020672,119708456,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_200nM_Homarine_RC078_UKH2_1,Triogonelline,5.47,5064078848,1315611904,109943128,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_200nM_Homarine_RC078_UKH2_2,Triogonelline,5.57,5980101632,837459072,120569144,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Poo_RC078_UKH2_Full1,Triogonelline,8.48,138815568,16204060,5963067,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Poo_RC078_UKH2_Full2,Triogonelline,5.43,5569579008,940797824,117570848,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Poo_RC078_UKH2_Full3,Triogonelline,5.57,5535217152,782882368,120373208,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_0nM_A,Triogonelline,5.47,5448286720,633752256,122507264,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_0nM_B,Triogonelline,5.47,5549291008,760087744,120483840,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_0nM_C,Triogonelline,8.48,152654416,17214366,6576365,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_5nM_A,Triogonelline,5.51,5762917888,1044759424,116136688,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_5nM_B,Triogonelline,5.53,5109393920,669409856,121849936,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_5nM_C,Triogonelline,5.51,5825647104,587214336,124248064,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_10nM_A,Triogonelline,8.48,168215616,17781810,7419242,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_10nM_B,Triogonelline,5.53,5873857024,644580288,123277312,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_10nM_Blk,Triogonelline,5.59,2471201,2059412,289789,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_10nM_C,Triogonelline,5.43,5633775616,897467712,118335288,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_50nM_A,Triogonelline,5.51,5743724544,932742080,118072176,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_50nM_B,Triogonelline,5.51,6307260416,821237760,121089648,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_50nM_C,Triogonelline,8.48,152684352,19483404,7951669,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_200nM_A,Triogonelline,5.61,5408622592,314882912,128745472,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_200nM_B,Triogonelline,5.43,5699088896,1011536576,116694232,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_200nM_Blk,Triogonelline,5.63,10512190,950859,646524,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_200nM_C,Triogonelline,8.06,357239200,308816096,27815128,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_500nM_A,Triogonelline,5.45,14083997696,224800032,133317984,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_500nM_B,Triogonelline,5.47,14290632704,194717008,133444336,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_500nM_C,Triogonelline,5.47,6264292352,740723712,121901056,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_2000nM_A,Triogonelline,5.43,6173211136,980798208,117919744,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_2000nM_B,Triogonelline,5.47,6032070144,874198656,119391688,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_2000nM_Blk,Triogonelline,5.61,5668745,4272810,634535,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC078_UKH2_2000nM_C,Triogonelline,5.45,10811576320,1254915584,125926592,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_0nM_Homarine_RC104_UCH1_1,Triogonelline,5.61,5940827136,710170048,129424920,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_0nM_Homarine_RC104_UCH1_2,Triogonelline,5.63,5778843648,610924032,130046992,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_50nM_Homarine_RC104_UCH1_1,Triogonelline,5.63,5978016768,716728064,129390800,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_50nM_Homarine_RC104_UCH1_2,Triogonelline,5.61,5552088576,593665344,129966528,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_100nM_Homarine_RC104_UCH1_1,Triogonelline,5.65,5894664704,698920256,129466784,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_100nM_Homarine_RC104_UCH1_2,Triogonelline,5.63,5599725568,587082304,130017944,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_200nM_Homarine_RC104_UCH1_1,Triogonelline,5.65,5955388416,699840576,129493440,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_200nM_Homarine_RC104_UCH1_2,Triogonelline,5.61,5551327232,585443904,129955976,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Poo_RC104_UCH1_Full1,Triogonelline,5.53,7064767488,893178432,128243712,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Poo_RC104_UCH1_Full2,Triogonelline,5.57,6479817216,684812544,129661952,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Poo_RC104_UCH1_Full3,Triogonelline,5.59,6543902720,722446464,129376256,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Con_A,Triogonelline,5.63,5803623936,683478080,129562224,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Con_B,Triogonelline,8.06,565338432,47470700,23144662,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Con_C,Triogonelline,8.06,450599904,125072800,23492420,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_DMSP_A,Triogonelline,5.57,6546266112,833226816,128596824,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_DMSP_B,Triogonelline,5.65,4537703936,103855608,130472976,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_DMSP_C,Triogonelline,5.59,6458416640,728305024,129298432,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_GBT_A,Triogonelline,8.06,686887872,23502090,29108884,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_GBT_B,Triogonelline,5.65,6426704384,589843584,130239488,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_GBT_C,Triogonelline,8.06,641315584,45744648,26541832,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Gluc_A,Triogonelline,5.61,6775970816,717800576,129444864,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Gluc_B,Triogonelline,8.06,683699520,65393772,28247840,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Gluc_C,Triogonelline,5.61,6127818240,605743552,130134016,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Hom_A,Triogonelline,8.06,578436928,53298384,23417432,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Hom_B,Triogonelline,5.61,6261595648,501390176,130842624,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Hom_C,Triogonelline,8.06,476816512,117036872,24513790,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_TMAO_A,Triogonelline,8.06,640841472,21451360,28546474,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_TMAO_B,Triogonelline,5.59,6591826432,819533376,128688392,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_TMAO_C,Triogonelline,8.06,750242176,31214004,31520310,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Trig_A,Triogonelline,8.06,726233408,70701608,31802898,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Trig_B,Triogonelline,8.06,841172800,90785320,34897324,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UCH1_Trig_C,Triogonelline,5.59,6370962944,767234496,129038112,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_0nM_Homarine_RC104_UKH1_1,Triogonelline,5.63,5388375552,499528000,130060320,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_0nM_Homarine_RC104_UKH1_2,Triogonelline,5.61,5630744576,547993088,129787024,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_50nM_Homarine_RC104_UKH1_1,Triogonelline,5.61,5404220928,524485856,129944096,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_50nM_Homarine_RC104_UKH1_2,Triogonelline,5.59,5663134720,581229632,129619512,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_100nM_Homarine_RC104_UKH1_1,Triogonelline,5.61,5414852608,518129312,129944952,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_100nM_Homarine_RC104_UKH1_2,Triogonelline,5.61,5446859776,508977952,129604016,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_200nM_Homarine_RC104_UKH1_1,Triogonelline,5.63,5444793344,521543776,129910800,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_200nM_Homarine_RC104_UKH1_2,Triogonelline,5.61,5461215744,543698048,128919432,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Poo_RC104_UKH1_Full1,Triogonelline,5.61,3671102208,391823008,106297408,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Poo_RC104_UKH1_Full2,Triogonelline,5.61,3695969024,388749728,107491720,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Poo_RC104_UKH1_Full3,Triogonelline,5.59,3890050304,429505568,111296968,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_0nM_A,Triogonelline,5.61,4798818304,466850400,126184328,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_0nM_B,Triogonelline,5.61,3727889152,350909568,106148800,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_0nM_C,Triogonelline,5.59,5106608128,481307360,127452568,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_10nM_A,Triogonelline,5.61,5404795904,505496896,130106192,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_10nM_B,Triogonelline,5.61,3981549056,368073984,113207824,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_10nM_C,Triogonelline,5.61,4180491520,436777536,118944032,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_100nM_A,Triogonelline,5.61,4348435968,412579392,119095544,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_100nM_B,Triogonelline,5.59,4416425472,394294240,117464416,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_100nM_C,Triogonelline,5.59,3933534976,441317984,112492224,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_250nM_A,Triogonelline,5.61,5128700416,461453408,127369376,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_250nM_B,Triogonelline,5.59,6513103360,670514624,129648424,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_250nM_Blk,Triogonelline,8.04,4373233,2487095,307811,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_250nM_C,Triogonelline,5.61,4202372864,358024000,116386184,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_1000nM_A,Triogonelline,5.59,4323408384,407319072,117698984,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_1000nM_B,Triogonelline,5.59,4655132160,521411520,124444288,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_1000nM_Blk,Triogonelline,5.61,65092824,3963730,2401854,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_1000nM_C,Triogonelline,5.61,4528873472,434639552,122348856,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_2000nM_A,Triogonelline,5.61,4563491840,471329056,121806288,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_2000nM_B,Triogonelline,5.63,3736839424,266304864,120003992,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_2000nM_Blk,Triogonelline,5.61,108787584,59967844,5142865,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_2000nM_C,Triogonelline,5.59,3829974016,451645376,108280296,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_3000nM_A,Triogonelline,5.59,4377655296,476900128,116606312,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_3000nM_B,Triogonelline,5.55,4970251776,379324992,127465712,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_3000nM_Blk,Triogonelline,5.61,317798976,149713248,14193613,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Smp_RC104_UKH1_3000nM_C,Triogonelline,5.63,3041759744,295854784,88693120,#N/A,molecules1,138.1619,78.0911
molecules1,230921_Std_0nM_Homarine_RC078_UKH2_1,D3-Homarine,5.61,30753588,1549302,821652,#N/A,molecules1,141.0681,97.0954
molecules1,230921_Std_0nM_Homarine_RC078_UKH2_2,D3-Homarine,5.64,23006004,979341,666691,#N/A,molecules1,141.0681,97.0954
molecules1,230921_Std_50nM_Homarine_RC078_UKH2_1,D3-Homarine,5.61,80162264,2874543,2233674,#N/A,molecules1,141.0681,97.0954
