time,lat,lon,depth,Nitrate_Nitrite,SRP,Nitrate_Nitrite_below_detection_flag
2019-04-15T16:40:30.000Z,39.14804522569,-158,6,0.533684638129294,,0
2019-04-15T16:43:32.000Z,39.1575330267273,-158,6,0.643300076543644,,0
2019-04-15T16:49:26.000Z,39.1764170405676,-158,6,0.736721770561997,,0
2019-04-15T16:52:27.000Z,39.1857995309345,-158,6,0.993263278945109,,0
2019-04-15T16:55:29.000Z,39.1951613738006,-158,6,1.34146034568638,,0
2019-04-15T16:58:30.000Z,39.2045077807886,-158,6,1.44049489766521,,0
2019-04-15T17:01:32.000Z,39.213841820065,-158,6,1.40187476309524,,0
2019-04-15T17:04:33.000Z,39.2232036470964,-158,6,1.45204608729229,,0
2019-04-15T17:07:26.000Z,39.232481905906,-158,6,1.53868288544389,,0
2019-04-15T17:10:27.000Z,39.2417704375644,-158,6,1.57866437077833,,0
2019-04-15T17:13:29.000Z,39.2510705661773,-158,6,1.58993936252856,,0
2019-04-15T17:16:30.000Z,39.2603747948967,-158,6,1.60770300354617,,0
2019-04-15T17:19:32.000Z,39.2698134011361,-158,6,1.633381082276,,0
2019-04-15T17:25:26.000Z,39.2888254512658,-158,6,2.13288396222276,,0
2019-04-15T17:28:27.000Z,39.2983371385408,-158,6,2.117754945622,,0
2019-04-15T18:13:32.000Z,39.4288535237203,-158,6,1.26375094521593,,0
2019-04-15T18:16:33.000Z,39.4343419953868,-158,6,1.2504090858681,,0
2019-04-15T18:19:26.000Z,39.4401276564763,-158,6,1.20296639323525,,0
2019-04-15T18:25:29.000Z,39.455349738195,-158,6,1.14216734647414,,0
2019-04-15T18:28:30.000Z,39.4640902471844,-158,6,1.17713134523636,,0
2019-04-15T18:31:32.000Z,39.4734621303472,-158,6,1.17412826157603,,0
2019-04-15T18:40:27.000Z,39.5022105782972,-158,6,1.13774367753099,,0
2019-04-15T18:43:29.000Z,39.5117834886442,-158,6,1.1404821392577,,0
2019-04-15T18:46:30.000Z,39.5212190278781,-158,6,1.14558255448964,,0
2019-04-15T18:49:32.000Z,39.5306290939929,-158,6,1.15830141755327,,0
2019-04-15T18:52:33.000Z,39.5401867461255,-158,6,1.15979161902749,,0
2019-04-15T18:55:26.000Z,39.549708204228,-158,6,1.1612945747081,,0
2019-04-15T18:58:27.000Z,39.5592569764016,-158,6,1.17420374470236,,0
2019-04-15T19:01:29.000Z,39.5689384301064,-158,6,1.17915238928452,,0
2019-04-15T19:04:30.000Z,39.578614589149,-158,6,1.19693651248176,,0
2019-04-15T19:07:32.000Z,39.5884390451977,-158,6,1.20263940939472,,0
2019-04-15T19:16:27.000Z,39.6176868901632,-158,6,1.28411997072671,,0
2019-04-15T19:19:29.000Z,39.6275052708731,-158,6,1.30315897463667,,0
2019-04-15T19:22:30.000Z,39.6372946908215,-158,6,1.34781808338372,,0
2019-04-15T19:25:32.000Z,39.6470126921537,-158,6,1.42671075749321,,0
2019-04-15T19:28:33.000Z,39.6567319488091,-158,6,1.45879115773346,,0
2019-04-15T19:31:26.000Z,39.6663543866352,-158,6,1.46367581035716,,0
2019-04-15T19:34:27.000Z,39.6758728835641,-158,6,1.47307363565,,0
2019-04-15T19:37:29.000Z,39.6854841051372,-158,6,1.52218862396338,,0
2019-04-15T19:40:30.000Z,39.6950971769033,-158,6,1.61985905605019,,0
2019-04-15T19:43:32.000Z,39.704751914883,-158,6,1.68321256628325,,0
2019-04-15T19:52:27.000Z,39.7333492476614,-158,6,1.77450993050759,,0
2019-04-15T19:55:29.000Z,39.7427079524907,-158,6,1.75971183003674,,0
2019-04-15T19:58:30.000Z,39.7521061411634,-158,6,1.67348870831723,,0
2019-04-15T20:01:32.000Z,39.7613162648869,-158,6,1.56134362743519,,0
2019-04-15T20:04:33.000Z,39.7676676604952,-158,6,1.5411453234563,,0
2019-04-15T20:07:26.000Z,39.7725561233614,-158,6,1.54402282496744,,0
2019-04-15T20:10:27.000Z,39.7774615299412,-158,6,1.51758957968077,,0
2019-04-15T20:13:29.000Z,39.7825568857815,-158,6,1.49549859125466,,0
2019-04-15T20:16:30.000Z,39.7879307498379,-158,6,1.47886437630976,,0
2019-04-15T20:19:32.000Z,39.7945796951321,-158,6,1.4817858489142,,0
2019-04-15T20:22:33.000Z,39.8027699718271,-158,6,1.52938594301501,,0
2019-04-15T21:10:30.000Z,39.9509669854134,-158,6,2.35429357261367,,0
2019-04-15T21:13:32.000Z,39.960262660709,-158,6,2.3830785103378,,0
2019-04-15T21:19:26.000Z,39.9788214132128,-158,6,2.28807952269081,,0
2019-04-15T21:22:27.000Z,39.9880468413448,-158,6,2.3376344963961,,0
2019-04-15T21:25:29.000Z,39.9972458209024,-158,6,2.36926225707106,,0
2019-04-15T21:28:30.000Z,40.0063865733846,-158,6,2.38901036007191,,0
2019-04-15T21:34:33.000Z,40.0247107520855,-158,6,2.31028684925312,,0
2019-04-15T21:37:26.000Z,40.0337121827576,-158,6,2.37032417229481,,0
2019-04-15T21:40:27.000Z,40.0427217870342,-158,6,2.37338361281958,,0
2019-04-15T21:43:29.000Z,40.0516964858132,-158,6,2.34594705762797,,0
2019-04-15T21:46:30.000Z,40.0605944169214,-158,6,2.33225363148299,,0
2019-04-15T21:49:32.000Z,40.0694351796572,-158,6,2.3109126556465,,0
2019-04-15T21:52:33.000Z,40.0784437233468,-158,6,2.28476920612427,,0
2019-04-15T21:55:26.000Z,40.0874265367749,-158,6,2.25756522508935,,0
2019-04-15T21:58:27.000Z,40.0957895004206,-158,6,2.25679388919035,,0
2019-04-15T22:01:29.000Z,40.1012651930683,-158,6,2.23800498854049,,0
2019-04-15T22:10:33.000Z,40.1172983954887,-158,6,2.05997001915016,,0
2019-04-15T22:13:26.000Z,40.1236532804213,-158,6,2.08760537804142,,0
2019-04-15T22:16:27.000Z,40.1321881304946,-158,6,2.07606494446173,,0
2019-04-15T22:19:29.000Z,40.1412814531722,-158,6,2.00235336552606,,0
