time,lat,lon,depth,stnnbr,castno,rosette,ctdprs,ctdtmp,ctdsal,ctdoxy,ctdchl,theta,sigma,oxygen,chla,pheo,ctdtmp_flag,ctdsal_flag,ctdoxy_flag,ctdchl_flag,theta_flag,sigma_flag,oxygen_flag,chla_flag,pheo_flag
2017-05-28T06:42:43.000Z,21.32,-158.242,3.18017573632064,1,1,23,3.2,26.622,34.438,207.4,0.0379,26.621,22.4167,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,3.27955543248659,1,1,24,3.3,26.622,34.438,207.4,0.038,26.621,22.4167,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,13.416031186595,1,1,12,13.5,26.42,34.48,207.8,0.0585,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,13.6147805996682,1,1,18,13.7,26.42,34.48,207.9,0.058,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,13.6147805996682,1,1,13,13.7,26.42,34.48,207.9,0.0581,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,13.7141552339025,1,1,19,13.8,26.42,34.48,207.9,0.0579,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,13.7141552339025,1,1,7,13.8,26.42,34.48,207.9,0.0579,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,13.8135298199354,1,1,6,13.9,26.42,34.48,208,0.0576,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.0122788473975,1,1,1,14.1,26.42,34.48,208,0.0577,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.111653288827,1,1,22,14.2,26.42,34.48,208,0.0578,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.111653288827,1,1,4,14.2,26.42,34.48,208,0.0578,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.2110276820558,1,1,20,14.3,26.42,34.48,208,0.058,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.2110276820558,1,1,14,14.3,26.42,34.48,208,0.0579,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.2110276820558,1,1,11,14.3,26.42,34.48,208,0.0579,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.2110276820558,1,1,5,14.3,26.42,34.48,208,0.0579,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.3104020270838,1,1,17,14.4,26.42,34.48,208,0.0581,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.3104020270838,1,1,8,14.4,26.42,34.48,208,0.0581,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.3104020270838,1,1,3,14.4,26.42,34.48,208,0.0582,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.4097763239114,1,1,2,14.5,26.42,34.48,208,0.0583,26.417,22.5127,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.6085247729654,1,1,16,14.7,26.419,34.48,208.1,0.0587,26.416,22.5131,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.6085247729654,1,1,10,14.7,26.419,34.48,208.1,0.0587,26.416,22.5131,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.7078989251921,1,1,21,14.8,26.419,34.48,208.1,0.0588,26.416,22.5131,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.7078989251921,1,1,9,14.8,26.419,34.48,208.1,0.0588,26.416,22.5131,,,,2,2,2,2,2,2,9,9,9
2017-05-28T06:42:43.000Z,21.32,-158.242,14.8072730292189,1,1,15,14.9,26.419,34.48,208.1,0.059,26.416,22.5131,,,,2,2,2,2,2,2,9,9,9
2017-05-29T14:26:32.000Z,25.768,-158.014,15.2002079811574,2,3,21,15.3,24.363,35.244,213.4,0.0506,24.36,23.7207,,,,2,2,2,2,2,2,9,5,5
2017-05-29T14:26:32.000Z,25.768,-158.014,15.3988960406788,2,3,15,15.5,24.364,35.244,213.4,0.0512,24.361,23.7204,,,,2,2,2,2,2,2,9,5,5
2017-05-29T14:26:32.000Z,25.768,-158.014,15.3988960406788,2,3,8,15.5,24.364,35.244,213.4,0.0512,24.361,23.7204,,,,2,2,2,2,2,2,9,5,5
2017-05-29T14:26:32.000Z,25.768,-158.014,15.4982399981637,2,3,20,15.6,24.365,35.244,213.5,0.0513,24.362,23.7201,,,,2,2,2,2,2,2,9,5,5
2017-05-29T14:26:32.000Z,25.768,-158.014,15.4982399981637,2,3,14,15.6,24.365,35.244,213.5,0.0513,24.362,23.7201,,0.07,0.01,2,2,2,2,2,2,9,2,2
