PP_nMC_ave,PP_nMC_sd,PP_nMC_min,PP_nMC_max,PP_nMC_median,PP_mgC_ave,PP_mgC_sd,PP_mgC_min,PP_mgC_max,PP_mgC_median,Month
27431.46491078782,27160.616877422082,2644.707143969887,119220.8341612558,16691.209498229677,329.2050103943646,325.95456314594236,31.739130434782606,1430.7692307692307,200.31120518825435,All
