Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,Blk.Av
220623_Smp_MU2_C,MU2,C,KM1906,Homarine,18322434,NA,NA,NA
220623_Smp_MU3_A,MU3,A,KM1906,Homarine,2244072,NA,NA,NA
220623_Smp_MU3_B,MU3,B,KM1906,Homarine,7005883,NA,NA,NA
220623_Smp_MU3_C,MU3,C,KM1906,Homarine,28854058,NA,NA,NA
220623_Smp_MU4_A,MU4,A,KM1906,Homarine,8956200,NA,NA,NA
220623_Smp_MU4_B,MU4,B,KM1906,Homarine,5337063,NA,NA,NA
220623_Smp_MU4_C,MU4,C,KM1906,Homarine,4767017,NA,NA,NA
220623_Smp_MU5_A,MU5,A,KM1906,Homarine,3312686,NA,NA,NA
220623_Smp_MU5_B,MU5,B,KM1906,Homarine,4913157,NA,NA,NA
220623_Smp_MU5_C,MU5,C,KM1906,Homarine,8700715,NA,NA,NA
220623_Smp_MU6_A,MU6,A,KM1906,Homarine,4191941,NA,NA,NA
220623_Smp_MU6_B,MU6,B,KM1906,Homarine,6075846,NA,NA,NA
220623_Smp_MU6_C,MU6,C,KM1906,Homarine,4676450,NA,NA,NA
220623_Smp_MU7_A,MU7,A,KM1906,Homarine,8945943,NA,NA,NA
220623_Smp_MU7_B,MU7,B,KM1906,Homarine,8722552,NA,NA,NA
220623_Smp_MU7_C,MU7,C,KM1906,Homarine,8091678,NA,NA,NA
220623_Smp_MU8_A,MU8,A,KM1906,Homarine,83764504,NA,NA,NA
220623_Smp_MU8_B,MU8,B,KM1906,Homarine,26287766,NA,NA,NA
220623_Smp_MU8_C,MU8,C,KM1906,Homarine,24493212,NA,NA,NA
220623_Smp_MU9_A,MU9,A,KM1906,Homarine,58711260,NA,NA,NA
220623_Smp_MU9_B,MU9,B,KM1906,Homarine,66801132,NA,NA,NA
220623_Smp_MU9_C,MU9,C,KM1906,Homarine,71800560,NA,NA,NA
220623_Smp_MU1_A,MU1,A,KM1906,Proline betaine,828050,NA,NA,NA
220623_Smp_MU1_B,MU1,B,KM1906,Proline betaine,642480,NA,NA,NA
220623_Smp_MU1_C,MU1,C,KM1906,Proline betaine,750135,NA,NA,NA
220623_Smp_MU10_A,MU10,A,KM1906,Proline betaine,1986903,NA,NA,NA
220623_Smp_MU10_B,MU10,B,KM1906,Proline betaine,3604421,NA,NA,NA
220623_Smp_MU10_C,MU10,C,KM1906,Proline betaine,4067221,NA,NA,NA
220623_Smp_MU11_A,MU11,A,KM1906,Proline betaine,2362571,NA,NA,NA
220623_Smp_MU11_B,MU11,B,KM1906,Proline betaine,3147550,NA,NA,NA
220623_Smp_MU11_C,MU11,C,KM1906,Proline betaine,2719217,NA,NA,NA
220623_Smp_MU12_A,MU12,A,KM1906,Proline betaine,31265592,NA,NA,NA
220623_Smp_MU12_B,MU12,B,KM1906,Proline betaine,7371696,NA,NA,NA
220623_Smp_MU12_C,MU12,C,KM1906,Proline betaine,25976562,NA,NA,NA
220623_Smp_MU13_A,MU13,A,KM1906,Proline betaine,1160992,NA,NA,NA
220623_Smp_MU13_B,MU13,B,KM1906,Proline betaine,968720,NA,NA,NA
220623_Smp_MU13_C,MU13,C,KM1906,Proline betaine,710628,NA,NA,NA
220623_Smp_MU14_A,MU14,A,KM1906,Proline betaine,2609283,NA,NA,NA
220623_Smp_MU14_B,MU14,B,KM1906,Proline betaine,2134201,NA,NA,NA
220623_Smp_MU14_C,MU14,C,KM1906,Proline betaine,1148820,NA,NA,NA
220623_Smp_MU15_A,MU15,A,KM1906,Proline betaine,557543,NA,NA,NA
220623_Smp_MU15_B,MU15,B,KM1906,Proline betaine,1917916,NA,NA,NA
220623_Smp_MU15_C,MU15,C,KM1906,Proline betaine,802645,NA,NA,NA
220623_Smp_MU16_A,MU16,A,KM1906,Proline betaine,3746318,NA,NA,NA
220623_Smp_MU16_B,MU16,B,KM1906,Proline betaine,1780612,NA,NA,NA
220623_Smp_MU16_C,MU16,C,KM1906,Proline betaine,1669218,NA,NA,NA
220623_Smp_MU17_A,MU17,A,KM1906,Proline betaine,1651065,NA,NA,NA
220623_Smp_MU17_B,MU17,B,KM1906,Proline betaine,1671129,NA,NA,NA
220623_Smp_MU2_A,MU2,A,KM1906,Proline betaine,930825,NA,NA,NA
220623_Smp_MU2_B,MU2,B,KM1906,Proline betaine,895659,NA,NA,NA
220623_Smp_MU2_C,MU2,C,KM1906,Proline betaine,1070875,NA,NA,NA
220623_Smp_MU3_A,MU3,A,KM1906,Proline betaine,801014,NA,NA,NA
220623_Smp_MU3_B,MU3,B,KM1906,Proline betaine,1078319,NA,NA,NA
220623_Smp_MU3_C,MU3,C,KM1906,Proline betaine,1382907,NA,NA,NA
220623_Smp_MU4_A,MU4,A,KM1906,Proline betaine,938415,NA,NA,NA
220623_Smp_MU4_B,MU4,B,KM1906,Proline betaine,1139953,NA,NA,NA
220623_Smp_MU4_C,MU4,C,KM1906,Proline betaine,1284923,NA,NA,NA
220623_Smp_MU5_A,MU5,A,KM1906,Proline betaine,779825,NA,NA,NA
220623_Smp_MU5_B,MU5,B,KM1906,Proline betaine,662227,NA,NA,NA
220623_Smp_MU5_C,MU5,C,KM1906,Proline betaine,979263,NA,NA,NA
220623_Smp_MU6_A,MU6,A,KM1906,Proline betaine,871767,NA,NA,NA
220623_Smp_MU6_B,MU6,B,KM1906,Proline betaine,1256736,NA,NA,NA
220623_Smp_MU6_C,MU6,C,KM1906,Proline betaine,853044,NA,NA,NA
220623_Smp_MU7_A,MU7,A,KM1906,Proline betaine,891351,NA,NA,NA
220623_Smp_MU7_B,MU7,B,KM1906,Proline betaine,937170,NA,NA,NA
220623_Smp_MU7_C,MU7,C,KM1906,Proline betaine,999558,NA,NA,NA
220623_Smp_MU8_A,MU8,A,KM1906,Proline betaine,3063702,NA,NA,NA
220623_Smp_MU8_B,MU8,B,KM1906,Proline betaine,1322320,NA,NA,NA
220623_Smp_MU8_C,MU8,C,KM1906,Proline betaine,905713,NA,NA,NA
220623_Smp_MU9_A,MU9,A,KM1906,Proline betaine,1188047,NA,NA,NA
220623_Smp_MU9_B,MU9,B,KM1906,Proline betaine,1280108,NA,NA,NA
220623_Smp_MU9_C,MU9,C,KM1906,Proline betaine,1366934,NA,NA,NA
220623_Smp_MU1_A,MU1,A,KM1906,Trigonelline,2887227,NA,NA,NA
220623_Smp_MU1_B,MU1,B,KM1906,Trigonelline,1535749,NA,NA,NA
220623_Smp_MU1_C,MU1,C,KM1906,Trigonelline,2665762,NA,NA,NA
220623_Smp_MU10_A,MU10,A,KM1906,Trigonelline,16687122,NA,NA,NA
220623_Smp_MU10_B,MU10,B,KM1906,Trigonelline,23960836,NA,NA,NA
220623_Smp_MU10_C,MU10,C,KM1906,Trigonelline,34088124,NA,NA,NA
220623_Smp_MU11_A,MU11,A,KM1906,Trigonelline,15488244,NA,NA,NA
220623_Smp_MU11_B,MU11,B,KM1906,Trigonelline,24732744,NA,NA,NA
220623_Smp_MU11_C,MU11,C,KM1906,Trigonelline,17709836,NA,NA,NA
220623_Smp_MU12_A,MU12,A,KM1906,Trigonelline,238108496,NA,NA,NA
220623_Smp_MU12_B,MU12,B,KM1906,Trigonelline,61631192,NA,NA,NA
220623_Smp_MU12_C,MU12,C,KM1906,Trigonelline,162956224,NA,NA,NA
220623_Smp_MU13_A,MU13,A,KM1906,Trigonelline,5913887,NA,NA,NA
220623_Smp_MU13_B,MU13,B,KM1906,Trigonelline,3683682,NA,NA,NA
220623_Smp_MU13_C,MU13,C,KM1906,Trigonelline,3466152,NA,NA,NA
220623_Smp_MU14_A,MU14,A,KM1906,Trigonelline,47911384,NA,NA,NA
220623_Smp_MU14_B,MU14,B,KM1906,Trigonelline,15376922,NA,NA,NA
220623_Smp_MU14_C,MU14,C,KM1906,Trigonelline,10199143,NA,NA,NA
220623_Smp_MU15_A,MU15,A,KM1906,Trigonelline,5365925,NA,NA,NA
220623_Smp_MU15_B,MU15,B,KM1906,Trigonelline,14940347,NA,NA,NA
220623_Smp_MU15_C,MU15,C,KM1906,Trigonelline,7765644,NA,NA,NA
220623_Smp_MU16_A,MU16,A,KM1906,Trigonelline,15800493,NA,NA,NA
220623_Smp_MU16_B,MU16,B,KM1906,Trigonelline,12339843,NA,NA,NA
220623_Smp_MU16_C,MU16,C,KM1906,Trigonelline,9826410,NA,NA,NA
220623_Smp_MU17_A,MU17,A,KM1906,Trigonelline,4249562,NA,NA,NA
220623_Smp_MU17_B,MU17,B,KM1906,Trigonelline,6379018,NA,NA,NA
220623_Smp_MU2_A,MU2,A,KM1906,Trigonelline,6088180,NA,NA,NA
220623_Smp_MU2_B,MU2,B,KM1906,Trigonelline,2609414,NA,NA,NA
220623_Smp_MU2_C,MU2,C,KM1906,Trigonelline,2945865,NA,NA,NA
220623_Smp_MU3_A,MU3,A,KM1906,Trigonelline,2021393,NA,NA,NA
220623_Smp_MU3_B,MU3,B,KM1906,Trigonelline,2668834,NA,NA,NA
220623_Smp_MU3_C,MU3,C,KM1906,Trigonelline,4152163,NA,NA,NA
220623_Smp_MU4_A,MU4,A,KM1906,Trigonelline,3135506,NA,NA,NA
220623_Smp_MU4_B,MU4,B,KM1906,Trigonelline,2804928,NA,NA,NA
220623_Smp_MU4_C,MU4,C,KM1906,Trigonelline,3180749,NA,NA,NA
220623_Smp_MU5_A,MU5,A,KM1906,Trigonelline,1931317,NA,NA,NA
220623_Smp_MU5_B,MU5,B,KM1906,Trigonelline,2134319,NA,NA,NA
220623_Smp_MU5_C,MU5,C,KM1906,Trigonelline,3672236,NA,NA,NA
220623_Smp_MU6_A,MU6,A,KM1906,Trigonelline,2866801,NA,NA,NA
220623_Smp_MU6_B,MU6,B,KM1906,Trigonelline,3021919,NA,NA,NA
220623_Smp_MU6_C,MU6,C,KM1906,Trigonelline,3369102,NA,NA,NA
220623_Smp_MU7_A,MU7,A,KM1906,Trigonelline,2943575,NA,NA,NA
220623_Smp_MU7_B,MU7,B,KM1906,Trigonelline,8043415,NA,NA,NA
220623_Smp_MU7_C,MU7,C,KM1906,Trigonelline,24242358,NA,NA,NA
220623_Smp_MU8_A,MU8,A,KM1906,Trigonelline,19246670,NA,NA,NA
220623_Smp_MU8_B,MU8,B,KM1906,Trigonelline,9826990,NA,NA,NA
220623_Smp_MU8_C,MU8,C,KM1906,Trigonelline,5151369,NA,NA,NA
220623_Smp_MU9_A,MU9,A,KM1906,Trigonelline,5786509,NA,NA,NA
220623_Smp_MU9_B,MU9,B,KM1906,Trigonelline,6420040,NA,NA,NA
220623_Smp_MU9_C,MU9,C,KM1906,Trigonelline,8262667,NA,NA,NA
220623_Smp_MU1_A,MU1,A,KM1906,Trimethylamine N-oxide,12482168,NA,NA,NA
220623_Smp_MU1_B,MU1,B,KM1906,Trimethylamine N-oxide,15874280,NA,NA,NA
220623_Smp_MU1_C,MU1,C,KM1906,Trimethylamine N-oxide,23572928,NA,NA,NA
220623_Smp_MU10_A,MU10,A,KM1906,Trimethylamine N-oxide,18691302,NA,NA,NA
220623_Smp_MU10_B,MU10,B,KM1906,Trimethylamine N-oxide,28476280,NA,NA,NA
220623_Smp_MU10_C,MU10,C,KM1906,Trimethylamine N-oxide,35904064,NA,NA,NA
220623_Smp_MU11_A,MU11,A,KM1906,Trimethylamine N-oxide,93278024,NA,NA,NA
220623_Smp_MU11_B,MU11,B,KM1906,Trimethylamine N-oxide,143566768,NA,NA,NA
220623_Smp_MU11_C,MU11,C,KM1906,Trimethylamine N-oxide,110817176,NA,NA,NA
220623_Smp_MU12_A,MU12,A,KM1906,Trimethylamine N-oxide,535152832,NA,NA,NA
220623_Smp_MU12_B,MU12,B,KM1906,Trimethylamine N-oxide,156401600,NA,NA,NA
220623_Smp_MU12_C,MU12,C,KM1906,Trimethylamine N-oxide,413526880,NA,NA,NA
220623_Smp_MU13_A,MU13,A,KM1906,Trimethylamine N-oxide,4622532,NA,NA,NA
220623_Smp_MU13_B,MU13,B,KM1906,Trimethylamine N-oxide,5477906,NA,NA,NA
220623_Smp_MU13_C,MU13,C,KM1906,Trimethylamine N-oxide,7623625,NA,NA,NA
220623_Smp_MU14_A,MU14,A,KM1906,Trimethylamine N-oxide,19386400,NA,NA,NA
220623_Smp_MU14_B,MU14,B,KM1906,Trimethylamine N-oxide,13677579,NA,NA,NA
220623_Smp_MU14_C,MU14,C,KM1906,Trimethylamine N-oxide,12829837,NA,NA,NA
220623_Smp_MU15_A,MU15,A,KM1906,Trimethylamine N-oxide,33774436,NA,NA,NA
220623_Smp_MU15_B,MU15,B,KM1906,Trimethylamine N-oxide,71089200,NA,NA,NA
220623_Smp_MU15_C,MU15,C,KM1906,Trimethylamine N-oxide,56605136,NA,NA,NA
220623_Smp_MU16_A,MU16,A,KM1906,Trimethylamine N-oxide,239450496,NA,NA,NA
220623_Smp_MU16_B,MU16,B,KM1906,Trimethylamine N-oxide,199617040,NA,NA,NA
220623_Smp_MU16_C,MU16,C,KM1906,Trimethylamine N-oxide,126794072,NA,NA,NA
220623_Smp_MU17_A,MU17,A,KM1906,Trimethylamine N-oxide,6250468,NA,NA,NA
220623_Smp_MU17_B,MU17,B,KM1906,Trimethylamine N-oxide,19212774,NA,NA,NA
220623_Smp_MU2_A,MU2,A,KM1906,Trimethylamine N-oxide,27939692,NA,NA,NA
220623_Smp_MU2_B,MU2,B,KM1906,Trimethylamine N-oxide,36261028,NA,NA,NA
220623_Smp_MU2_C,MU2,C,KM1906,Trimethylamine N-oxide,90286024,NA,NA,NA
220623_Smp_MU3_A,MU3,A,KM1906,Trimethylamine N-oxide,5028718,NA,NA,NA
220623_Smp_MU3_B,MU3,B,KM1906,Trimethylamine N-oxide,7220083,NA,NA,NA
220623_Smp_MU3_C,MU3,C,KM1906,Trimethylamine N-oxide,45655896,NA,NA,NA
220623_Smp_MU4_A,MU4,A,KM1906,Trimethylamine N-oxide,19300512,NA,NA,NA
220623_Smp_MU4_B,MU4,B,KM1906,Trimethylamine N-oxide,10250338,NA,NA,NA
220623_Smp_MU4_C,MU4,C,KM1906,Trimethylamine N-oxide,14852364,NA,NA,NA
220623_Smp_MU5_A,MU5,A,KM1906,Trimethylamine N-oxide,9256267,NA,NA,NA
220623_Smp_MU5_B,MU5,B,KM1906,Trimethylamine N-oxide,17341978,NA,NA,NA
220623_Smp_MU5_C,MU5,C,KM1906,Trimethylamine N-oxide,42143064,NA,NA,NA
220623_Smp_MU6_A,MU6,A,KM1906,Trimethylamine N-oxide,8240014,NA,NA,NA
220623_Smp_MU6_B,MU6,B,KM1906,Trimethylamine N-oxide,19215750,NA,NA,NA
220623_Smp_MU6_C,MU6,C,KM1906,Trimethylamine N-oxide,16866688,NA,NA,NA
220623_Smp_MU7_A,MU7,A,KM1906,Trimethylamine N-oxide,14978884,NA,NA,NA
220623_Smp_MU7_B,MU7,B,KM1906,Trimethylamine N-oxide,17287336,NA,NA,NA
220623_Smp_MU7_C,MU7,C,KM1906,Trimethylamine N-oxide,10256686,NA,NA,NA
220623_Smp_MU8_A,MU8,A,KM1906,Trimethylamine N-oxide,254128464,NA,NA,NA
220623_Smp_MU8_B,MU8,B,KM1906,Trimethylamine N-oxide,49475580,NA,NA,NA
220623_Smp_MU8_C,MU8,C,KM1906,Trimethylamine N-oxide,23195910,NA,NA,NA
220623_Smp_MU9_A,MU9,A,KM1906,Trimethylamine N-oxide,48770152,NA,NA,NA
220623_Smp_MU9_B,MU9,B,KM1906,Trimethylamine N-oxide,17185868,NA,NA,NA
220623_Smp_MU9_C,MU9,C,KM1906,Trimethylamine N-oxide,36655020,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_A,KM1906_GBT_F2_T0,A,TN397,beta-Alaninebetaine,33920880,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_B,KM1906_GBT_F2_T0,B,TN397,beta-Alaninebetaine,18264806,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_C,KM1906_GBT_F2_T0,C,TN397,beta-Alaninebetaine,15049728,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_A,KM1906_GBTK1_0nM,A,TN397,beta-Alaninebetaine,12145008,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_B,KM1906_GBTK1_0nM,B,TN397,beta-Alaninebetaine,10680882,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_C,KM1906_GBTK1_0nM,C,TN397,beta-Alaninebetaine,12978872,NA,NA,NA
220602_Smp_TN397_S1_U_A,S1,A,TN397,beta-Alaninebetaine,4455967,NA,NA,NA
220602_Smp_TN397_S1_U_B,S1,B,TN397,beta-Alaninebetaine,4650843,NA,NA,NA
220602_Smp_TN397_S1_U_C,S1,C,TN397,beta-Alaninebetaine,7524823,NA,NA,NA
220602_Smp_TN397_S10_U_A,S10,A,TN397,beta-Alaninebetaine,64254608,NA,NA,NA
220602_Smp_TN397_S10_U_B,S10,B,TN397,beta-Alaninebetaine,60520404,NA,NA,NA
220602_Smp_TN397_S10_U_C,S10,C,TN397,beta-Alaninebetaine,73265976,NA,NA,NA
220602_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,beta-Alaninebetaine,24881188,NA,NA,NA
220602_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,beta-Alaninebetaine,31292126,NA,NA,NA
220602_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,beta-Alaninebetaine,51236448,NA,NA,NA
220602_Smp_TN397_S11_600_U_A,S11_600,A,TN397,beta-Alaninebetaine,42639664,NA,NA,NA
220602_Smp_TN397_S11_600_U_B,S11_600,B,TN397,beta-Alaninebetaine,49420444,NA,NA,NA
220602_Smp_TN397_S11_600_U_C,S11_600,C,TN397,beta-Alaninebetaine,20281684,NA,NA,NA
220602_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,beta-Alaninebetaine,25327014,NA,NA,NA
220602_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,beta-Alaninebetaine,17834652,NA,NA,NA
220602_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,beta-Alaninebetaine,30376646,NA,NA,NA
220602_Smp_TN397_S12_600_U_A,S12_600,A,TN397,beta-Alaninebetaine,50991488,NA,NA,NA
220602_Smp_TN397_S12_600_U_B,S12_600,B,TN397,beta-Alaninebetaine,48713864,NA,NA,NA
220602_Smp_TN397_S12_600_U_C,S12_600,C,TN397,beta-Alaninebetaine,38848132,NA,NA,NA
220602_Smp_TN397_S12_800_U_A,S12_800,A,TN397,beta-Alaninebetaine,24790844,NA,NA,NA
220602_Smp_TN397_S12_800_U_B,S12_800,B,TN397,beta-Alaninebetaine,23007356,NA,NA,NA
220602_Smp_TN397_S12_800_U_C,S12_800,C,TN397,beta-Alaninebetaine,23711198,NA,NA,NA
220602_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,beta-Alaninebetaine,34553384,NA,NA,NA
220602_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,beta-Alaninebetaine,83082032,NA,NA,NA
220602_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,beta-Alaninebetaine,36294180,NA,NA,NA
220602_Smp_TN397_S14_U_A,S14,A,TN397,beta-Alaninebetaine,53662028,NA,NA,NA
220602_Smp_TN397_S14_U_B,S14,B,TN397,beta-Alaninebetaine,78340568,NA,NA,NA
220602_Smp_TN397_S14_U_C,S14,C,TN397,beta-Alaninebetaine,54642276,NA,NA,NA
220602_Smp_TN397_S15_U_A,S15,A,TN397,beta-Alaninebetaine,53717780,NA,NA,NA
220602_Smp_TN397_S15_U_B,S15,B,TN397,beta-Alaninebetaine,50743032,NA,NA,NA
220602_Smp_TN397_S15_U_C,S15,C,TN397,beta-Alaninebetaine,25862132,NA,NA,NA
220602_Smp_TN397_S16_U_A,S16,A,TN397,beta-Alaninebetaine,14790884,NA,NA,NA
220602_Smp_TN397_S16_U_B,S16,B,TN397,beta-Alaninebetaine,10184043,NA,NA,NA
220602_Smp_TN397_S16_U_C,S16,C,TN397,beta-Alaninebetaine,8126549,NA,NA,NA
220602_Smp_TN397_S17_U_A,S17,A,TN397,beta-Alaninebetaine,6045677,NA,NA,NA
220602_Smp_TN397_S17_U_B,S17,B,TN397,beta-Alaninebetaine,8961148,NA,NA,NA
220602_Smp_TN397_S17_U_C,S17,C,TN397,beta-Alaninebetaine,7762530,NA,NA,NA
220602_Smp_TN397_S2_U_A,S2,A,TN397,beta-Alaninebetaine,6008350,NA,NA,NA
220602_Smp_TN397_S2_U_B,S2,B,TN397,beta-Alaninebetaine,5171469,NA,NA,NA
220602_Smp_TN397_S2_U_C,S2,C,TN397,beta-Alaninebetaine,5024924,NA,NA,NA
220602_Smp_TN397_S3_U_A,S3,A,TN397,beta-Alaninebetaine,15906267,NA,NA,NA
220602_Smp_TN397_S3_U_B,S3,B,TN397,beta-Alaninebetaine,18265424,NA,NA,NA
220602_Smp_TN397_S3_U_C,S3,C,TN397,beta-Alaninebetaine,11588453,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_A,KM1906_GBT_F2_T0,A,TN397,Betonicine,4364757,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_B,KM1906_GBT_F2_T0,B,TN397,Betonicine,2400895,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_C,KM1906_GBT_F2_T0,C,TN397,Betonicine,1664277,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_A,KM1906_GBTK1_0nM,A,TN397,Betonicine,2926163,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_B,KM1906_GBTK1_0nM,B,TN397,Betonicine,2554303,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_C,KM1906_GBTK1_0nM,C,TN397,Betonicine,3353683,NA,NA,NA
220602_Smp_TN397_S1_U_A,S1,A,TN397,Betonicine,1245278,NA,NA,NA
220602_Smp_TN397_S1_U_B,S1,B,TN397,Betonicine,1266226,NA,NA,NA
220602_Smp_TN397_S1_U_C,S1,C,TN397,Betonicine,1773687,NA,NA,NA
220602_Smp_TN397_S10_U_A,S10,A,TN397,Betonicine,2624562,NA,NA,NA
220602_Smp_TN397_S10_U_B,S10,B,TN397,Betonicine,2378633,NA,NA,NA
220602_Smp_TN397_S10_U_C,S10,C,TN397,Betonicine,2466901,NA,NA,NA
220602_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Betonicine,1437345,NA,NA,NA
220602_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Betonicine,1839679,NA,NA,NA
220602_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Betonicine,2001615,NA,NA,NA
220602_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Betonicine,1789097,NA,NA,NA
220602_Smp_TN397_S11_600_U_B,S11_600,B,TN397,Betonicine,2163691,NA,NA,NA
220602_Smp_TN397_S11_600_U_C,S11_600,C,TN397,Betonicine,1287211,NA,NA,NA
220602_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Betonicine,2666119,NA,NA,NA
220602_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Betonicine,2687414,NA,NA,NA
220602_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Betonicine,2005820,NA,NA,NA
220602_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Betonicine,2440190,NA,NA,NA
220602_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Betonicine,2677201,NA,NA,NA
220602_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Betonicine,1856124,NA,NA,NA
220602_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Betonicine,1895835,NA,NA,NA
220602_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Betonicine,1720813,NA,NA,NA
220602_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Betonicine,1571478,NA,NA,NA
220602_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Betonicine,3207959,NA,NA,NA
220602_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Betonicine,4803866,NA,NA,NA
220602_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Betonicine,3168816,NA,NA,NA
220602_Smp_TN397_S14_U_A,S14,A,TN397,Betonicine,2135145,NA,NA,NA
220602_Smp_TN397_S14_U_B,S14,B,TN397,Betonicine,3778057,NA,NA,NA
220602_Smp_TN397_S14_U_C,S14,C,TN397,Betonicine,2953708,NA,NA,NA
220602_Smp_TN397_S15_U_A,S15,A,TN397,Betonicine,3304710,NA,NA,NA
220602_Smp_TN397_S15_U_B,S15,B,TN397,Betonicine,2237297,NA,NA,NA
220602_Smp_TN397_S15_U_C,S15,C,TN397,Betonicine,1758000,NA,NA,NA
220602_Smp_TN397_S16_U_A,S16,A,TN397,Betonicine,1688049,NA,NA,NA
220602_Smp_TN397_S16_U_B,S16,B,TN397,Betonicine,1662864,NA,NA,NA
220602_Smp_TN397_S16_U_C,S16,C,TN397,Betonicine,1080257,NA,NA,NA
220602_Smp_TN397_S17_U_A,S17,A,TN397,Betonicine,1400724,NA,NA,NA
220602_Smp_TN397_S17_U_B,S17,B,TN397,Betonicine,1369177,NA,NA,NA
220602_Smp_TN397_S17_U_C,S17,C,TN397,Betonicine,1306063,NA,NA,NA
220602_Smp_TN397_S2_U_A,S2,A,TN397,Betonicine,2018279,NA,NA,NA
220602_Smp_TN397_S2_U_B,S2,B,TN397,Betonicine,1952823,NA,NA,NA
220602_Smp_TN397_S2_U_C,S2,C,TN397,Betonicine,1360010,NA,NA,NA
220602_Smp_TN397_S3_U_A,S3,A,TN397,Betonicine,2826157,NA,NA,NA
220602_Smp_TN397_S3_U_B,S3,B,TN397,Betonicine,4582867,NA,NA,NA
220602_Smp_TN397_S3_U_C,S3,C,TN397,Betonicine,4138106,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_A,KM1906_GBT_F2_T0,A,TN397,Dimethylsulfonioacetate,85884344,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_B,KM1906_GBT_F2_T0,B,TN397,Dimethylsulfonioacetate,59588628,NA,NA,NA
220602_Smp_KM1906_GBT_F2_T0_C,KM1906_GBT_F2_T0,C,TN397,Dimethylsulfonioacetate,48383644,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_A,KM1906_GBTK1_0nM,A,TN397,Dimethylsulfonioacetate,29124752,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_B,KM1906_GBTK1_0nM,B,TN397,Dimethylsulfonioacetate,39286340,NA,NA,NA
220602_Smp_KM1906_GBTK1_0nM_C,KM1906_GBTK1_0nM,C,TN397,Dimethylsulfonioacetate,41884424,NA,NA,NA
220602_Smp_TN397_S1_U_A,S1,A,TN397,Dimethylsulfonioacetate,13996113,NA,NA,NA
220602_Smp_TN397_S1_U_B,S1,B,TN397,Dimethylsulfonioacetate,17556984,NA,NA,NA
220602_Smp_TN397_S1_U_C,S1,C,TN397,Dimethylsulfonioacetate,30038364,NA,NA,NA
220602_Smp_TN397_S10_U_A,S10,A,TN397,Dimethylsulfonioacetate,4869180,NA,NA,NA
220602_Smp_TN397_S10_U_B,S10,B,TN397,Dimethylsulfonioacetate,4665349,NA,NA,NA
220602_Smp_TN397_S10_U_C,S10,C,TN397,Dimethylsulfonioacetate,5093933,NA,NA,NA
220602_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Dimethylsulfonioacetate,8172091,NA,NA,NA
220602_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Dimethylsulfonioacetate,7201316,NA,NA,NA
220602_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Dimethylsulfonioacetate,11918444,NA,NA,NA
220602_Smp_TN397_S11_600_U_A,S11_600,A,TN397,Dimethylsulfonioacetate,8495576,NA,NA,NA
