cruise,exp,treatment_conc,rep,Fragment_mz,nM.per.hour.1,se.nM.per.hour.1
TN397,UKH2,2,A,97.0954,0.0042683069796028,2.7828410004607283e-4
TN397,UKH2,2,B,97.0954,0.00256657146075436,1.673347377714679e-4
TN397,UKH2,2,C,97.0954,0.00341027955203336,2.223426245062258e-4
TN397,UKH2,5,A,97.0954,0.00731074139574165,4.766440417021872e-4
TN397,UKH2,5,B,97.0954,0.00520188574190637,3.3915135418952975e-4
TN397,UKH2,5,C,97.0954,0.00544651422663954,3.551005860617745e-4
TN397,UKH2,10,A,97.0954,0.01064222502969252,6.938493480034014e-4
TN397,UKH2,10,B,97.0954,0.01207062319070973,7.869777238783554e-4
TN397,UKH2,10,C,97.0954,0.00958487543811612,6.249125117045978e-4
TN397,UKH2,50,A,97.0954,0.03169592189355701,0.00206650345006345
TN397,UKH2,50,B,97.0954,0.03440951413145297,0.00224342361476191
TN397,UKH2,50,C,97.0954,0.0350633950814053,0.0022860551950499
TN397,UKH2,200,A,97.0954,0.03211567681512645,0.00209387053522089
TN397,UKH2,200,B,97.0954,0.04509696700146266,0.00294022171713088
TN397,UKH2,200,C,97.0954,0.0405688192728827,0.00264499657949544
TN397,UKH2,1000,A,97.0954,0.03692686442635594,0.002407549242245
TN397,UKH2,1000,B,97.0954,0.04080472481476793,0.00266037709493941
TN397,UKH2,1000,C,97.0954,0.07774283468014091,0.0050686595147397
TN397,UKH3,0,A,97.0954,1.65854016493765e-4,1.1468723033183495e-5
TN397,UKH3,0,B,97.0954,1.1475867329783944e-4,7.935505377151893e-6
TN397,UKH3,0,C,97.0954,1.022723793538382e-4,7.0720843398926e-6
TN397,UKH3,5,A,97.0954,0.00672356979025225,4.6493151838491423e-4
TN397,UKH3,5,B,97.0954,0.00577005869686681,3.989966988955309e-4
TN397,UKH3,5,C,97.0954,0.00559811527298067,3.8710689635944616e-4
TN397,UKH3,10,A,97.0954,0.00936797157064102,6.477905907720836e-4
TN397,UKH3,10,B,97.0954,0.01106214519565252,7.649418572059103e-4
TN397,UKH3,10,C,97.0954,0.01094718760091794,7.569925965100054e-4
TN397,UKH3,50,A,97.0954,0.02628644734181685,0.00181769480452101
TN397,UKH3,50,B,97.0954,0.04259091231033838,0.00294514047560759
TN397,UKH3,50,C,97.0954,0.04657485016746115,0.00322062780374518
TN397,UKH3,200,A,97.0954,0.06920175531571943,0.0047852670794738
TN397,UKH3,200,B,97.0954,0.0839817337102886,0.00580729525960004
TN397,UKH3,200,C,97.0954,0.09077544711844948,0.00627707717439589
TN397,UKH3,500,A,97.0954,0.0957724156374843,0.00662261507068495
TN397,UKH3,500,B,97.0954,0.13398490828418735,0.00926498999676384
TN397,UKH3,500,C,97.0954,0.08067090839809572,0.00557835333030875
TN397,UKH3,1500,A,97.0954,0.11109642477123374,0.00768226270677071
TN397,UKH3,1500,B,97.0954,0.12592185801894534,0.00870743406746155
TN397,UKH3,1500,C,97.0954,0.21212831606481108,0.01466856791215777
TN397,UKH1,0,A,78.0399,5.258428741227247e-5,7.437788657030513e-7
TN397,UKH1,0,B,78.0399,1.4113346593131455e-5,1.99626341572586e-7
TN397,UKH1,0,C,78.0399,3.9654029773897056e-5,5.608867351295649e-7
TN397,UKH1,2,A,78.0399,0.00689085229920876,9.74677143887014e-5
TN397,UKH1,2,B,78.0399,0.00872075188374855,1.233507434134864e-4
TN397,UKH1,2,C,78.0399,0.0080838636210619,1.1434227238702336e-4
TN397,UKH1,5,A,78.0399,0.01054039324051864,1.490886748551313e-4
TN397,UKH1,5,B,78.0399,0.01402467115912504,1.9837207120083192e-4
TN397,UKH1,5,C,78.0399,0.01072593572356207,1.517130819616839e-4
TN397,UKH1,10,A,78.0399,0.01919918790871835,2.715630639473785e-4
TN397,UKH1,10,B,78.0399,0.02038861589289869,2.8838693739788464e-4
TN397,UKH1,10,C,78.0399,0.02555770332669587,3.615011351445726e-4
TN397,UKH1,50,A,78.0399,0.03010940658423946,4.258827375683137e-4
TN397,UKH1,50,B,78.0399,0.02428508698612798,3.4350060333472544e-4
TN397,UKH1,50,C,78.0399,0.0423886689118696,5.995668598634352e-4
TN397,UKH1,200,A,78.0399,0.06575455928483927,9.300658794944056e-4
TN397,UKH1,200,B,78.0399,0.08340585390326488,0.00117973475465765
TN397,UKH1,200,C,78.0399,0.07074212718489606,0.0010006125727725
TN397,UKH1,1000,A,78.0399,0.07935803391806512,0.00112248033313135
TN397,UKH1,1000,B,78.0399,0.05470457461698842,7.737692846988266e-4
TN397,UKH1,1000,C,78.0399,0.06239685823417582,8.825728506500222e-4
TN397,UKH2,0,A,78.0399,3.0421320145620184e-5,1.814926301155472e-6
TN397,UKH2,0,B,78.0399,3.546767028304496e-5,2.1159899481441893e-6
TN397,UKH2,0,C,78.0399,1.5315462553967396e-5,9.1371563332892e-7
TN397,UKH2,2,A,78.0399,0.00424628170858773,2.5333181854505463e-4
TN397,UKH2,2,B,78.0399,0.00251285614762532,1.4991619993854924e-4
TN397,UKH2,2,C,78.0399,0.00337676587964336,2.0145678026045423e-4
TN397,UKH2,5,A,78.0399,0.00722870782113135,4.31262413502736e-4
TN397,UKH2,5,B,78.0399,0.00550672514339935,3.2852947367665507e-4
TN397,UKH2,5,C,78.0399,0.00536988576682962,3.2036567991684133e-4
TN397,UKH2,10,A,78.0399,0.01099792297118599,6.561325926337598e-4
TN397,UKH2,10,B,78.0399,0.01177607489731826,7.025568894845186e-4
TN397,UKH2,10,C,78.0399,0.00957881438682493,5.714690250560323e-4
TN397,UKH2,50,A,78.0399,0.03286098554823709,0.00196047596448479
TN397,UKH2,50,B,78.0399,0.03345371643468027,0.00199583810097865
TN397,UKH2,50,C,78.0399,0.03451251698771758,0.00205900580580497
TN397,UKH2,200,A,78.0399,0.03276812161413732,0.00195493573166058
TN397,UKH2,200,B,78.0399,0.04374355513408479,0.00260972661077382
TN397,UKH2,200,C,78.0399,0.03915096107707846,0.00233573390747587
TN397,UKH2,1000,A,78.0399,0.03648224163083076,0.00217651895262791
TN397,UKH2,1000,B,78.0399,0.03709616700113272,0.00221314554529957
TN397,UKH2,1000,C,78.0399,0.07280234753489448,0.00434336493927481
TN397,UKH3,0,A,78.0399,1.3855327360386154e-4,7.771892541141517e-6
TN397,UKH3,0,B,78.0399,1.0359812886456272e-4,5.811147611717437e-6
TN397,UKH3,0,C,78.0399,8.084697880708667e-5,4.53496344922962e-6
TN397,UKH3,5,A,78.0399,0.00683016677214743,3.831257162712451e-4
TN397,UKH3,5,B,78.0399,0.00586534669980994,3.2900589846612946e-4
TN397,UKH3,5,C,78.0399,0.00572318619844342,3.2103166507937937e-4
TN397,UKH3,10,A,78.0399,0.00950421361787121,5.331214846452409e-4
TN397,UKH3,10,B,78.0399,0.01119225828951099,6.2780926394766e-4
TN397,UKH3,10,C,78.0399,0.01128194926515017,6.328403152281341e-4
TN397,UKH3,50,A,78.0399,0.0269356912007029,0.00151090834657406
TN397,UKH3,50,B,78.0399,0.0450139517825087,0.00252497531820159
TN397,UKH3,50,C,78.0399,0.0476143447449474,0.00267083960666725
TN397,UKH3,200,A,78.0399,0.0706042849955259,0.00396041826841444
TN397,UKH3,200,B,78.0399,0.08542938436293522,0.00479200511005539
TN397,UKH3,200,C,78.0399,0.0918495260092585,0.00515213121661561
TN397,UKH3,500,A,78.0399,0.09705765539632424,0.00544427171163101
TN397,UKH3,500,B,78.0399,0.1363687561300205,0.0076493560277894
TN397,UKH3,500,C,78.0399,0.08172868416929151,0.00458442109934329
TN397,UKH3,1500,A,78.0399,0.11239947873856296,0.0063048432398214
TN397,UKH3,1500,B,78.0399,0.12723337458654552,0.00713692350395594
TN397,UKH3,1500,C,78.0399,0.2147777566322592,0.01204756554179923
RC078,UKH1,0,A,97.0954,0.00309501026159301,2.0256225520725465e-4
RC078,UKH1,0,B,97.0954,0.00344943403929656,2.257585853136863e-4
RC078,UKH1,0,C,97.0954,0.0031179279645407,2.0406217320457457e-4
RC078,UKH1,5,A,97.0954,0.0273471529071407,0.00178981667205098
RC078,UKH1,5,B,97.0954,0.01125913032361567,7.368876472965565e-4
RC078,UKH1,5,C,97.0954,0.01226728981055059,8.028696770869896e-4
RC078,UKH1,10,A,97.0954,0.01893642127290195,0.0012393510439023
RC078,UKH1,10,B,97.0954,0.01732135675342118,0.00113364828891277
RC078,UKH1,10,C,97.0954,0.0198504601364182,0.00129917306641334
RC078,UKH1,50,A,97.0954,0.05010256894856962,0.00327911331469238
RC078,UKH1,50,B,97.0954,0.05596819109310804,0.00366300659754689
RC078,UKH1,50,C,97.0954,0.05490731742903146,0.00359357452988882
RC078,UKH1,200,A,97.0954,0.10043884895466625,0.00657352255246038
RC078,UKH1,200,B,97.0954,0.1323185636077849,0.00865998636023325
RC078,UKH1,200,C,97.0954,0.13210285406562508,0.0086458686004727
RC078,UKH1,500,A,97.0954,0.12501701244156013,0.00818211438381519
RC078,UKH1,500,B,97.0954,0.12685361513995966,0.00830231637122833
RC078,UKH1,500,C,97.0954,0.12348389580684412,0.00808177495461278
RC078,UKH1,2000,A,97.0954,0.17158973063329294,0.01123020599925095
RC078,UKH1,2000,B,97.0954,0.16201348684779188,0.01060345992293677
RC078,UKH1,2000,C,97.0954,0.16207820316250268,0.01060769547679558
RC078,UKH1,0,A,78.0399,0.00248786325671797,1.6735269122160687e-4
RC078,UKH1,0,B,78.0399,0.00283007778943907,1.9037265539020585e-4
RC078,UKH1,0,C,78.0399,0.00257938477770888,1.7350912799568035e-4
RC078,UKH1,5,A,78.0399,0.02503168135450966,0.00168382214302455
RC078,UKH1,5,B,78.0399,0.01086835743889368,7.310887612676444e-4
RC078,UKH1,5,C,78.0399,0.01145506566184742,7.705552391007893e-4
RC078,UKH1,10,A,78.0399,0.01736760321594882,0.00116827768986483
RC078,UKH1,10,B,78.0399,0.01628785149430274,0.00109564533919978
RC078,UKH1,10,C,78.0399,0.01818318845699805,0.00122314018467504
RC078,UKH1,50,A,78.0399,0.04805835929343021,0.00323277243704323
RC078,UKH1,50,B,78.0399,0.05282518214314869,0.0035534253629317
RC078,UKH1,50,C,78.0399,0.0531293071358378,0.00357388313361376
RC078,UKH1,200,A,78.0399,0.09531414251236953,0.00641155747521579
RC078,UKH1,200,B,78.0399,0.12647510387386737,0.0085076818224111
RC078,UKH1,200,C,78.0399,0.1261766782109513,0.00848760743219543
RC078,UKH1,500,A,78.0399,0.11558717137799704,0.00777527629324755
RC078,UKH1,500,B,78.0399,0.11680434924982187,0.00785715297678119
RC078,UKH1,500,C,78.0399,0.1111331695961732,0.00747566610250203
RC078,UKH1,2000,A,78.0399,0.14560949443655596,0.00979480712839582
RC078,UKH1,2000,B,78.0399,0.13235055409939203,0.00890290949608851
RC078,UKH1,2000,C,78.0399,0.13900992963008613,0.00935086997539041
RC078,UKH2,0,A,97.0954,0.0070579822823833,5.206145494560638e-4
RC078,UKH2,0,B,97.0954,0.0072880277523334,5.375832827144926e-4
RC078,UKH2,0,C,97.0954,0.0070840301648243,5.225359068693788e-4
RC078,UKH2,5,A,97.0954,0.02470315367705066,0.00182216683283864
RC078,UKH2,5,B,97.0954,0.00874694843275088,6.451969465548618e-4
RC078,UKH2,5,C,97.0954,0.01042970050636659,7.693209777016043e-4
RC078,UKH2,10,A,97.0954,0.02538471421396429,0.00187244045462683
RC078,UKH2,10,B,97.0954,0.01533470423179597,0.00113112640628259
RC078,UKH2,10,C,97.0954,0.01949604056669239,0.00143807705512946
RC078,UKH2,50,A,97.0954,0.07584100693259242,0.00559422368529565
RC078,UKH2,50,B,97.0954,0.07377335718643366,0.00544170863241486
RC078,UKH2,50,C,97.0954,0.07593227804868118,0.00560095607269474
RC078,UKH2,200,A,97.0954,0.06282780343280119,0.00463433701996158
RC078,UKH2,200,B,97.0954,0.08284315907093263,0.00611072006271272
RC078,UKH2,200,C,97.0954,0.07753583725294597,0.00571923863834218
RC078,UKH2,500,A,97.0954,0.30343363982849114,0.02238202950486582
RC078,UKH2,500,B,97.0954,0.3210125943565321,0.02367869746539155
RC078,UKH2,500,C,97.0954,0.265255529031201,0.01956591589667138
RC078,UKH2,2000,A,97.0954,0.443089675533192,0.03268341043758636
RC078,UKH2,2000,B,97.0954,0.34898120778247355,0.02574173283372921
RC078,UKH2,2000,C,97.0954,0.32593384646663925,0.02404170141574973
RC104,UKH1,0,A,97.0954,9.739365043158492e-4,2.431943800070366e-5
RC104,UKH1,0,B,97.0954,6.629424608067713e-4,1.655383898455425e-5
RC104,UKH1,0,C,97.0954,9.0413909593635e-4,2.257657926384237e-5
RC104,UKH1,10,A,97.0954,0.03016840173211481,7.533125334693833e-4
RC104,UKH1,10,B,97.0954,0.03967068084531747,9.905868185330123e-4
RC104,UKH1,10,C,97.0954,0.03143142083125928,7.848504361347373e-4
RC104,UKH1,100,A,97.0954,0.11459556074150244,0.00286147980105389
RC104,UKH1,100,B,97.0954,0.07640802511987692,0.00190792748954857
RC104,UKH1,100,C,97.0954,0.1194795628533373,0.00298343455480604
RC104,UKH1,250,A,97.0954,0.17145526081861467,0.00428128072712688
RC104,UKH1,250,B,97.0954,0.16464325607185973,0.00411118326557257
RC104,UKH1,250,C,97.0954,0.1849382235270666,0.00461795367675036
RC104,UKH1,1000,A,97.0954,0.23014412972482484,0.00574675645616181
RC104,UKH1,1000,B,97.0954,0.24087897237182795,0.00601480816081015
RC104,UKH1,1000,C,97.0954,0.20739915871057685,0.00517880884360429
RC104,UKH1,2000,A,97.0954,0.26430062489953826,0.00659965267993185
RC104,UKH1,2000,B,97.0954,0.25270523559723784,0.00631011291016071
RC104,UKH1,2000,C,97.0954,0.38531655711492574,0.00962145076180664
RC104,UKH1,3000,A,97.0954,0.3864633896564364,0.00965008745708079
RC104,UKH1,3000,B,97.0954,0.08516876908070563,0.00212668545647073
RC104,UKH1,3000,C,97.0954,0.341980465323356,0.00853933771557863
RC078,UKH2,0,A,78.0399,0.00448303769765694,2.4234439647056205e-4
RC078,UKH2,0,B,78.0399,0.00443069479674665,2.3951483990956033e-4
RC078,UKH2,0,C,78.0399,0.00437832670696891,2.366839216868262e-4
RC078,UKH2,5,A,78.0399,0.02193836532112103,0.00118594583892893
RC078,UKH2,5,B,78.0399,0.00688404900816346,3.721384504594032e-4
RC078,UKH2,5,C,78.0399,0.00823730625336262,4.452929346451177e-4
RC078,UKH2,10,A,78.0399,0.02178495949335453,0.00117765301489923
RC078,UKH2,10,B,78.0399,0.01314130707665914,7.10393788120894e-4
RC078,UKH2,10,C,78.0399,0.01670244498944961,9.029020551548072e-4
RC078,UKH2,50,A,78.0399,0.0735111379954162,0.00397387074854943
RC078,UKH2,50,B,78.0399,0.07242847112454984,0.00391534385961965
RC078,UKH2,50,C,78.0399,0.07052497632046913,0.00381244459117922
RC078,UKH2,200,A,78.0399,0.06191304529307531,0.00334690016170216
RC078,UKH2,200,B,78.0399,0.07924827295750404,0.00428400923134292
RC078,UKH2,200,C,78.0399,0.07720254425401295,0.00417342107183466
RC078,UKH2,500,A,78.0399,0.29388507102935396,0.01588686176061844
RC078,UKH2,500,B,78.0399,0.31622617667574976,0.01709457896700968
RC078,UKH2,500,C,78.0399,0.2616932753210691,0.01414663519364013
RC078,UKH2,2000,A,78.0399,0.42639812599448806,0.02305026267218786
RC078,UKH2,2000,B,78.0399,0.3453828181644746,0.01867073093387504
RC078,UKH2,2000,C,78.0399,0.3111710361084949,0.01682130778963691
RC104,UKH1,0,A,78.0399,6.43051575894695e-4,1.754345896352041e-5
RC104,UKH1,0,B,78.0399,4.19787510517268e-4,1.1452463908375656e-5
RC104,UKH1,0,C,78.0399,6.570238659937206e-4,1.792464502567664e-5
RC104,UKH1,10,A,78.0399,0.02991727860067506,8.161904411802563e-4
RC104,UKH1,10,B,78.0399,0.03878453644786545,0.00105810318969455
RC104,UKH1,10,C,78.0399,0.03194508237619013,8.715121193400903e-4
RC104,UKH1,100,A,78.0399,0.1157875825629093,0.00315886746774768
RC104,UKH1,100,B,78.0399,0.07659650718795276,0.00208967325634996
RC104,UKH1,100,C,78.0399,0.11980113540477344,0.00326836350541961
RC104,UKH1,250,A,78.0399,0.16904915510032267,0.00461192698454092
RC104,UKH1,250,B,78.0399,0.16188131252450935,0.00441637695900712
RC104,UKH1,250,C,78.0399,0.18598636821204215,0.00507400081239591
RC104,UKH1,1000,A,78.0399,0.2285728153674841,0.00623582610927688
RC104,UKH1,1000,B,78.0399,0.23927801164950319,0.00652788071066516
RC104,UKH1,1000,C,78.0399,0.20620932148308332,0.00562571480258105
RC104,UKH1,2000,A,78.0399,0.2596988221114859,0.00708499255638792
RC104,UKH1,2000,B,78.0399,0.24632065044707452,0.00672001498009478
RC104,UKH1,2000,C,78.0399,0.3733048533317598,0.0101843438703915
RC104,UKH1,3000,A,78.0399,0.37421916521845433,0.01020928773751719
RC104,UKH1,3000,B,78.0399,0.07670021610431574,0.00209250259879553
RC104,UKH1,3000,C,78.0399,0.32795194651717163,0.00894704520041921
TN412,UKG,0,A,62.8977,0.00111348633970697,8.42815800865689e-5
TN412,UKG,0,B,62.8977,5.853382401174964e-4,4.430519711196162e-5
TN412,UKG,0,C,62.8977,4.1228759830032774e-4,3.120671443889706e-5
TN412,UKG,2,A,62.8977,0.09565242064184834,0.00724008626178715
TN412,UKG,2,B,62.8977,0.10975848369110291,0.00830779696482533
TN412,UKG,2,C,62.8977,0.1257302711907454,0.00951672736592125
TN412,UKG,5,A,62.8977,0.1520776053386058,0.01151099965635174
TN412,UKG,5,B,62.8977,0.13406588684152845,0.0101476635821906
TN412,UKG,5,C,62.8977,0.15817820194098406,0.01197276366977871
TN412,UKG,10,A,62.8977,0.14279598778526612,0.01080845902764446
TN412,UKG,10,B,62.8977,0.1222897699728001,0.00925631026999665
TN412,UKG,10,C,62.8977,0.14206741782433271,0.01075331239016776
TN412,UKG,50,A,62.8977,0.21437428407162623,0.01622633592095831
TN412,UKG,50,B,62.8977,0.1763446427546065,0.01334781092606042
TN412,UKG,50,C,62.8977,0.2239041241501963,0.01694766491364767
TN412,UKG,200,A,62.8977,0.27443004032658824,0.02077205314259397
TN412,UKG,200,B,62.8977,0.28892198149494497,0.02186897158392135
TN412,UKG,200,C,62.8977,0.3278207799185486,0.02481328448449363
TN412,UKG,1000,A,62.8977,0.2963857761963051,0.02243391826394792
TN412,UKG,1000,B,62.8977,0.2773408590870043,0.02099237771751247
TN412,UKG,1000,C,62.8977,0.291096452097186,0.02203356077704688
RC078,UKG1,0,A,62.8977,0.01584393817622727,6.842934521120954e-4
RC078,UKG1,0,B,62.8977,0.00524558735755664,2.2655485279813987e-4
RC078,UKG1,0,C,62.8977,0.00298156073095206,1.2877243413675536e-4
RC078,UKG1,10,A,62.8977,0.3619521538673748,0.01563257102586672
RC078,UKG1,10,B,62.8977,0.37042680950984114,0.01599858806661394
RC078,UKG1,10,C,62.8977,0.3606399332789412,0.01557589673527027
RC078,UKG1,50,A,62.8977,1.1419803120687944,0.04932168008343493
RC078,UKG1,50,B,62.8977,1.2034795066739414,0.05197780608635086
RC078,UKG1,50,C,62.8977,1.0757164121443388,0.04645976833363074
RC078,UKG1,200,A,62.8977,2.4730853481727766,0.1068115825400149
RC078,UKG1,200,B,62.8977,2.3967584759119043,0.1035150549767681
RC078,UKG1,200,C,62.8977,1.898285922704404,0.08198622165114396
RC078,UKG1,500,A,62.8977,2.824967570909473,0.12200923720485451
RC078,UKG1,500,B,62.8977,2.944893960419944,0.1271888107530897
RC078,UKG1,500,C,62.8977,2.8989744409468727,0.12520556478544864
