cruise,exp,treatment_conc,rep,Fragment_mz,nM.per.hour.1,se.nM.per.hour.1
RC078,UKG1,1000,A,62.8977,3.0090144636723064,0.1299581500444761
RC078,UKG1,1000,B,62.8977,3.642221969900171,0.15730613294623302
RC078,UKG1,1000,C,62.8977,3.506817938124714,0.15145808612208247
RC078,UKG1,2000,A,62.8977,3.451414804319976,0.1490652465851322
RC078,UKG1,2000,B,62.8977,3.164078853068553,0.13665531997403454
RC078,UKG1,2000,C,62.8977,3.3123655403940844,0.14305976361952324
RC078,UKG1,5000,A,62.8977,3.7968078777309544,0.16398263744535604
RC104,UKG1,0,A,62.8977,0.00150188528026244,9.560894158169529e-5
RC104,UKG1,0,B,62.8977,8.901777595393197e-4,5.666807879909903e-5
RC104,UKG1,0,C,62.8977,7.082947135503768e-4,4.508953432090899e-5
RC104,UKG1,10,A,62.8977,0.084896927248156,0.00540447760185518
RC104,UKG1,10,B,62.8977,0.08867826848290175,0.00564519507739371
RC104,UKG1,10,C,62.8977,0.08884521253329142,0.00565582261610847
RC104,UKG1,100,A,62.8977,0.31423450093820954,0.02000394333574165
RC104,UKG1,100,B,62.8977,0.25898151238165146,0.01648657764573707
RC104,UKG1,100,C,62.8977,0.25887158496183355,0.01647957974490023
RC104,UKG1,250,A,62.8977,0.3466381816851868,0.02206673845084411
RC104,UKG1,250,B,62.8977,0.3718593493391578,0.02367229992517275
RC104,UKG1,250,C,62.8977,0.35854540598141427,0.02282474382389046
RC104,UKG1,500,A,62.8977,0.33247032851061914,0.02116482306202788
RC104,UKG1,500,B,62.8977,0.23945226435202133,0.01524335969924181
RC104,UKG1,500,C,62.8977,0.4501176736239785,0.02865416881566571
RC104,UKG1,1000,A,62.8977,0.45195043877023766,0.02877084133260458
RC104,UKG1,1000,B,62.8977,0.4269196779708293,0.02717740102230483
RC104,UKG1,1000,C,62.8977,0.4469998998031494,0.02845569356657844
RC104,UKG1,3000,A,62.8977,0.583547289465127,0.0371482026236242
RC104,UKG1,3000,B,62.8977,0.14746353709671065,0.00938742318670695
RC104,UKG1,3000,C,62.8977,0.652643717072965,0.04154683173163916
TN412,UKG,0,A,45.1882,0.01416426790632044,0.00109893040012051
TN412,UKG,0,B,45.1882,0.00963624086160361,7.476248045954012e-4
TN412,UKG,0,C,45.1882,0.00853537361069016,6.622143551089112e-4
TN412,UKG,2,A,45.1882,0.09911171849912466,0.00768955241366718
TN412,UKG,2,B,45.1882,0.11740826255198264,0.00910908419672939
TN412,UKG,2,C,45.1882,0.13241335372551602,0.01027324961327152
TN412,UKG,5,A,45.1882,0.15529960705819812,0.01204887258923353
TN412,UKG,5,B,45.1882,0.13073435854147547,0.01014298528463829
TN412,UKG,5,C,45.1882,0.1559082171672999,0.01209609141869482
TN412,UKG,10,A,45.1882,0.15340764278271293,0.01190208511867567
TN412,UKG,10,B,45.1882,0.12907496991801184,0.01001424212502009
TN412,UKG,10,C,45.1882,0.14879728531438288,0.01154439194237605
TN412,UKG,50,A,45.1882,0.2252624234659333,0.01747691633544106
TN412,UKG,50,B,45.1882,0.1679080095828677,0.01302709164883864
TN412,UKG,50,C,45.1882,0.22572263458658265,0.01751262167470038
TN412,UKG,200,A,45.1882,0.28251072754087736,0.02191850852498348
TN412,UKG,200,B,45.1882,0.30011134985808685,0.02328404743270142
TN412,UKG,200,C,45.1882,0.33317345805634535,0.02584916100097326
TN412,UKG,1000,A,45.1882,0.29342208344627396,0.02276506274086528
TN412,UKG,1000,B,45.1882,0.28844234877449254,0.02237871154703387
TN412,UKG,1000,C,45.1882,0.2932432615044986,0.02275118889512011
RC078,UKG1,0,A,45.1882,0.7533836354166925,0.06060328071796054
RC078,UKG1,0,B,45.1882,1.1638833254222531,0.09362447573540088
RC078,UKG1,0,C,45.1882,0.9039305075079264,0.07271349113620212
RC078,UKG1,10,A,45.1882,1.241330823382209,0.09985446566234542
RC078,UKG1,10,B,45.1882,1.2360870607596603,0.09943264973312514
RC078,UKG1,10,C,45.1882,1.1484575420254086,0.09238360317387204
RC078,UKG1,50,A,45.1882,2.0050900824761384,0.16129237671308155
RC078,UKG1,50,B,45.1882,2.1028645833036257,0.16915750045900596
RC078,UKG1,50,C,45.1882,1.7755098470970592,0.1428246070431465
RC078,UKG1,200,A,45.1882,3.427492758612359,0.27571252685104375
RC078,UKG1,200,B,45.1882,3.422005723925272,0.27527114176140505
RC078,UKG1,200,C,45.1882,2.4993935122195854,0.2010548670358559
RC078,UKG1,500,A,45.1882,3.6825092417279737,0.2962264254644834
RC078,UKG1,500,B,45.1882,3.5569170298248336,0.2861236043835001
RC078,UKG1,500,C,45.1882,3.6876464356265433,0.29663966884979454
RC078,UKG1,1000,A,45.1882,3.7264072751227753,0.29975764742860284
RC078,UKG1,1000,B,45.1882,4.942193194581584,0.39755724368496914
RC078,UKG1,1000,C,45.1882,4.336538596178334,0.34883750261327107
RC078,UKG1,2000,A,45.1882,4.4548672380324,0.3583560315036559
RC078,UKG1,2000,B,45.1882,3.8613242549499063,0.3106105664697241
RC078,UKG1,2000,C,45.1882,3.976254875164031,0.3198557535331165
RC078,UKG1,5000,A,45.1882,4.554545406770203,0.3663742890785343
RC104,UKG1,0,A,45.1882,0.0220502477953875,0.00146735799085452
RC104,UKG1,0,B,45.1882,0.0193642446489358,0.00128861495735307
RC104,UKG1,0,C,45.1882,0.02052117138060221,0.00136560391912333
RC104,UKG1,10,A,45.1882,0.13366673281166896,0.00889499974434063
RC104,UKG1,10,B,45.1882,0.12105477395728588,0.00805572307148715
RC104,UKG1,10,C,45.1882,0.13277137274277376,0.0088354170238208
RC104,UKG1,100,A,45.1882,0.33805265239808074,0.02249608555100476
RC104,UKG1,100,B,45.1882,0.27237910980226043,0.01812576742986962
RC104,UKG1,100,C,45.1882,0.26136666269784514,0.01739293202559327
RC104,UKG1,250,A,45.1882,0.3811965252406678,0.02536714201982252
RC104,UKG1,250,B,45.1882,0.41064909012057427,0.02732709534228506
RC104,UKG1,250,C,45.1882,0.3819577322380062,0.02541779737665132
RC104,UKG1,500,A,45.1882,0.3399320109460692,0.02262114953253736
RC104,UKG1,500,B,45.1882,0.26219460433424585,0.01744802831237459
RC104,UKG1,500,C,45.1882,0.4915463149499088,0.03271049014096439
RC104,UKG1,1000,A,45.1882,0.4772431333624758,0.03175866919129899
RC104,UKG1,1000,B,45.1882,0.43933023246375946,0.02923571350361531
RC104,UKG1,1000,C,45.1882,0.45906666494971066,0.03054909610992232
RC104,UKG1,3000,A,45.1882,0.6174711253356331,0.04109029514274697
RC104,UKG1,3000,B,45.1882,0.1551399225904829,0.01032395677482214
RC104,UKG1,3000,C,45.1882,0.6638684865269433,0.04417785857198308
KM1906,UKG1,0,A,62.8977,0.00323065983580133,2.908980555821146e-4
KM1906,UKG1,2,A,62.8977,0.03420864642772198,0.00308024652414451
KM1906,UKG1,5,A,62.8977,0.02236733164497931,0.00201401992620212
KM1906,UKG1,10,A,62.8977,0.11660303251184666,0.01543835310673455
KM1906,UKG1,50,A,62.8977,0.14796399514937025,0.00547687226617617
KM1906,UKG1,200,A,62.8977,0.17474642772697807,0.00797943766327673
KM1906,UKG1,2000,A,62.8977,0.33990634838033107,0.0125815989941481
KM1906,UKG1,0,B,62.8977,7.605586475578457e-4,6.848292391509615e-5
KM1906,UKG1,2,B,62.8977,0.02963270823827867,0.00392339893256986
KM1906,UKG1,5,B,62.8977,0.03731695964072902,0.00336012813216273
KM1906,UKG1,10,B,62.8977,0.04997116733903586,0.00661623038369414
KM1906,UKG1,50,B,62.8977,0.1263417928583178,0.00576913916635062
KM1906,UKG1,200,B,62.8977,0.21636602473138375,0.00987991130492521
KM1906,UKG1,2000,B,62.8977,0.4397008107552368,0.01627548089256079
KM1906,UKG1,0,C,62.8977,5.189928248009255e-4,4.673163108124332e-5
KM1906,UKG1,2,C,62.8977,0.029270685978613,0.00263561813050527
KM1906,UKG1,5,C,62.8977,0.04544242515404052,0.00409176879959795
KM1906,UKG1,10,C,62.8977,0.05646367144425558,0.00747584414127907
KM1906,UKG1,50,C,62.8977,0.2070321315915452,0.00945369819468417
KM1906,UKG1,200,C,62.8977,0.22973247385207815,0.00850352420810425
KM1906,UKG1,2000,C,62.8977,0.319510897891387,0.01182666346387736
KM1906,UKG2,0,A,62.8977,0.00230629401317537,3.053555347261826e-4
KM1906,UKG2,2,A,62.8977,0.18017911414967572,0.02385588716501616
KM1906,UKG2,5,A,62.8977,0.1786537224747731,0.01608650341781572
KM1906,UKG2,10,A,62.8977,0.38537515135728434,0.05102403888690086
KM1906,UKG2,50,A,62.8977,0.31709000733115994,0.01447926564255785
KM1906,UKG2,200,A,62.8977,0.5189279413732921,0.02369578144618884
KM1906,UKG2,2000,A,62.8977,0.7179574937428431,0.03278405825356371
KM1906,UKG2,0,B,62.8977,0.00217793626809712,1.9610774819134503e-4
KM1906,UKG2,2,B,62.8977,0.07561801519653989,0.0068088671372596
KM1906,UKG2,5,B,62.8977,0.164796243701555,0.0218191803945545
KM1906,UKG2,10,B,62.8977,0.14177600505709423,0.01276592593942312
KM1906,UKG2,50,B,62.8977,0.5367821520971333,0.01986893689124385
KM1906,UKG2,200,B,62.8977,0.4719098979080937,0.02154879880534218
KM1906,UKG2,2000,B,62.8977,0.658511493471917,0.03006957842320003
KM1906,UKG2,0,C,62.8977,0.00175095567085936,1.576611670529304e-4
KM1906,UKG2,2,C,62.8977,0.1349908584201726,0.01215497150168039
KM1906,UKG2,5,C,62.8977,0.2474717785812006,0.03276550034236924
KM1906,UKG2,10,C,62.8977,0.2299229439120052,0.03044201783596686
KM1906,UKG2,50,C,62.8977,0.4961780211807908,0.02265695294261447
KM1906,UKG2,200,C,62.8977,0.5057423992626422,0.01872000358975675
KM1906,UKG2,2000,C,62.8977,0.5143350229252107,0.02348605523360932
