Rep,SampID,replicate,Cruise,Compound,min.area.flag,blk.ratio.flag,Vol_L,umol.in.vial.ave,nM.in.smp,nM_C,nM_N
220628_Smp_MU4_B,MU4,B,KM1906,Dimethylsulfonioacetate,NA,NA,10,5.414526058519128,0.2165810423407651,0.8663241693630604,NA
220628_Smp_MU4_C,MU4,C,KM1906,Dimethylsulfonioacetate,NA,NA,10,4.322480983990688,0.1728992393596275,0.69159695743851,NA
220628_Smp_MU5_A,MU5,A,KM1906,Dimethylsulfonioacetate,NA,NA,10,2.1579946285982903,0.08631978514393161,0.34527914057572645,NA
220628_Smp_MU5_B,MU5,B,KM1906,Dimethylsulfonioacetate,NA,NA,10,4.093780235019351,0.1637512094007741,0.6550048376030964,NA
220628_Smp_MU5_C,MU5,C,KM1906,Dimethylsulfonioacetate,NA,NA,10,2.3096880794633328,0.09238752317853333,0.3695500927141333,NA
220628_Smp_MU6_A,MU6,A,KM1906,Dimethylsulfonioacetate,NA,NA,10,2.986236496706544,0.11944945986826178,0.4777978394730471,NA
220628_Smp_MU6_B,MU6,B,KM1906,Dimethylsulfonioacetate,NA,NA,10,3.7301530854458935,0.1492061234178357,0.5968244936713428,NA
220628_Smp_MU6_C,MU6,C,KM1906,Dimethylsulfonioacetate,NA,NA,10,2.366369708465339,0.09465478833861356,0.37861915335445423,NA
220628_Smp_MU7_A,MU7,A,KM1906,Dimethylsulfonioacetate,NA,NA,10,2.8727604635545205,0.1149104185421808,0.45964167416872326,NA
220628_Smp_MU7_B,MU7,B,KM1906,Dimethylsulfonioacetate,NA,NA,10,3.027604176549014,0.12110416706196052,0.4844166682478422,NA
220628_Smp_MU7_C,MU7,C,KM1906,Dimethylsulfonioacetate,NA,NA,10,3.029872273688189,0.12119489094752756,0.4847795637901102,NA
220628_Smp_MU8_A,MU8,A,KM1906,Dimethylsulfonioacetate,NA,NA,10,3.0529619834336477,0.1221184793373459,0.4884739173493836,NA
220628_Smp_MU8_B,MU8,B,KM1906,Dimethylsulfonioacetate,NA,NA,10,5.231745212623659,0.20926980850494636,0.8370792340197855,NA
220628_Smp_MU8_C,MU8,C,KM1906,Dimethylsulfonioacetate,NA,NA,10,5.976545492920431,0.23906181971681725,0.956247278867269,NA
220628_Smp_MU9_A,MU9,A,KM1906,Dimethylsulfonioacetate,NA,NA,10,4.172502631315693,0.16690010525262772,0.6676004210105109,NA
220628_Smp_MU9_B,MU9,B,KM1906,Dimethylsulfonioacetate,NA,NA,10,5.399922535545789,0.21599690142183156,0.8639876056873262,NA
220628_Smp_MU9_C,MU9,C,KM1906,Dimethylsulfonioacetate,NA,NA,10,5.037889122074165,0.20151556488296657,0.8060622595318663,NA
220628_Smp_MU1_A,MU1,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,13.087630665829046,0.5235052266331618,2.617526133165809,NA
220628_Smp_MU1_B,MU1,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,7.917518886101509,0.31670075544406034,1.5835037772203018,NA
220628_Smp_MU1_C,MU1,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.7937141370764125,0.07174856548305648,0.3587428274152824,NA
220628_Smp_MU10_A,MU10,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,21.47004113162567,0.8588016452650268,4.294008226325134,NA
220628_Smp_MU10_B,MU10,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,17.715308442033685,0.7086123376813473,3.5430616884067367,NA
220628_Smp_MU10_C,MU10,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,7.657640185532597,0.3063056074213039,1.5315280371065196,NA
220628_Smp_MU11_A,MU11,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.5784247056669471,0.06313698822667789,0.31568494113338946,NA
220628_Smp_MU11_B,MU11,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,4.591312511109784,0.18365250044439135,0.9182625022219568,NA
220628_Smp_MU11_C,MU11,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,2.1843274783164617,0.08737309913265845,0.43686549566329225,NA
220628_Smp_MU14_A,MU14,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,2.60963179188499,0.1043852716753996,0.521926358376998,NA
220628_Smp_MU14_B,MU14,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,6.341832416708477,0.2536732966683391,1.2683664833416954,NA
220628_Smp_MU14_C,MU14,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,4.6743242556002675,0.18697297022401071,0.9348648511200536,NA
220628_Smp_MU15_A,MU15,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,4.26789386648037,0.17071575465921482,0.8535787732960741,NA
220628_Smp_MU15_B,MU15,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,4.350505170856075,0.174020206834243,0.870101034171215,NA
220628_Smp_MU15_C,MU15,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,4.763907784875659,0.1905563113950264,0.952781556975132,NA
220628_Smp_MU16_A,MU16,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,0.5679894921308423,0.02271957968523369,0.11359789842616844,NA
220628_Smp_MU16_B,MU16,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,7.992137531989383,0.3196855012795753,1.5984275063978766,NA
220628_Smp_MU16_C,MU16,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,4.483608559361343,0.1793443423744537,0.8967217118722686,NA
220628_Smp_MU17_A,MU17,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.5196284187604152,0.06078513675041661,0.30392568375208306,NA
220628_Smp_MU17_B,MU17,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,2.0490577583711085,0.08196231033484433,0.4098115516742217,NA
220628_Smp_MU17_C,MU17,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,6.0519357924519275,0.24207743169807713,1.2103871584903856,NA
220628_Smp_MU18_A,MU18,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,5.067699065776405,0.2027079626310562,1.013539813155281,NA
220628_Smp_MU18_B,MU18,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,24.618421159270433,0.9847368463708174,4.923684231854087,NA
220628_Smp_MU18_C,MU18,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,15.70423129594676,0.6281692518378702,3.140846259189351,NA
220628_Smp_MU19_A,MU19,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,2.359894274468887,0.09439577097875548,0.47197885489377733,NA
220628_Smp_MU19_B,MU19,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.3596334671544057,0.05438533868617623,0.27192669343088116,NA
220628_Smp_MU19_C,MU19,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,3.006275783698257,0.12025103134793028,0.6012551567396515,NA
220628_Smp_MU2_A,MU2,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,0.19893650105426375,0.00795746004217054,0.03978730021085273,NA
220628_Smp_MU2_B,MU2,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,3.360478125376363,0.13441912501505454,0.6720956250752728,NA
220628_Smp_MU2_C,MU2,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,2.315133872294467,0.09260535489177868,0.4630267744588934,NA
220628_Smp_MU20_A,MU20,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.12050335216886,0.0448201340867544,0.224100670433772,NA
220628_Smp_MU20_B,MU20,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,7.087211428047399,0.2834884571218959,1.4174422856094795,NA
220628_Smp_MU20_C,MU20,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,2.6556855675708086,0.10622742270283234,0.5311371135141617,NA
220628_Smp_MU21_A,MU21,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.079025953625712,0.04316103814502849,0.21580519072514243,NA
220628_Smp_MU21_B,MU21,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,3.5924996421926947,0.14369998568770778,0.7184999284385389,NA
220628_Smp_MU21_C,MU21,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.2265011970130522,0.04906004788052209,0.24530023940261045,NA
220628_Smp_MU22_A,MU22,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.706957813803612,0.06827831255214448,0.34139156276072236,NA
220628_Smp_MU22_B,MU22,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.380744982589256,0.05522979930357024,0.2761489965178512,NA
220628_Smp_MU22_C,MU22,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,4.157966453887133,0.16631865815548533,0.8315932907774266,NA
220628_Smp_MU23_A,MU23,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.7309477316930744,0.06923790926772298,0.34618954633861493,NA
220628_Smp_MU23_B,MU23,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,4.082065088668768,0.16328260354675073,0.8164130177337536,NA
220628_Smp_MU23_C,MU23,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,3.389277444394235,0.13557109777576937,0.6778554888788468,NA
220628_Smp_MU24_A,MU24,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.1096065313232868,0.04438426125293147,0.22192130626465736,NA
220628_Smp_MU24_B,MU24,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,3.269355347297763,0.13077421389191052,0.6538710694595526,NA
220628_Smp_MU24_C,MU24,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,2.349152706421853,0.09396610825687413,0.4698305412843706,NA
220628_Smp_MU3_A,MU3,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,0.21893376902112127,0.00875735076084485,0.04378675380422425,NA
220628_Smp_MU3_B,MU3,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.092728105892189,0.04370912423568755,0.2185456211784378,NA
220628_Smp_MU3_C,MU3,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,0.8826645364187088,0.03530658145674835,0.17653290728374177,NA
220628_Smp_MU4_A,MU4,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.518132354970737,0.06072529419882948,0.3036264709941474,NA
220628_Smp_MU4_B,MU4,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.6981749433773623,0.06792699773509449,0.3396349886754724,NA
220628_Smp_MU4_C,MU4,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,0.39251888519492334,0.01570075540779693,0.07850377703898466,NA
220628_Smp_MU5_A,MU5,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.7673279093930525,0.07069311637572208,0.3534655818786104,NA
220628_Smp_MU5_B,MU5,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.4267867611083729,0.0570714704443349,0.2853573522216745,NA
220628_Smp_MU5_C,MU5,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,0.38512283422054966,0.01540491336882198,0.07702456684410994,NA
220628_Smp_MU6_A,MU6,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,0.4026539036718727,0.0161061561468749,0.08053078073437454,NA
220628_Smp_MU6_B,MU6,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.6804148116098474,0.0672165924643939,0.33608296232196955,NA
220628_Smp_MU6_C,MU6,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.933619330912682,0.07734477323650726,0.3867238661825363,NA
220628_Smp_MU7_A,MU7,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,2.0905494356763987,0.08362197742705595,0.41810988713527975,NA
220628_Smp_MU7_B,MU7,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.7620172952244375,0.0704806918089775,0.35240345904488746,NA
220628_Smp_MU7_C,MU7,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.0496557912852056,0.04198623165140821,0.20993115825704103,NA
220628_Smp_MU8_A,MU8,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,1.1155768917733953,0.0446230756709358,0.22311537835467904,NA
220628_Smp_MU8_B,MU8,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,0.9593376253497244,0.03837350501398896,0.1918675250699448,NA
220628_Smp_MU8_C,MU8,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,3.9018566068583858,0.1560742642743354,0.780371321371677,NA
220628_Smp_MU9_A,MU9,A,KM1906,Dimethylsulfoniopropionate,NA,NA,10,2.948730341622104,0.11794921366488416,0.5897460683244208,NA
220628_Smp_MU9_B,MU9,B,KM1906,Dimethylsulfoniopropionate,NA,NA,10,11.888868838808085,0.4755547535523234,2.377773767761617,NA
220628_Smp_MU9_C,MU9,C,KM1906,Dimethylsulfoniopropionate,NA,NA,10,3.9029106225467314,0.15611642490186925,0.7805821245093463,NA
220628_Smp_MU1_A,MU1,A,KM1906,Glycine betaine,NA,NA,10,3.769627211086102,0.1507850884434441,0.7539254422172205,0.1507850884434441
220628_Smp_MU1_B,MU1,B,KM1906,Glycine betaine,NA,NA,10,5.095729646552152,0.20382918586208604,1.01914592931043,0.20382918586208604
220628_Smp_MU1_C,MU1,C,KM1906,Glycine betaine,NA,NA,10,4.747378232039469,0.18989512928157876,0.9494756464078936,0.18989512928157876
220628_Smp_MU10_A,MU10,A,KM1906,Glycine betaine,NA,NA,10,6.38917862417625,0.2555671449670499,1.2778357248352497,0.2555671449670499
220628_Smp_MU10_B,MU10,B,KM1906,Glycine betaine,NA,NA,10,6.776141779205517,0.27104567116822065,1.3552283558411031,0.27104567116822065
220628_Smp_MU10_C,MU10,C,KM1906,Glycine betaine,NA,NA,10,4.3852120327648025,0.1754084813105921,0.8770424065529605,0.1754084813105921
220628_Smp_MU11_A,MU11,A,KM1906,Glycine betaine,NA,NA,10,17.182423097790117,0.6872969239116046,3.4364846195580228,0.6872969239116046
220628_Smp_MU11_B,MU11,B,KM1906,Glycine betaine,NA,NA,10,19.39742401372158,0.7758969605488631,3.879484802744315,0.7758969605488631
220628_Smp_MU11_C,MU11,C,KM1906,Glycine betaine,NA,NA,10,15.094718400765624,0.603788736030625,3.018943680153125,0.603788736030625
220628_Smp_MU14_A,MU14,A,KM1906,Glycine betaine,NA,NA,10,9.594983644026977,0.383799345761079,1.918996728805395,0.383799345761079
220628_Smp_MU14_B,MU14,B,KM1906,Glycine betaine,NA,NA,10,11.794184534479877,0.471767381379195,2.358836906895975,0.471767381379195
220628_Smp_MU14_C,MU14,C,KM1906,Glycine betaine,NA,NA,10,11.626468837306208,0.46505875349224834,2.3252937674612415,0.46505875349224834
220628_Smp_MU15_A,MU15,A,KM1906,Glycine betaine,NA,NA,10,10.718969361287655,0.4287587744515063,2.1437938722575316,0.4287587744515063
220628_Smp_MU15_B,MU15,B,KM1906,Glycine betaine,NA,NA,10,12.744904631852082,0.5097961852740832,2.548980926370416,0.5097961852740832
220628_Smp_MU15_C,MU15,C,KM1906,Glycine betaine,NA,NA,10,10.726499074397015,0.4290599629758806,2.1452998148794036,0.4290599629758806
220628_Smp_MU16_A,MU16,A,KM1906,Glycine betaine,NA,NA,10,8.038981940141767,0.32155927760567066,1.6077963880283532,0.32155927760567066
220628_Smp_MU16_B,MU16,B,KM1906,Glycine betaine,NA,NA,10,12.694516144332898,0.5077806457733159,2.53890322886658,0.5077806457733159
220628_Smp_MU16_C,MU16,C,KM1906,Glycine betaine,NA,NA,10,10.741318368865912,0.4296527347546365,2.148263673773182,0.4296527347546365
220628_Smp_MU17_A,MU17,A,KM1906,Glycine betaine,NA,NA,10,21.417635062533996,0.8567054025013598,4.2835270125067995,0.8567054025013598
220628_Smp_MU17_B,MU17,B,KM1906,Glycine betaine,NA,NA,10,24.88630602265999,0.9954522409063998,4.977261204531999,0.9954522409063998
220628_Smp_MU17_C,MU17,C,KM1906,Glycine betaine,NA,NA,10,27.59054086476156,1.1036216345904624,5.518108172952312,1.1036216345904624
220628_Smp_MU18_A,MU18,A,KM1906,Glycine betaine,NA,NA,10,9.788045573324972,0.3915218229329989,1.9576091146649943,0.3915218229329989
220628_Smp_MU18_B,MU18,B,KM1906,Glycine betaine,NA,NA,10,14.595788093608654,0.5838315237443461,2.9191576187217305,0.5838315237443461
220628_Smp_MU18_C,MU18,C,KM1906,Glycine betaine,NA,NA,10,14.631990086642528,0.585279603465701,2.9263980173285047,0.585279603465701
220628_Smp_MU19_A,MU19,A,KM1906,Glycine betaine,NA,NA,10,16.009713233451183,0.6403885293380474,3.2019426466902368,0.6403885293380474
220628_Smp_MU19_B,MU19,B,KM1906,Glycine betaine,NA,NA,10,17.6931341285984,0.7077253651439359,3.5386268257196796,0.7077253651439359
220628_Smp_MU19_C,MU19,C,KM1906,Glycine betaine,NA,NA,10,14.570002422457756,0.5828000968983102,2.9140004844915515,0.5828000968983102
220628_Smp_MU2_A,MU2,A,KM1906,Glycine betaine,NA,NA,10,3.274764662325446,0.1309905864930178,0.6549529324650891,0.1309905864930178
220628_Smp_MU2_B,MU2,B,KM1906,Glycine betaine,NA,NA,10,5.441010309386306,0.21764041237545223,1.0882020618772612,0.21764041237545223
220628_Smp_MU2_C,MU2,C,KM1906,Glycine betaine,NA,NA,10,5.747860881343236,0.22991443525372943,1.1495721762686473,0.22991443525372943
220628_Smp_MU20_A,MU20,A,KM1906,Glycine betaine,NA,NA,10,9.39146112364267,0.3756584449457068,1.878292224728534,0.3756584449457068
220628_Smp_MU20_B,MU20,B,KM1906,Glycine betaine,NA,NA,10,12.546346297364405,0.5018538518945762,2.509269259472881,0.5018538518945762
220628_Smp_MU20_C,MU20,C,KM1906,Glycine betaine,NA,NA,10,10.695670580175827,0.42782682320703314,2.139134116035166,0.42782682320703314
220628_Smp_MU21_A,MU21,A,KM1906,Glycine betaine,NA,NA,10,6.5317777050061,0.261271108200244,1.3063555410012202,0.261271108200244
220628_Smp_MU21_B,MU21,B,KM1906,Glycine betaine,NA,NA,10,8.824019852097676,0.352960794083907,1.764803970419535,0.352960794083907
220628_Smp_MU21_C,MU21,C,KM1906,Glycine betaine,NA,NA,10,6.878261048352826,0.27513044193411307,1.3756522096705657,0.27513044193411307
220628_Smp_MU22_A,MU22,A,KM1906,Glycine betaine,NA,NA,10,3.034963650632268,0.12139854602529072,0.6069927301264536,0.12139854602529072
220628_Smp_MU22_B,MU22,B,KM1906,Glycine betaine,NA,NA,10,5.9442581179449245,0.23777032471779697,1.1888516235889848,0.23777032471779697
220628_Smp_MU22_C,MU22,C,KM1906,Glycine betaine,NA,NA,10,4.287350989774637,0.17149403959098547,0.8574701979549273,0.17149403959098547
220628_Smp_MU23_A,MU23,A,KM1906,Glycine betaine,NA,NA,10,4.422441535445407,0.1768976614178163,0.8844883070890813,0.1768976614178163
220628_Smp_MU23_B,MU23,B,KM1906,Glycine betaine,NA,NA,10,4.911205204153877,0.19644820816615507,0.9822410408307752,0.19644820816615507
220628_Smp_MU23_C,MU23,C,KM1906,Glycine betaine,NA,NA,10,4.384846434467079,0.17539385737868315,0.8769692868934158,0.17539385737868315
220628_Smp_MU24_A,MU24,A,KM1906,Glycine betaine,NA,NA,10,3.97722415040785,0.15908896601631398,0.7954448300815699,0.15908896601631398
220628_Smp_MU24_B,MU24,B,KM1906,Glycine betaine,NA,NA,10,4.938390794362718,0.1975356317745087,0.9876781588725436,0.1975356317745087
220628_Smp_MU24_C,MU24,C,KM1906,Glycine betaine,NA,NA,10,5.099459718818872,0.20397838875275487,1.0198919437637743,0.20397838875275487
220628_Smp_MU3_A,MU3,A,KM1906,Glycine betaine,NA,NA,10,4.920626167145138,0.19682504668580553,0.9841252334290276,0.19682504668580553
220628_Smp_MU3_B,MU3,B,KM1906,Glycine betaine,NA,NA,10,7.193390241825399,0.2877356096730159,1.4386780483650796,0.2877356096730159
220628_Smp_MU3_C,MU3,C,KM1906,Glycine betaine,NA,NA,10,5.90354750600635,0.236141900240254,1.18070950120127,0.236141900240254
220628_Smp_MU4_A,MU4,A,KM1906,Glycine betaine,NA,NA,10,6.135611472015298,0.24542445888061196,1.2271222944030598,0.24542445888061196
220628_Smp_MU4_B,MU4,B,KM1906,Glycine betaine,NA,NA,10,8.581966301237104,0.34327865204948416,1.7163932602474208,0.34327865204948416
220628_Smp_MU4_C,MU4,C,KM1906,Glycine betaine,NA,NA,10,8.54523779420521,0.34180951176820845,1.7090475588410423,0.34180951176820845
220628_Smp_MU5_A,MU5,A,KM1906,Glycine betaine,NA,NA,10,3.781261514437119,0.15125046057748476,0.7562523028874237,0.15125046057748476
220628_Smp_MU5_B,MU5,B,KM1906,Glycine betaine,NA,NA,10,5.267247427162579,0.21068989708650313,1.0534494854325156,0.21068989708650313
220628_Smp_MU5_C,MU5,C,KM1906,Glycine betaine,NA,NA,10,4.362425135330368,0.17449700541321475,0.8724850270660738,0.17449700541321475
220628_Smp_MU6_A,MU6,A,KM1906,Glycine betaine,NA,NA,10,4.708305695029367,0.18833222780117465,0.9416611390058732,0.18833222780117465
220628_Smp_MU6_B,MU6,B,KM1906,Glycine betaine,NA,NA,10,6.050362525720951,0.24201450102883804,1.2100725051441903,0.24201450102883804
220628_Smp_MU6_C,MU6,C,KM1906,Glycine betaine,NA,NA,10,3.6505428397535566,0.1460217135901423,0.7301085679507113,0.1460217135901423
220628_Smp_MU7_A,MU7,A,KM1906,Glycine betaine,NA,NA,10,4.0794518668527795,0.16317807467411116,0.8158903733705558,0.16317807467411116
220628_Smp_MU7_B,MU7,B,KM1906,Glycine betaine,NA,NA,10,4.416104497371556,0.17664417989486222,0.8832208994743111,0.17664417989486222
220628_Smp_MU7_C,MU7,C,KM1906,Glycine betaine,NA,NA,10,5.097016408940022,0.20388065635760083,1.019403281788004,0.20388065635760083
220628_Smp_MU8_A,MU8,A,KM1906,Glycine betaine,NA,NA,10,3.9416876435390074,0.15766750574156027,0.7883375287078014,0.15766750574156027
220628_Smp_MU8_B,MU8,B,KM1906,Glycine betaine,NA,NA,10,4.258572026745085,0.1703428810698034,0.8517144053490171,0.1703428810698034
220628_Smp_MU8_C,MU8,C,KM1906,Glycine betaine,NA,NA,10,3.4363454448805317,0.13745381779522128,0.6872690889761064,0.13745381779522128
220628_Smp_MU9_A,MU9,A,KM1906,Glycine betaine,NA,NA,10,7.32335999083232,0.2929343996332928,1.4646719981664642,0.2929343996332928
220628_Smp_MU9_B,MU9,B,KM1906,Glycine betaine,NA,NA,10,9.192248524172967,0.3676899409669187,1.8384497048345936,0.3676899409669187
220628_Smp_MU9_C,MU9,C,KM1906,Glycine betaine,NA,NA,10,7.724657681843656,0.3089863072737462,1.544931536368731,0.3089863072737462
220628_Smp_MU1_A,MU1,A,KM1906,Gonyol,NA,NA,10,11.418919629900032,0.45675678519600127,3.197297496372009,NA
220628_Smp_MU1_B,MU1,B,KM1906,Gonyol,NA,NA,10,16.66498138385331,0.6665992553541323,4.6661947874789265,NA
220628_Smp_MU1_C,MU1,C,KM1906,Gonyol,NA,NA,10,13.946296978700056,0.5578518791480023,3.904963154036016,NA
220628_Smp_MU10_A,MU10,A,KM1906,Gonyol,NA,NA,10,7.78767216231221,0.31150688649248837,2.1805482054474186,NA
220628_Smp_MU10_B,MU10,B,KM1906,Gonyol,NA,NA,10,9.07985347751034,0.3631941391004137,2.5423589737028953,NA
220628_Smp_MU10_C,MU10,C,KM1906,Gonyol,NA,NA,10,7.306660435793846,0.29226641743175386,2.045864922022277,NA
220628_Smp_MU11_A,MU11,A,KM1906,Gonyol,NA,NA,10,63.726107432289645,2.549044297291586,17.8433100810411,NA
220628_Smp_MU11_B,MU11,B,KM1906,Gonyol,NA,NA,10,55.82796556858581,2.2331186227434325,15.631830359204027,NA
220628_Smp_MU11_C,MU11,C,KM1906,Gonyol,NA,NA,10,46.95665678638703,1.878266271455481,13.147863900188367,NA
220628_Smp_MU14_A,MU14,A,KM1906,Gonyol,NA,NA,10,22.27129547759466,0.8908518191037863,6.235962733726504,NA
220628_Smp_MU14_B,MU14,B,KM1906,Gonyol,NA,NA,10,38.81913386931767,1.5527653547727067,10.869357483408947,NA
220628_Smp_MU14_C,MU14,C,KM1906,Gonyol,NA,NA,10,35.426404955519274,1.4170561982207708,9.919393387545396,NA
220628_Smp_MU15_A,MU15,A,KM1906,Gonyol,NA,NA,10,20.6993184279678,0.8279727371187119,5.795809159830983,NA
220628_Smp_MU15_B,MU15,B,KM1906,Gonyol,NA,NA,10,26.12761319050161,1.045104527620064,7.315731693340449,NA
220628_Smp_MU15_C,MU15,C,KM1906,Gonyol,NA,NA,10,22.19825694988678,0.8879302779954713,6.2155119459682995,NA
220628_Smp_MU16_A,MU16,A,KM1906,Gonyol,NA,NA,10,34.7216810390379,1.3888672415615158,9.722070690930613,NA
220628_Smp_MU16_B,MU16,B,KM1906,Gonyol,NA,NA,10,25.240027737947443,1.0096011095178978,7.067207766625285,NA
220628_Smp_MU16_C,MU16,C,KM1906,Gonyol,NA,NA,10,26.023979543037388,1.0409591817214954,7.286714272050467,NA
220628_Smp_MU17_A,MU17,A,KM1906,Gonyol,NA,NA,10,43.660905668227265,1.7464362267290905,12.225053587103634,NA
