Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,Trimethylamine N-oxide,600339392,NA,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,Trimethylamine N-oxide,665451904,NA,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,Trimethylamine N-oxide,1182652416,NA,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,Trimethylamine N-oxide,119098896,NA,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,Trimethylamine N-oxide,41751552,NA,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,Trimethylamine N-oxide,424153344,NA,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,Trimethylamine N-oxide,68908432,NA,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,Trimethylamine N-oxide,115712352,NA,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,Trimethylamine N-oxide,134241456,NA,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,Trimethylamine N-oxide,142852496,NA,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,Trimethylamine N-oxide,706460544,NA,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,Trimethylamine N-oxide,27885042,NA,Flag
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,Trimethylamine N-oxide,559619776,NA,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,Trimethylamine N-oxide,299709472,NA,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,Trimethylamine N-oxide,208100768,NA,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,Trimethylamine N-oxide,250623744,NA,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,Trimethylamine N-oxide,343891584,NA,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,Trimethylamine N-oxide,540691392,NA,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,Trimethylamine N-oxide,137325808,NA,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,Trimethylamine N-oxide,182735952,NA,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,Trimethylamine N-oxide,259410880,NA,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,Trimethylamine N-oxide,58928332,NA,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,Trimethylamine N-oxide,104659256,NA,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,Trimethylamine N-oxide,28600242,NA,Flag
220902_Smp_TN397_S17_U_A,S17,A,TN397,Trimethylamine N-oxide,113695776,NA,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,Trimethylamine N-oxide,61028928,NA,NA
220902_Smp_TN397_S17_U_C,S17,C,TN397,Trimethylamine N-oxide,78134928,NA,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,Trimethylamine N-oxide,85951168,NA,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,Trimethylamine N-oxide,59069368,NA,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,Trimethylamine N-oxide,113953640,NA,NA
220902_Smp_TN397_U1_A,U1,A,TN397,Trimethylamine N-oxide,1583465984,NA,NA
220902_Smp_TN397_U1_B,U1,B,TN397,Trimethylamine N-oxide,1067376320,NA,NA
220902_Smp_TN397_U1_C,U1,C,TN397,Trimethylamine N-oxide,1420629504,NA,NA
220902_Smp_TN397_U2_A,U2,A,TN397,Trimethylamine N-oxide,1090203392,NA,NA
220902_Smp_TN397_U2_B,U2,B,TN397,Trimethylamine N-oxide,1350186880,NA,NA
220902_Smp_TN397_U2_C,U2,C,TN397,Trimethylamine N-oxide,1322783488,NA,NA
220902_Smp_TN397_U3_A,U3,A,TN397,Trimethylamine N-oxide,1506945152,NA,NA
220902_Smp_TN397_U3_B,U3,B,TN397,Trimethylamine N-oxide,813831040,NA,NA
220902_Smp_TN397_U3_C,U3,C,TN397,Trimethylamine N-oxide,1175390720,NA,NA
220902_Smp_TN397_U4_A,U4,A,TN397,Trimethylamine N-oxide,477194560,NA,NA
220902_Smp_TN397_U4_B,U4,B,TN397,Trimethylamine N-oxide,838882880,NA,NA
220902_Smp_TN397_U4_C,U4,C,TN397,Trimethylamine N-oxide,468842848,NA,NA
220902_Smp_TN397_U5_A,U5,A,TN397,Trimethylamine N-oxide,1216769920,NA,NA
220902_Smp_TN397_U5_B,U5,B,TN397,Trimethylamine N-oxide,158184000,NA,NA
220902_Smp_TN397_U5_C,U5,C,TN397,Trimethylamine N-oxide,378514464,NA,NA
220902_Smp_TN397_U6_A,U6,A,TN397,Trimethylamine N-oxide,663064256,NA,NA
220902_Smp_TN397_U6_B,U6,B,TN397,Trimethylamine N-oxide,548026176,NA,NA
220902_Smp_TN397_U6_C,U6,C,TN397,Trimethylamine N-oxide,371963264,NA,NA
220902_Smp_TN397_U7_A,U7,A,TN397,Trimethylamine N-oxide,609795648,NA,NA
220902_Smp_TN397_U7_B,U7,B,TN397,Trimethylamine N-oxide,391144704,NA,NA
220902_Smp_TN397_U7_C,U7,C,TN397,Trimethylamine N-oxide,584276864,NA,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,Trimethylamine N-oxide,275867040,NA,NA
220902_Smp_TN397_U9_A,U9,A,TN397,Trimethylamine N-oxide,796296512,NA,NA
220902_Smp_TN397_U9_B,U9,B,TN397,Trimethylamine N-oxide,1249648128,NA,NA
220902_Smp_TN397_U9_C,U9,C,TN397,Trimethylamine N-oxide,397044224,NA,NA
220902_Smp_TN397_U10_A,U10,A,TN397,Trimethylamine N-oxide,373190144,NA,NA
220902_Smp_TN397_U10_B,U10,B,TN397,Trimethylamine N-oxide,750230848,NA,NA
220902_Smp_TN397_U10_C,U10,C,TN397,Trimethylamine N-oxide,163545136,NA,NA
220902_Smp_TN397_U11_A,U11,A,TN397,Trimethylamine N-oxide,163911056,NA,NA
220902_Smp_TN397_U11_B,U11,B,TN397,Trimethylamine N-oxide,154174624,NA,NA
220902_Smp_TN397_U11_C,U11,C,TN397,Trimethylamine N-oxide,255450656,NA,NA
220902_Smp_TN397_U12_A,U12,A,TN397,Trimethylamine N-oxide,838489152,NA,NA
220902_Smp_TN397_U12_B,U12,B,TN397,Trimethylamine N-oxide,644507136,NA,NA
220902_Smp_TN397_U12_C,U12,C,TN397,Trimethylamine N-oxide,524932128,NA,NA
220902_Smp_TN397_U13_A,U13,A,TN397,Trimethylamine N-oxide,286738592,NA,NA
220902_Smp_TN397_U13_B,U13,B,TN397,Trimethylamine N-oxide,189411488,NA,NA
220902_Smp_TN397_U13_C,U13,C,TN397,Trimethylamine N-oxide,61473136,NA,NA
221006_Smp_S1_C1_5m_A,S1_C1_5m,A,RC078,beta-Alaninebetaine,5264460288,NA,NA
221006_Smp_S1_C1_5m_B,S1_C1_5m,B,RC078,beta-Alaninebetaine,4788653568,NA,NA
221006_Smp_S1_C1_5m_C,S1_C1_5m,C,RC078,beta-Alaninebetaine,5305762816,NA,NA
221006_Smp_S1_C1_DCM_A,S1_C1_DCM,A,RC078,beta-Alaninebetaine,2867543040,NA,NA
221006_Smp_S1_C1_DCM_B,S1_C1_DCM,B,RC078,beta-Alaninebetaine,7061381632,NA,NA
221006_Smp_S1_C1_DCM_C,S1_C1_DCM,C,RC078,beta-Alaninebetaine,2369212672,NA,NA
221006_Smp_S2_C1_SRF_A,S2_C1_SRF,A,RC078,beta-Alaninebetaine,2985698048,NA,NA
221006_Smp_S2_C1_SRF_B,S2_C1_SRF,B,RC078,beta-Alaninebetaine,3954742272,NA,NA
221006_Smp_S2_C1_SRF_C,S2_C1_SRF,C,RC078,beta-Alaninebetaine,4670992384,NA,NA
221006_Smp_S2_C2_D1_A,S2_C2_D1,A,RC078,beta-Alaninebetaine,788662592,NA,NA
221006_Smp_S2_C2_D1_B,S2_C2_D1,B,RC078,beta-Alaninebetaine,627408448,NA,NA
221006_Smp_S2_C2_D1_C,S2_C2_D1,C,RC078,beta-Alaninebetaine,510438656,NA,NA
221006_Smp_S2_C2_D2_A,S2_C2_D2,A,RC078,beta-Alaninebetaine,966455296,NA,NA
221006_Smp_S2_C2_D2_B,S2_C2_D2,B,RC078,beta-Alaninebetaine,1200319744,NA,NA
221006_Smp_S2_C2_D2_C,S2_C2_D2,C,RC078,beta-Alaninebetaine,1087729536,NA,NA
221006_Smp_S2_C3_D3_A,S2_C3_D3,A,RC078,beta-Alaninebetaine,979161344,NA,NA
221006_Smp_S2_C3_D3_B,S2_C3_D3,B,RC078,beta-Alaninebetaine,1082336896,NA,NA
221006_Smp_S2_C3_D3_C,S2_C3_D3,C,RC078,beta-Alaninebetaine,1032414016,NA,NA
221006_Smp_S2_C3_D4_A,S2_C3_D4,A,RC078,beta-Alaninebetaine,1337512320,NA,NA
221006_Smp_S2_C3_D4_B,S2_C3_D4,B,RC078,beta-Alaninebetaine,1035800000,NA,NA
221006_Smp_S2_C3_D4_C,S2_C3_D4,C,RC078,beta-Alaninebetaine,1220736896,NA,NA
221006_Smp_S2_C4_D5_A,S2_C4_D5,A,RC078,beta-Alaninebetaine,1506516736,NA,NA
221006_Smp_S2_C4_D5_B,S2_C4_D5,B,RC078,beta-Alaninebetaine,1817740032,NA,NA
221006_Smp_S2_C4_D5_C,S2_C4_D5,C,RC078,beta-Alaninebetaine,1682763008,NA,NA
221006_Smp_S2_C4_D6_A,S2_C4_D6,A,RC078,beta-Alaninebetaine,2249979648,NA,NA
221006_Smp_S2_C4_D6_B,S2_C4_D6,B,RC078,beta-Alaninebetaine,2009215616,NA,NA
221006_Smp_S2_C4_D6_C,S2_C4_D6,C,RC078,beta-Alaninebetaine,1470474624,NA,NA
221006_Smp_S3_C1_D1_A,S3_C1_D1,A,RC078,beta-Alaninebetaine,521817632,NA,NA
221006_Smp_S3_C1_D1_B,S3_C1_D1,B,RC078,beta-Alaninebetaine,655014336,NA,NA
221006_Smp_S3_C1_D1_C,S3_C1_D1,C,RC078,beta-Alaninebetaine,512131520,NA,NA
221006_Smp_S3_C1_D2_A,S3_C1_D2,A,RC078,beta-Alaninebetaine,1399068416,NA,NA
221006_Smp_S3_C1_D2_B,S3_C1_D2,B,RC078,beta-Alaninebetaine,1243415040,NA,NA
221006_Smp_S3_C1_D2_C,S3_C1_D2,C,RC078,beta-Alaninebetaine,1123966720,NA,NA
221006_Smp_S3_C2_D3_A,S3_C2_D3,A,RC078,beta-Alaninebetaine,1896625536,NA,NA
221006_Smp_S3_C2_D3_B,S3_C2_D3,B,RC078,beta-Alaninebetaine,2090393472,NA,NA
221006_Smp_S3_C2_D3_C,S3_C2_D3,C,RC078,beta-Alaninebetaine,2131550592,NA,NA
221006_Smp_S3_C2_D4_A,S3_C2_D4,A,RC078,beta-Alaninebetaine,2615367680,NA,NA
221006_Smp_S3_C2_D4_B,S3_C2_D4,B,RC078,beta-Alaninebetaine,2420238336,NA,NA
221006_Smp_S3_C2_D4_C,S3_C2_D4,C,RC078,beta-Alaninebetaine,2137823488,NA,NA
221006_Smp_S4_C1_D1_A,S4_C1_D1,A,RC078,beta-Alaninebetaine,723744448,NA,NA
221006_Smp_S4_C1_D1_B,S4_C1_D1,B,RC078,beta-Alaninebetaine,673678016,NA,NA
221006_Smp_S4_C1_D1_C,S4_C1_D1,C,RC078,beta-Alaninebetaine,654769152,NA,NA
221006_Smp_S4_C1_D2_A,S4_C1_D2,A,RC078,beta-Alaninebetaine,1001241920,NA,NA
221006_Smp_S4_C1_D2_B,S4_C1_D2,B,RC078,beta-Alaninebetaine,1060655168,NA,NA
221006_Smp_S4_C1_D2_C,S4_C1_D2,C,RC078,beta-Alaninebetaine,1145243008,NA,NA
221006_Smp_S4_C2_D3_A,S4_C2_D3,A,RC078,beta-Alaninebetaine,1473894016,NA,NA
221006_Smp_S4_C2_D3_B,S4_C2_D3,B,RC078,beta-Alaninebetaine,1826464896,NA,NA
221006_Smp_S4_C2_D3_C,S4_C2_D3,C,RC078,beta-Alaninebetaine,3626104320,NA,NA
221006_Smp_S4_C2_D4_A,S4_C2_D4,A,RC078,beta-Alaninebetaine,4027896064,NA,NA
221006_Smp_S4_C2_D4_B,S4_C2_D4,B,RC078,beta-Alaninebetaine,4116290560,NA,NA
221006_Smp_S4_C2_D4_C,S4_C2_D4,C,RC078,beta-Alaninebetaine,1732150016,NA,NA
221006_Smp_S5_C3_D1_A,S5_C3_D1,A,RC078,beta-Alaninebetaine,1136403584,NA,NA
221006_Smp_S5_C3_D1_B,S5_C3_D1,B,RC078,beta-Alaninebetaine,1435914240,NA,NA
221006_Smp_S5_C3_D1_C,S5_C3_D1,C,RC078,beta-Alaninebetaine,1592712576,NA,NA
221006_Smp_S5_C3_D2_A,S5_C3_D2,A,RC078,beta-Alaninebetaine,5638630400,NA,NA
221006_Smp_S5_C3_D2_B,S5_C3_D2,B,RC078,beta-Alaninebetaine,5873901568,NA,NA
221006_Smp_S5_C3_D2_C,S5_C3_D2,C,RC078,beta-Alaninebetaine,7798592000,NA,NA
221006_Smp_S5_C3_D3_A,S5_C3_D3,A,RC078,beta-Alaninebetaine,1921904128,NA,NA
221006_Smp_S5_C3_D3_B,S5_C3_D3,B,RC078,beta-Alaninebetaine,9458586624,NA,NA
221006_Smp_S5_C3_D3_C,S5_C3_D3,C,RC078,beta-Alaninebetaine,5618544640,NA,NA
221006_Smp_S6_C1_D1_A,S6_C1_D1,A,RC078,beta-Alaninebetaine,13555341312,NA,NA
221006_Smp_S6_C1_D1_B,S6_C1_D1,B,RC078,beta-Alaninebetaine,7902392832,NA,NA
221006_Smp_S6_C1_D1_C,S6_C1_D1,C,RC078,beta-Alaninebetaine,10795876352,NA,NA
221006_Smp_S6_C1_D2_A,S6_C1_D2,A,RC078,beta-Alaninebetaine,4264392960,NA,NA
221006_Smp_S6_C1_D2_B,S6_C1_D2,B,RC078,beta-Alaninebetaine,3008495360,NA,NA
221006_Smp_S6_C1_D2_C,S6_C1_D2,C,RC078,beta-Alaninebetaine,4288562432,NA,NA
221006_Smp_S6_C2_D3_A,S6_C2_D3,A,RC078,beta-Alaninebetaine,914939136,NA,NA
221006_Smp_S6_C2_D3_B,S6_C2_D3,B,RC078,beta-Alaninebetaine,939965120,NA,NA
221006_Smp_S6_C2_D3_C,S6_C2_D3,C,RC078,beta-Alaninebetaine,787540480,NA,NA
221006_Smp_S6_C2_D4_A,S6_C2_D4,A,RC078,beta-Alaninebetaine,1440777984,NA,NA
221006_Smp_S6_C2_D4_B,S6_C2_D4,B,RC078,beta-Alaninebetaine,1418414592,NA,NA
221006_Smp_S6_C2_D4_C,S6_C2_D4,C,RC078,beta-Alaninebetaine,1542097792,NA,NA
221006_Smp_S7_C1_D1_A,S7_C1_D1,A,RC078,beta-Alaninebetaine,2399707904,NA,NA
221006_Smp_S7_C1_D1_B,S7_C1_D1,B,RC078,beta-Alaninebetaine,1491403648,NA,NA
221006_Smp_S7_C1_D1_C,S7_C1_D1,C,RC078,beta-Alaninebetaine,1693687552,NA,NA
221006_Smp_S7_C1_D2_A,S7_C1_D2,A,RC078,beta-Alaninebetaine,2650160128,NA,NA
221006_Smp_S7_C1_D2_B,S7_C1_D2,B,RC078,beta-Alaninebetaine,2682411264,NA,NA
221006_Smp_S7_C1_D2_C,S7_C1_D2,C,RC078,beta-Alaninebetaine,1894701440,NA,NA
221006_Smp_S7_C2_D3_A,S7_C2_D3,A,RC078,beta-Alaninebetaine,1710076800,NA,NA
221006_Smp_S7_C2_D3_B,S7_C2_D3,B,RC078,beta-Alaninebetaine,1705595904,NA,NA
221006_Smp_S7_C2_D3_C,S7_C2_D3,C,RC078,beta-Alaninebetaine,2357516032,NA,NA
221006_Smp_S7_C2_D4_A,S7_C2_D4,A,RC078,beta-Alaninebetaine,2995532544,NA,NA
221006_Smp_S7_C2_D4_B,S7_C2_D4,B,RC078,beta-Alaninebetaine,3014751232,NA,NA
221006_Smp_S7_C2_D4_C,S7_C2_D4,C,RC078,beta-Alaninebetaine,2551088384,NA,NA
221006_Smp_S7_C3_D5_A,S7_C3_D5,A,RC078,beta-Alaninebetaine,9567836160,NA,NA
221006_Smp_S7_C3_D5_B,S7_C3_D5,B,RC078,beta-Alaninebetaine,7231767552,NA,NA
221006_Smp_S7_C3_D5_C,S7_C3_D5,C,RC078,beta-Alaninebetaine,7262106624,NA,NA
221006_Smp_S7_C3_D6_A,S7_C3_D6,A,RC078,beta-Alaninebetaine,8806003712,NA,NA
221006_Smp_S7_C3_D6_B,S7_C3_D6,B,RC078,beta-Alaninebetaine,8221647360,NA,NA
221006_Smp_S7_C3_D6_C,S7_C3_D6,C,RC078,beta-Alaninebetaine,8894652416,NA,NA
221006_Smp_S8_C1_D1_A_2L,S8_C1_D1_A_2L,NA,RC078,beta-Alaninebetaine,508196832,NA,NA
221006_Smp_S8_C1_D1_A_4L,S8_C1_D1_A_4L,NA,RC078,beta-Alaninebetaine,1245136128,NA,NA
221006_Smp_S8_C1_D2_A,S8_C1_D2,A,RC078,beta-Alaninebetaine,358438144,NA,NA
221006_Smp_S1_C1_5m_A,S1_C1_5m,A,RC078,Betonicine,241523216,NA,NA
221006_Smp_S1_C1_5m_B,S1_C1_5m,B,RC078,Betonicine,207397632,NA,NA
221006_Smp_S1_C1_5m_C,S1_C1_5m,C,RC078,Betonicine,206701936,NA,NA
221006_Smp_S1_C1_DCM_A,S1_C1_DCM,A,RC078,Betonicine,133394496,NA,NA
221006_Smp_S1_C1_DCM_B,S1_C1_DCM,B,RC078,Betonicine,235578672,NA,NA
221006_Smp_S1_C1_DCM_C,S1_C1_DCM,C,RC078,Betonicine,133850248,NA,NA
221006_Smp_S2_C1_SRF_A,S2_C1_SRF,A,RC078,Betonicine,80002488,NA,NA
221006_Smp_S2_C1_SRF_B,S2_C1_SRF,B,RC078,Betonicine,103955368,NA,NA
221006_Smp_S2_C1_SRF_C,S2_C1_SRF,C,RC078,Betonicine,125904288,NA,NA
221006_Smp_S2_C2_D1_A,S2_C2_D1,A,RC078,Betonicine,52100284,NA,NA
221006_Smp_S2_C2_D1_B,S2_C2_D1,B,RC078,Betonicine,49891968,NA,NA
221006_Smp_S2_C2_D1_C,S2_C2_D1,C,RC078,Betonicine,39829908,NA,NA
221006_Smp_S2_C2_D2_A,S2_C2_D2,A,RC078,Betonicine,65739620,NA,NA
221006_Smp_S2_C2_D2_B,S2_C2_D2,B,RC078,Betonicine,99509712,NA,NA
221006_Smp_S2_C2_D2_C,S2_C2_D2,C,RC078,Betonicine,84108688,NA,NA
221006_Smp_S2_C3_D3_A,S2_C3_D3,A,RC078,Betonicine,84688928,NA,NA
221006_Smp_S2_C3_D3_B,S2_C3_D3,B,RC078,Betonicine,86972440,NA,NA
221006_Smp_S2_C3_D3_C,S2_C3_D3,C,RC078,Betonicine,83007080,NA,NA
221006_Smp_S2_C3_D4_A,S2_C3_D4,A,RC078,Betonicine,99326416,NA,NA
221006_Smp_S2_C3_D4_B,S2_C3_D4,B,RC078,Betonicine,86558416,NA,NA
221006_Smp_S2_C3_D4_C,S2_C3_D4,C,RC078,Betonicine,93731224,NA,NA
221006_Smp_S2_C4_D5_A,S2_C4_D5,A,RC078,Betonicine,88657136,NA,NA
221006_Smp_S2_C4_D5_B,S2_C4_D5,B,RC078,Betonicine,109910264,NA,NA
221006_Smp_S2_C4_D5_C,S2_C4_D5,C,RC078,Betonicine,97362840,NA,NA
221006_Smp_S2_C4_D6_A,S2_C4_D6,A,RC078,Betonicine,95004728,NA,NA
221006_Smp_S2_C4_D6_B,S2_C4_D6,B,RC078,Betonicine,91535576,NA,NA
221006_Smp_S2_C4_D6_C,S2_C4_D6,C,RC078,Betonicine,84496120,NA,NA
221006_Smp_S3_C1_D1_A,S3_C1_D1,A,RC078,Betonicine,45779260,NA,NA
221006_Smp_S3_C1_D1_B,S3_C1_D1,B,RC078,Betonicine,56181828,NA,NA
221006_Smp_S3_C1_D1_C,S3_C1_D1,C,RC078,Betonicine,47891220,NA,NA
221006_Smp_S3_C1_D2_A,S3_C1_D2,A,RC078,Betonicine,98636448,NA,NA
221006_Smp_S3_C1_D2_B,S3_C1_D2,B,RC078,Betonicine,87821760,NA,NA
221006_Smp_S3_C1_D2_C,S3_C1_D2,C,RC078,Betonicine,85948248,NA,NA
221006_Smp_S3_C2_D3_A,S3_C2_D3,A,RC078,Betonicine,102806640,NA,NA
221006_Smp_S3_C2_D3_B,S3_C2_D3,B,RC078,Betonicine,107065336,NA,NA
221006_Smp_S3_C2_D3_C,S3_C2_D3,C,RC078,Betonicine,106013936,NA,NA
221006_Smp_S3_C2_D4_A,S3_C2_D4,A,RC078,Betonicine,124747016,NA,NA
221006_Smp_S3_C2_D4_B,S3_C2_D4,B,RC078,Betonicine,100629056,NA,NA
221006_Smp_S3_C2_D4_C,S3_C2_D4,C,RC078,Betonicine,94124424,NA,NA
221006_Smp_S4_C1_D1_A,S4_C1_D1,A,RC078,Betonicine,65514088,NA,NA
221006_Smp_S4_C1_D1_B,S4_C1_D1,B,RC078,Betonicine,59651272,NA,NA
221006_Smp_S4_C1_D1_C,S4_C1_D1,C,RC078,Betonicine,57650444,NA,NA
221006_Smp_S4_C1_D2_A,S4_C1_D2,A,RC078,Betonicine,55953012,NA,NA
221006_Smp_S4_C1_D2_B,S4_C1_D2,B,RC078,Betonicine,59531516,NA,NA
221006_Smp_S4_C1_D2_C,S4_C1_D2,C,RC078,Betonicine,64195760,NA,NA
221006_Smp_S4_C2_D3_A,S4_C2_D3,A,RC078,Betonicine,53108956,NA,NA
221006_Smp_S4_C2_D3_B,S4_C2_D3,B,RC078,Betonicine,74194192,NA,NA
221006_Smp_S4_C2_D3_C,S4_C2_D3,C,RC078,Betonicine,88506224,NA,NA
221006_Smp_S4_C2_D4_A,S4_C2_D4,A,RC078,Betonicine,88422704,NA,NA
221006_Smp_S4_C2_D4_B,S4_C2_D4,B,RC078,Betonicine,97383944,NA,NA
221006_Smp_S4_C2_D4_C,S4_C2_D4,C,RC078,Betonicine,66873024,NA,NA
221006_Smp_S5_C3_D1_A,S5_C3_D1,A,RC078,Betonicine,48758296,NA,NA
221006_Smp_S5_C3_D1_B,S5_C3_D1,B,RC078,Betonicine,54907340,NA,NA
221006_Smp_S5_C3_D1_C,S5_C3_D1,C,RC078,Betonicine,61979600,NA,NA
221006_Smp_S5_C3_D2_A,S5_C3_D2,A,RC078,Betonicine,73682808,NA,NA
221006_Smp_S5_C3_D2_B,S5_C3_D2,B,RC078,Betonicine,90838096,NA,NA
221006_Smp_S5_C3_D2_C,S5_C3_D2,C,RC078,Betonicine,95370344,NA,NA
221006_Smp_S5_C3_D3_A,S5_C3_D3,A,RC078,Betonicine,26379624,NA,NA
221006_Smp_S5_C3_D3_B,S5_C3_D3,B,RC078,Betonicine,115796800,NA,NA
221006_Smp_S5_C3_D3_C,S5_C3_D3,C,RC078,Betonicine,74432976,NA,NA
221006_Smp_S6_C1_D1_A,S6_C1_D1,A,RC078,Betonicine,70207048,NA,NA
221006_Smp_S6_C1_D1_B,S6_C1_D1,B,RC078,Betonicine,58227956,NA,NA
221006_Smp_S6_C1_D1_C,S6_C1_D1,C,RC078,Betonicine,72901128,NA,NA
221006_Smp_S6_C1_D2_A,S6_C1_D2,A,RC078,Betonicine,50449096,NA,NA
221006_Smp_S6_C1_D2_B,S6_C1_D2,B,RC078,Betonicine,37913396,NA,NA
221006_Smp_S6_C1_D2_C,S6_C1_D2,C,RC078,Betonicine,51667432,NA,NA
221006_Smp_S6_C2_D3_A,S6_C2_D3,A,RC078,Betonicine,40416560,NA,NA
221006_Smp_S6_C2_D3_B,S6_C2_D3,B,RC078,Betonicine,37463368,NA,NA
221006_Smp_S6_C2_D3_C,S6_C2_D3,C,RC078,Betonicine,36245040,NA,NA
221006_Smp_S6_C2_D4_A,S6_C2_D4,A,RC078,Betonicine,52014020,NA,NA
221006_Smp_S6_C2_D4_B,S6_C2_D4,B,RC078,Betonicine,42191160,NA,NA
221006_Smp_S6_C2_D4_C,S6_C2_D4,C,RC078,Betonicine,51363484,NA,NA
221006_Smp_S7_C1_D1_A,S7_C1_D1,A,RC078,Betonicine,250721920,NA,NA
221006_Smp_S7_C1_D1_B,S7_C1_D1,B,RC078,Betonicine,239102240,NA,NA
221006_Smp_S7_C1_D1_C,S7_C1_D1,C,RC078,Betonicine,245991328,NA,NA
221006_Smp_S7_C1_D2_A,S7_C1_D2,A,RC078,Betonicine,198601584,NA,NA
221006_Smp_S7_C1_D2_B,S7_C1_D2,B,RC078,Betonicine,207785760,NA,NA
221006_Smp_S7_C1_D2_C,S7_C1_D2,C,RC078,Betonicine,184486160,NA,NA
221006_Smp_S7_C2_D3_A,S7_C2_D3,A,RC078,Betonicine,300487264,NA,NA
221006_Smp_S7_C2_D3_B,S7_C2_D3,B,RC078,Betonicine,308087040,NA,NA
221006_Smp_S7_C2_D3_C,S7_C2_D3,C,RC078,Betonicine,336004320,NA,NA
221006_Smp_S7_C2_D4_A,S7_C2_D4,A,RC078,Betonicine,524335392,NA,NA
221006_Smp_S7_C2_D4_B,S7_C2_D4,B,RC078,Betonicine,552023488,NA,NA
221006_Smp_S7_C2_D4_C,S7_C2_D4,C,RC078,Betonicine,501168832,NA,NA
221006_Smp_S7_C3_D5_A,S7_C3_D5,A,RC078,Betonicine,1185492096,NA,NA
221006_Smp_S7_C3_D5_B,S7_C3_D5,B,RC078,Betonicine,943990400,NA,NA
221006_Smp_S7_C3_D5_C,S7_C3_D5,C,RC078,Betonicine,978228992,NA,NA
221006_Smp_S7_C3_D6_A,S7_C3_D6,A,RC078,Betonicine,1082164736,NA,NA
221006_Smp_S7_C3_D6_B,S7_C3_D6,B,RC078,Betonicine,1008741056,NA,NA
221006_Smp_S7_C3_D6_C,S7_C3_D6,C,RC078,Betonicine,1096270592,NA,NA
221006_Smp_S8_C1_D1_A_2L,S8_C1_D1_A_2L,NA,RC078,Betonicine,37581236,NA,NA
221006_Smp_S8_C1_D1_A_4L,S8_C1_D1_A_4L,NA,RC078,Betonicine,94346912,NA,NA
221006_Smp_S8_C1_D2_A,S8_C1_D2,A,RC078,Betonicine,33084638,NA,NA
221006_Smp_S1_C1_5m_A,S1_C1_5m,A,RC078,Dimethylsulfonioacetate,404145472,NA,NA
221006_Smp_S1_C1_5m_B,S1_C1_5m,B,RC078,Dimethylsulfonioacetate,411770944,NA,NA
221006_Smp_S1_C1_5m_C,S1_C1_5m,C,RC078,Dimethylsulfonioacetate,403239328,NA,NA
221006_Smp_S1_C1_DCM_A,S1_C1_DCM,A,RC078,Dimethylsulfonioacetate,251999008,NA,NA
221006_Smp_S1_C1_DCM_B,S1_C1_DCM,B,RC078,Dimethylsulfonioacetate,489910720,NA,NA
221006_Smp_S1_C1_DCM_C,S1_C1_DCM,C,RC078,Dimethylsulfonioacetate,185257312,NA,NA
221006_Smp_S2_C1_SRF_A,S2_C1_SRF,A,RC078,Dimethylsulfonioacetate,511215872,NA,NA
221006_Smp_S2_C1_SRF_B,S2_C1_SRF,B,RC078,Dimethylsulfonioacetate,474784960,NA,NA
221006_Smp_S2_C1_SRF_C,S2_C1_SRF,C,RC078,Dimethylsulfonioacetate,652364608,NA,NA
221006_Smp_S2_C2_D1_A,S2_C2_D1,A,RC078,Dimethylsulfonioacetate,97726608,NA,NA
221006_Smp_S2_C2_D1_B,S2_C2_D1,B,RC078,Dimethylsulfonioacetate,88830792,NA,NA
221006_Smp_S2_C2_D1_C,S2_C2_D1,C,RC078,Dimethylsulfonioacetate,66765032,NA,NA
221006_Smp_S2_C2_D2_A,S2_C2_D2,A,RC078,Dimethylsulfonioacetate,144582640,NA,NA
