Name,SampID,Cruise,EE.adjust.conc,Empirical_Formula,C,N,Nmol.C,Nmol.N
Betonicine,240102_Smp_RC078_CXBLK_C,KinExp,0.0055859563262540485,C7H13NO3,7,1,0.03910169428377834,0.0055859563262540485
Betonicine,240102_Smp_RC078_S7_C3_D6_A,KinExp,2.1520362275470757,C7H13NO3,7,1,15.06425359282953,2.1520362275470757
Betonicine,240102_Smp_RC078_S7_C3_D6_B,KinExp,2.354043413468309,C7H13NO3,7,1,16.478303894278163,2.354043413468309
Betonicine,240102_Smp_RC078_S7_C3_D6_C,KinExp,2.402603746375076,C7H13NO3,7,1,16.818226224625533,2.402603746375076
Betonicine,240102_Smp_RC078_UKH1_A,KinExp,0.03905251175340388,C7H13NO3,7,1,0.2733675822738272,0.03905251175340388
Betonicine,240102_Smp_RC078_UKH1_B,KinExp,0.05145199829574889,C7H13NO3,7,1,0.36016398807024225,0.05145199829574889
Betonicine,240102_Smp_RC078_UKH1_C,KinExp,0.06239008351489393,C7H13NO3,7,1,0.4367305846042575,0.06239008351489393
Betonicine,240102_Smp_RC078_UKH2_A,KinExp,0.14411571123186373,C7H13NO3,7,1,1.008809978623046,0.14411571123186373
Betonicine,240102_Smp_RC078_UKH2_B,KinExp,0.11181857083893236,C7H13NO3,7,1,0.7827299958725266,0.11181857083893236
Betonicine,240102_Smp_RC078_UKH2_C,KinExp,0.12160918449458771,C7H13NO3,7,1,0.851264291462114,0.12160918449458771
Betonicine,240102_Smp_RC104_UCH1_A,KinExp,0.03235048288022687,C7H13NO3,7,1,0.22645338016158809,0.03235048288022687
Betonicine,240102_Smp_RC104_UCH1_B,KinExp,0.023807872409142717,C7H13NO3,7,1,0.166655106863999,0.023807872409142717
Betonicine,240102_Smp_RC104_UCH1_C,KinExp,0.03239187304211901,C7H13NO3,7,1,0.22674311129483307,0.03239187304211901
Betonicine,240102_Smp_RC104_UKH1_A,KinExp,0.028242813355749716,C7H13NO3,7,1,0.19769969349024802,0.028242813355749716
Betonicine,240102_Smp_RC104_UKH1_B,KinExp,0.026491076839732484,C7H13NO3,7,1,0.1854375378781274,0.026491076839732484
Betonicine,240102_Smp_RC104_UKH1_C,KinExp,0.029519215394345367,C7H13NO3,7,1,0.20663450776041756,0.029519215394345367
Betonicine,240415_Poo_D1-CXSPE_Full1,RC078,0.20751755652392004,C7H13NO3,7,1,1.4526228956674403,0.20751755652392004
Betonicine,240415_Poo_D1-CXSPE_Full2,RC078,0.19700959519435493,C7H13NO3,7,1,1.3790671663604845,0.19700959519435493
Betonicine,240415_Poo_D1-CXSPE_Full3,RC078,0.2159892457032458,C7H13NO3,7,1,1.5119247199227206,0.2159892457032458
Betonicine,240415_Poo_D1-CXSPE_Half1,RC078,0.20467147585180834,C7H13NO3,7,1,1.4327003309626583,0.20467147585180834
Betonicine,240415_Poo_D1-CXSPE_Half2,RC078,0.22528817558974734,C7H13NO3,7,1,1.5770172291282314,0.22528817558974734
