SampID,cruise,exp,treatment,rep,Area,Fragment_mz,blk.slope,slope,std.error.slope,intercept,std.error.intercept,std_error,treatment_conc,nM.in.vial,blk.conc,nM.in.vial.adj,se.nM.in.vial.adj,Cruise,Exp,Treatment,Vol_Filt_L,Spike_time,Filt_time_start,Filt_time_end,exp_time,filt_time,incubation_time1,incubation_time2,nM.in.smp,se.nM.in.smp,nM.per.hour.1,nM.per.hour.2,se.nM.per.hour.1,se.nM.per.hour.2
TN397_UCH1_Hom_B,TN397,UCH1,Hom,B,379556096,97.0954,0.2318965797530301,1080199.579428572,65993.27738131356,417369548.7999999,7560479.723952161,0.06109359662611991,50,351.3758968511967,11.594828987651505,339.7810678635452,21.46681730636813,TN397,UCH1,Homarine,2,2021-11-23T14:42:00Z,2021-11-23T15:13:00Z,2021-11-23T15:23:00Z,31,10,36,41,0.06795621357270903,0.004151689500249541,0.11326035595451506,0.09944811742347663,0.006919482500415902,0.006075643171096889
TN397_UCH1_Hom_C,TN397,UCH1,Hom,C,403650656,97.0954,0.2318965797530301,1080199.579428572,65993.27738131356,417369548.7999999,7560479.723952161,0.06109359662611991,50,373.6815526382005,11.594828987651505,362.086723650549,22.82955004350042,TN397,UCH1,Homarine,2,2021-11-23T14:42:00Z,2021-11-23T15:13:00Z,2021-11-23T15:20:00Z,31,7,34.5,38,0.0724173447301098,0.004424236047675998,0.12594320822627791,0.11434317588964706,0.00769432356117565,0.006985635864751576
TN397_UCH1_TMAO_A,TN397,UCH1,TMAO,A,178376496,97.0954,0.2318965797530301,1080199.579428572,65993.27738131356,417369548.7999999,7560479.723952161,0.06109359662611991,50,165.13290636010206,11.594828987651505,153.53807737245054,10.088563170862907,TN397,UCH1,TMAO,2,2021-11-23T15:43:00Z,2021-11-23T16:03:00Z,2021-11-23T16:16:00Z,20,13,26.5,33,0.030707615474490108,0.0018760386731484964,0.06952667654601534,0.05583202813543656,0.004247634731656973,0.0034109794057245388
TN397_UCH1_TMAO_B,TN397,UCH1,TMAO,B,239230448,97.0954,0.2318965797530301,1080199.579428572,65993.27738131356,417369548.7999999,7560479.723952161,0.06109359662611991,50,221.46874758695375,11.594828987651505,209.87391859930224,13.530322330369321,TN397,UCH1,TMAO,2,2021-11-23T15:43:00Z,2021-11-23T16:04:00Z,2021-11-23T16:21:00Z,21,17,29.5,38,0.041974783719860444,0.002564390505049779,0.08537244146412294,0.0662759742945165,0.005215709501796161,0.004049037639552283
TN397_UCH1_TMAO_C,TN397,UCH1,TMAO,C,205264048,97.0954,0.2318965797530301,1080199.579428572,65993.27738131356,417369548.7999999,7560479.723952161,0.06109359662611991,50,190.02418803808936,11.594828987651505,178.42935905043785,11.609261093204992,TN397,UCH1,TMAO,2,2021-11-23T15:43:00Z,2021-11-23T16:04:00Z,2021-11-23T16:17:00Z,21,13,27.5,34,0.03568587181008757,0.0021801782576169135,0.07786008394928197,0.06297506790015453,0.004756752562073266,0.0038473733957945532
TN397_UCH1_Trig_A,TN397,UCH1,Trig,A,78252992,97.0954,0.2318965797530301,1080199.579428572,65993.27738131356,417369548.7999999,7560479.723952161,0.06109359662611991,50,72.44308689825264,11.594828987651505,60.84825791060114,4.4258087293127994,TN397,UCH1,Trigonelline,2,2021-11-23T16:00:00Z,2021-11-23T16:32:00Z,2021-11-23T16:42:00Z,32,10,37,42,0.012169651582120227,7.434877848384752e-4,0.019734570133167935,0.01738521654588604,0.0012056558673056354,0.0010621254069121074
TN397_UCH1_Trig_B,TN397,UCH1,Trig,B,87626120,97.0954,0.2318965797530301,1080199.579428572,65993.27738131356,417369548.7999999,7560479.723952161,0.06109359662611991,50,81.12030560718642,11.594828987651505,69.52547661953491,4.955931228953021,TN397,UCH1,Trigonelline,2,2021-11-23T16:00:00Z,2021-11-23T16:32:00Z,2021-11-23T16:40:00Z,32,8,36,40,0.013905095323906982,8.495122847665194e-4,0.023175158873178305,0.020857642985860476,0.001415853807944199,0.0012742684271497791
TN397_UCH1_Trig_C,TN397,UCH1,Trig,C,97128288,97.0954,0.2318965797530301,1080199.579428572,65993.27738131356,417369548.7999999,7560479.723952161,0.06109359662611991,50,89.91698372200912,11.594828987651505,78.32215473435761,5.493351933349816,TN397,UCH1,Trigonelline,2,2021-11-23T16:00:00Z,2021-11-23T16:32:00Z,2021-11-23T16:42:00Z,32,10,37,42,0.015664430946871522,9.569964256458783e-4,0.02540177991384571,0.022377758495530746,0.0015518860956419648,0.0013671377509226834
TN397_UKH4_5nM_A,TN397,UKH4,5nM,A,73624344,97.0954,0.2318965797530301,1493289.5077142855,34579.30900081718,936556.700000016,3961557.524387812,0.02315646686203953,5,49.303463005438,1.1594828987651504,48.14398010667285,1.141694007269217,TN397,UKH4,5nM,2,2021-12-05T13:15:00Z,2021-12-05T13:45:00Z,2021-12-05T14:02:00Z,30,17,38.5,47,0.00962879602133457,2.2296889598937204e-4,0.015005915877404524,0.01229208002723562,3.4748399374967065e-4,2.846411438162196e-4
TN397_UKH4_5nM_B,TN397,UKH4,5nM,B,66613448,97.0954,0.2318965797530301,1493289.5077142855,34579.30900081718,936556.700000016,3961557.524387812,0.02315646686203953,5,44.60852879222487,1.1594828987651504,43.44904589345972,1.0329759187414913,TN397,UKH4,5nM,2,2021-12-05T13:15:00Z,2021-12-05T13:45:00Z,2021-12-05T14:05:00Z,30,20,40,50,0.008689809178691943,2.0122527828382692e-4,0.013034713768037914,0.01042777101443033,3.018379174257404e-4,2.4147033394059228e-4
TN397_UKH4_5nM_C,TN397,UKH4,5nM,C,64891404,97.0954,0.2318965797530301,1493289.5077142855,34579.30900081718,936556.700000016,3961557.524387812,0.02315646686203953,5,43.455340484730584,1.1594828987651504,42.295857585965436,1.0062721519133087,TN397,UKH4,5nM,2,2021-12-05T13:15:00Z,2021-12-05T13:45:00Z,2021-12-05T13:57:00Z,30,12,36,42,0.008459171517193087,1.9588452491819036e-4,0.014098619195321812,0.012084530738847268,3.2647420819698395e-4,2.798350355974148e-4
TN397_UKH4_10nM_A,TN397,UKH4,10nM,A,142600192,97.0954,0.2318965797530301,1493289.5077142855,34579.30900081718,936556.700000016,3961557.524387812,0.02315646686203953,10,95.49400251145676,2.318965797530301,93.17503671392646,2.211303704680068,TN397,UKH4,10nM,2,2021-12-05T13:40:00Z,2021-12-05T14:13:00Z,2021-12-05T14:27:00Z,33,14,40,47,0.018635007342785292,4.3152093000707094e-4,0.02795251101417794,0.023789371075896116,6.472813950106065e-4,5.508777829877501e-4
