SampID,Batch,Organism,Compound,Area,min.area.flag,blk.flag,smp.remove
220111_Smp_Och_C_pos,Bacteria,OCh114,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA7_A_pos,Bacteria,SA7,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA7_B_pos,Bacteria,SA7,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA7_C_pos,Bacteria,SA7,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA11_A_pos,Bacteria,SA11,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA11_B_pos,Bacteria,SA11,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA11_C_pos,Bacteria,SA11,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA16_A_pos,Bacteria,SA16,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA16_B_pos,Bacteria,SA16,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA16_C_pos,Bacteria,SA16,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA36_A_pos,Bacteria,SA36,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA36_B_pos,Bacteria,SA36,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA36_C_pos,Bacteria,SA36,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA42_A_pos,Bacteria,SA42,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA44_B_pos,Bacteria,SA44,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA44_C_pos,Bacteria,SA44,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA48_A_pos,Bacteria,SA48,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA48_B_pos,Bacteria,SA48,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA48_C_pos,Bacteria,SA48,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA53_A_pos,Bacteria,SA53,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA53_B_pos,Bacteria,SA53,Homarine,48419,NA,NA,NA
220111_Smp_SA53_C_pos,Bacteria,SA53,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA55_A_pos,Bacteria,SA55,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA55_B_pos,Bacteria,SA55,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA55_C_pos,Bacteria,SA55,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA59_A_pos,Bacteria,SA59,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA59_B_pos,Bacteria,SA59,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA59_C_pos,Bacteria,SA59,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA60_A_pos,Bacteria,SA60,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SA60_B_pos,Bacteria,SA60,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp1_pos,Bacteria,Nmar,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp2_pos,Bacteria,Nmar,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp3_pos,Bacteria,Nmar,Homarine,71264,NA,NA,NA
220111_Smp_SCM1_St1_pos,Bacteria,Nmar,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St2_pos,Bacteria,Nmar,Homarine,2847.5,Flag,NA,Smp_Remove
220111_Smp_SCM1_St3_pos,Bacteria,Nmar,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St4_pos,Bacteria,Nmar,Homarine,2847.5,Flag,Flag,Smp_Remove
220111_Smp_DSS3_A_pos,Bacteria,DSS3,Proline betaine,405051,NA,NA,NA
220111_Smp_DSS3_B_pos,Bacteria,DSS3,Proline betaine,312119,NA,NA,NA
220111_Smp_DSS3_C_pos,Bacteria,DSS3,Proline betaine,644170,NA,NA,NA
220111_Smp_Och_A_pos,Bacteria,OCh114,Proline betaine,6122,Flag,Flag,Smp_Remove
220111_Smp_Och_B_pos,Bacteria,OCh114,Proline betaine,6122,Flag,Flag,Smp_Remove
220111_Smp_Och_C_pos,Bacteria,OCh114,Proline betaine,6122,Flag,Flag,Smp_Remove
220111_Smp_SA7_A_pos,Bacteria,SA7,Proline betaine,47104,NA,NA,NA
220111_Smp_SA7_B_pos,Bacteria,SA7,Proline betaine,6122,Flag,Flag,Smp_Remove
220111_Smp_SA7_C_pos,Bacteria,SA7,Proline betaine,6122,Flag,Flag,Smp_Remove
220111_Smp_SA11_A_pos,Bacteria,SA11,Proline betaine,571851,NA,NA,NA
220111_Smp_SA11_B_pos,Bacteria,SA11,Proline betaine,881154,NA,NA,NA
220111_Smp_SA11_C_pos,Bacteria,SA11,Proline betaine,288845,NA,NA,NA
220111_Smp_SA16_A_pos,Bacteria,SA16,Proline betaine,4116702,NA,NA,NA
220111_Smp_SA16_B_pos,Bacteria,SA16,Proline betaine,924024,NA,NA,NA
220111_Smp_SA16_C_pos,Bacteria,SA16,Proline betaine,1462420,NA,NA,NA
220111_Smp_SA36_A_pos,Bacteria,SA36,Proline betaine,659350,NA,NA,NA
220111_Smp_SA36_B_pos,Bacteria,SA36,Proline betaine,1147878,NA,NA,NA
220111_Smp_SA36_C_pos,Bacteria,SA36,Proline betaine,1036763,NA,NA,NA
220111_Smp_SA42_A_pos,Bacteria,SA42,Proline betaine,1527795,NA,NA,NA
220111_Smp_SA44_B_pos,Bacteria,SA44,Proline betaine,3795679,NA,NA,NA
220111_Smp_SA44_C_pos,Bacteria,SA44,Proline betaine,3312564,NA,NA,NA
220111_Smp_SA48_A_pos,Bacteria,SA48,Proline betaine,427959,NA,NA,NA
220111_Smp_SA48_B_pos,Bacteria,SA48,Proline betaine,502875,NA,NA,NA
220111_Smp_SA48_C_pos,Bacteria,SA48,Proline betaine,952978,NA,NA,NA
220111_Smp_SA53_A_pos,Bacteria,SA53,Proline betaine,1771178,NA,NA,NA
220111_Smp_SA53_B_pos,Bacteria,SA53,Proline betaine,2142556,NA,NA,NA
220111_Smp_SA53_C_pos,Bacteria,SA53,Proline betaine,2064764,NA,NA,NA
220111_Smp_SA55_A_pos,Bacteria,SA55,Proline betaine,125202,NA,NA,NA
220111_Smp_SA55_B_pos,Bacteria,SA55,Proline betaine,162245,NA,NA,NA
220111_Smp_SA55_C_pos,Bacteria,SA55,Proline betaine,6122,Flag,Flag,NA
220111_Smp_SA59_A_pos,Bacteria,SA59,Proline betaine,98658,NA,NA,NA
220111_Smp_SA59_B_pos,Bacteria,SA59,Proline betaine,455722,NA,NA,NA
220111_Smp_SA59_C_pos,Bacteria,SA59,Proline betaine,145591,NA,NA,NA
220111_Smp_SA60_A_pos,Bacteria,SA60,Proline betaine,6122,Flag,Flag,Smp_Remove
220111_Smp_SA60_B_pos,Bacteria,SA60,Proline betaine,6122,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp1_pos,Bacteria,Nmar,Proline betaine,1992.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp2_pos,Bacteria,Nmar,Proline betaine,1992.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp3_pos,Bacteria,Nmar,Proline betaine,1992.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St1_pos,Bacteria,Nmar,Proline betaine,1992.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St2_pos,Bacteria,Nmar,Proline betaine,1992.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St3_pos,Bacteria,Nmar,Proline betaine,1992.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St4_pos,Bacteria,Nmar,Proline betaine,1992.25,Flag,NA,Smp_Remove
220111_Smp_DSS3_A_pos,Bacteria,DSS3,Trigonelline,183076,NA,NA,NA
220111_Smp_DSS3_B_pos,Bacteria,DSS3,Trigonelline,153706,NA,NA,NA
220111_Smp_DSS3_C_pos,Bacteria,DSS3,Trigonelline,133939,NA,NA,NA
220111_Smp_Och_A_pos,Bacteria,OCh114,Trigonelline,6263.25,Flag,Flag,Smp_Remove
220111_Smp_Och_B_pos,Bacteria,OCh114,Trigonelline,6263.25,Flag,Flag,Smp_Remove
220111_Smp_Och_C_pos,Bacteria,OCh114,Trigonelline,6263.25,Flag,Flag,Smp_Remove
220111_Smp_SA7_A_pos,Bacteria,SA7,Trigonelline,164258,NA,NA,NA
220111_Smp_SA7_B_pos,Bacteria,SA7,Trigonelline,197543,NA,NA,NA
220111_Smp_SA7_C_pos,Bacteria,SA7,Trigonelline,375196,NA,NA,NA
220111_Smp_SA11_A_pos,Bacteria,SA11,Trigonelline,219121,NA,NA,NA
220111_Smp_SA11_B_pos,Bacteria,SA11,Trigonelline,488014,NA,NA,NA
220111_Smp_SA11_C_pos,Bacteria,SA11,Trigonelline,52134,NA,NA,NA
220111_Smp_SA16_A_pos,Bacteria,SA16,Trigonelline,49045,NA,NA,NA
220111_Smp_SA16_B_pos,Bacteria,SA16,Trigonelline,148252,NA,NA,NA
220111_Smp_SA16_C_pos,Bacteria,SA16,Trigonelline,177322,NA,NA,NA
220111_Smp_SA36_A_pos,Bacteria,SA36,Trigonelline,117875,NA,NA,NA
220111_Smp_SA36_B_pos,Bacteria,SA36,Trigonelline,303971,NA,NA,NA
220111_Smp_SA36_C_pos,Bacteria,SA36,Trigonelline,6142941,NA,NA,NA
220111_Smp_SA42_A_pos,Bacteria,SA42,Trigonelline,3117552,NA,NA,NA
220111_Smp_SA44_B_pos,Bacteria,SA44,Trigonelline,4919396,NA,NA,NA
220111_Smp_SA44_C_pos,Bacteria,SA44,Trigonelline,10935980,NA,NA,NA
220111_Smp_SA48_A_pos,Bacteria,SA48,Trigonelline,6263.25,Flag,Flag,NA
220111_Smp_SA48_B_pos,Bacteria,SA48,Trigonelline,54217,NA,NA,NA
220111_Smp_SA48_C_pos,Bacteria,SA48,Trigonelline,55504,NA,NA,NA
220111_Smp_SA53_A_pos,Bacteria,SA53,Trigonelline,6263.25,Flag,Flag,Smp_Remove
220111_Smp_SA53_B_pos,Bacteria,SA53,Trigonelline,6263.25,Flag,Flag,Smp_Remove
220111_Smp_SA53_C_pos,Bacteria,SA53,Trigonelline,6263.25,Flag,Flag,Smp_Remove
220111_Smp_SA55_A_pos,Bacteria,SA55,Trigonelline,2755684,NA,NA,NA
220111_Smp_SA55_B_pos,Bacteria,SA55,Trigonelline,3495846,NA,NA,NA
220111_Smp_SA55_C_pos,Bacteria,SA55,Trigonelline,435846,NA,NA,NA
220111_Smp_SA59_A_pos,Bacteria,SA59,Trigonelline,172834,NA,NA,NA
220111_Smp_SA59_B_pos,Bacteria,SA59,Trigonelline,96039,NA,NA,NA
220111_Smp_SA59_C_pos,Bacteria,SA59,Trigonelline,394047,NA,NA,NA
220111_Smp_SA60_A_pos,Bacteria,SA60,Trigonelline,562418,NA,NA,NA
220111_Smp_SA60_B_pos,Bacteria,SA60,Trigonelline,199827,NA,NA,NA
220111_Smp_SCM1_Exp1_pos,Bacteria,Nmar,Trigonelline,10897,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp2_pos,Bacteria,Nmar,Trigonelline,10897,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp3_pos,Bacteria,Nmar,Trigonelline,72656,NA,NA,NA
220111_Smp_SCM1_St1_pos,Bacteria,Nmar,Trigonelline,10897,NA,Flag,Smp_Remove
220111_Smp_SCM1_St2_pos,Bacteria,Nmar,Trigonelline,10897,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St3_pos,Bacteria,Nmar,Trigonelline,70084,NA,NA,NA
220111_Smp_SCM1_St4_pos,Bacteria,Nmar,Trigonelline,10897,Flag,Flag,Smp_Remove
220111_Smp_DSS3_A_pos,Bacteria,DSS3,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_DSS3_B_pos,Bacteria,DSS3,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_DSS3_C_pos,Bacteria,DSS3,Trimethylamine N-oxide,107538,NA,NA,NA
220111_Smp_Och_A_pos,Bacteria,OCh114,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_Och_B_pos,Bacteria,OCh114,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_Och_C_pos,Bacteria,OCh114,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA7_A_pos,Bacteria,SA7,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA7_B_pos,Bacteria,SA7,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA7_C_pos,Bacteria,SA7,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA11_A_pos,Bacteria,SA11,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA11_B_pos,Bacteria,SA11,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA11_C_pos,Bacteria,SA11,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA16_A_pos,Bacteria,SA16,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA16_B_pos,Bacteria,SA16,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA16_C_pos,Bacteria,SA16,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA36_A_pos,Bacteria,SA36,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA36_B_pos,Bacteria,SA36,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA36_C_pos,Bacteria,SA36,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA42_A_pos,Bacteria,SA42,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA44_B_pos,Bacteria,SA44,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA44_C_pos,Bacteria,SA44,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA48_A_pos,Bacteria,SA48,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA48_B_pos,Bacteria,SA48,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA48_C_pos,Bacteria,SA48,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA53_A_pos,Bacteria,SA53,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA53_B_pos,Bacteria,SA53,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA53_C_pos,Bacteria,SA53,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA55_A_pos,Bacteria,SA55,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA55_B_pos,Bacteria,SA55,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA55_C_pos,Bacteria,SA55,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA59_A_pos,Bacteria,SA59,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SA59_B_pos,Bacteria,SA59,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA59_C_pos,Bacteria,SA59,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA60_A_pos,Bacteria,SA60,Trimethylamine N-oxide,1975.75,Flag,Flag,Smp_Remove
220111_Smp_SA60_B_pos,Bacteria,SA60,Trimethylamine N-oxide,1975.75,Flag,NA,Smp_Remove
220111_Smp_SCM1_Exp1_pos,Bacteria,Nmar,Trimethylamine N-oxide,19469.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp2_pos,Bacteria,Nmar,Trimethylamine N-oxide,19469.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_Exp3_pos,Bacteria,Nmar,Trimethylamine N-oxide,19469.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St1_pos,Bacteria,Nmar,Trimethylamine N-oxide,19469.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St2_pos,Bacteria,Nmar,Trimethylamine N-oxide,19469.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St3_pos,Bacteria,Nmar,Trimethylamine N-oxide,19469.25,Flag,Flag,Smp_Remove
220111_Smp_SCM1_St4_pos,Bacteria,Nmar,Trimethylamine N-oxide,19469.25,Flag,Flag,Smp_Remove
211221_Smp_1314P_A_pos,Cyano,1314P,beta-Alaninebetaine,11129.5,Flag,Flag,Smp_Remove
211221_Smp_1314P_B_pos,Cyano,1314P,beta-Alaninebetaine,11129.5,Flag,Flag,Smp_Remove
211221_Smp_1314P_C_pos,Cyano,1314P,beta-Alaninebetaine,11129.5,Flag,Flag,Smp_Remove
211221_Smp_7803_B_pos,Cyano,7803,beta-Alaninebetaine,69378,NA,NA,NA
211221_Smp_7803_F_pos,Cyano,7803,beta-Alaninebetaine,1176674,NA,NA,NA
211221_Smp_8102_A_pos,Cyano,8102,beta-Alaninebetaine,0,Flag,Flag,Smp_Remove
211221_Smp_8102_F_pos,Cyano,8102,beta-Alaninebetaine,0,Flag,Flag,Smp_Remove
211221_Smp_8501_B_pos,Cyano,WH8501,beta-Alaninebetaine,7267,Flag,Flag,Smp_Remove
211221_Smp_8501_C_pos,Cyano,WH8501,beta-Alaninebetaine,7267,Flag,Flag,Smp_Remove
211221_Smp_8501_D_pos,Cyano,WH8501,beta-Alaninebetaine,107155,NA,NA,NA
211221_Smp_As9601_A_pos,Cyano,As9601,beta-Alaninebetaine,0,Flag,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,beta-Alaninebetaine,0,Flag,NA,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,beta-Alaninebetaine,0,Flag,NA,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,beta-Alaninebetaine,0,Flag,Flag,Smp_Remove
211221_Smp_MED4_E_pos,Cyano,MED4,beta-Alaninebetaine,0,Flag,Flag,Smp_Remove
211221_Smp_MED4_F_pos,Cyano,MED4,beta-Alaninebetaine,0,Flag,Flag,Smp_Remove
211221_Smp_Nat_A_pos,Cyano,NATL2A,beta-Alaninebetaine,0,Flag,NA,Smp_Remove
211221_Smp_Nat_B_pos,Cyano,NATL2A,beta-Alaninebetaine,0,Flag,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,beta-Alaninebetaine,161262,NA,NA,NA
211221_Smp_1314P_A_pos,Cyano,1314P,Betonicine,1887,Flag,Flag,Smp_Remove
211221_Smp_1314P_B_pos,Cyano,1314P,Betonicine,1887,Flag,Flag,Smp_Remove
211221_Smp_1314P_C_pos,Cyano,1314P,Betonicine,1887,Flag,Flag,Smp_Remove
211221_Smp_7803_B_pos,Cyano,7803,Betonicine,2676,Flag,Flag,Smp_Remove
211221_Smp_7803_F_pos,Cyano,7803,Betonicine,2676,Flag,Flag,Smp_Remove
211221_Smp_8102_A_pos,Cyano,8102,Betonicine,2676,Flag,Flag,Smp_Remove
211221_Smp_8102_F_pos,Cyano,8102,Betonicine,2676,Flag,NA,Smp_Remove
211221_Smp_8501_B_pos,Cyano,WH8501,Betonicine,0,Flag,NA,Smp_Remove
211221_Smp_8501_C_pos,Cyano,WH8501,Betonicine,0,Flag,NA,Smp_Remove
211221_Smp_8501_D_pos,Cyano,WH8501,Betonicine,0,Flag,Flag,Smp_Remove
211221_Smp_As9601_A_pos,Cyano,As9601,Betonicine,2436.5,Flag,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,Betonicine,2436.5,Flag,Flag,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,Betonicine,2436.5,Flag,Flag,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,Betonicine,2676,Flag,Flag,Smp_Remove
211221_Smp_MED4_E_pos,Cyano,MED4,Betonicine,2676,Flag,Flag,Smp_Remove
211221_Smp_MED4_F_pos,Cyano,MED4,Betonicine,2676,Flag,NA,Smp_Remove
211221_Smp_Nat_A_pos,Cyano,NATL2A,Betonicine,3627,Flag,Flag,Smp_Remove
211221_Smp_Nat_B_pos,Cyano,NATL2A,Betonicine,3627,Flag,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,Betonicine,3627,Flag,Flag,Smp_Remove
211221_Smp_1314P_A_pos,Cyano,1314P,Dimethylsulfonioacetate,3346,Flag,Flag,Smp_Remove
211221_Smp_1314P_B_pos,Cyano,1314P,Dimethylsulfonioacetate,3346,Flag,Flag,Smp_Remove
211221_Smp_1314P_C_pos,Cyano,1314P,Dimethylsulfonioacetate,3346,Flag,Flag,Smp_Remove
211221_Smp_7803_B_pos,Cyano,7803,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_7803_F_pos,Cyano,7803,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_8102_A_pos,Cyano,8102,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_8102_F_pos,Cyano,8102,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_8501_B_pos,Cyano,WH8501,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_8501_C_pos,Cyano,WH8501,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_8501_D_pos,Cyano,WH8501,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_As9601_A_pos,Cyano,As9601,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_MED4_E_pos,Cyano,MED4,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_MED4_F_pos,Cyano,MED4,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_Nat_A_pos,Cyano,NATL2A,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_Nat_B_pos,Cyano,NATL2A,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,Dimethylsulfonioacetate,0,Flag,Flag,Smp_Remove
211221_Smp_1314P_A_pos,Cyano,1314P,Dimethylsulfoniopropionate,64457,NA,NA,NA
211221_Smp_1314P_B_pos,Cyano,1314P,Dimethylsulfoniopropionate,0,Flag,Flag,NA
211221_Smp_1314P_C_pos,Cyano,1314P,Dimethylsulfoniopropionate,40880,NA,NA,NA
211221_Smp_7803_B_pos,Cyano,7803,Dimethylsulfoniopropionate,0,Flag,Flag,Smp_Remove
211221_Smp_7803_F_pos,Cyano,7803,Dimethylsulfoniopropionate,0,Flag,Flag,Smp_Remove
211221_Smp_8102_A_pos,Cyano,8102,Dimethylsulfoniopropionate,0,Flag,Flag,Smp_Remove
211221_Smp_8102_F_pos,Cyano,8102,Dimethylsulfoniopropionate,0,Flag,Flag,Smp_Remove
211221_Smp_8501_B_pos,Cyano,WH8501,Dimethylsulfoniopropionate,6865.5,Flag,Flag,Smp_Remove
211221_Smp_8501_C_pos,Cyano,WH8501,Dimethylsulfoniopropionate,4495409,NA,NA,NA
211221_Smp_8501_D_pos,Cyano,WH8501,Dimethylsulfoniopropionate,6865.5,Flag,Flag,Smp_Remove
211221_Smp_As9601_A_pos,Cyano,As9601,Dimethylsulfoniopropionate,16239,Flag,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,Dimethylsulfoniopropionate,16239,Flag,Flag,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,Dimethylsulfoniopropionate,16239,NA,Flag,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,Dimethylsulfoniopropionate,0,Flag,Flag,Smp_Remove
211221_Smp_MED4_E_pos,Cyano,MED4,Dimethylsulfoniopropionate,0,Flag,Flag,Smp_Remove
211221_Smp_MED4_F_pos,Cyano,MED4,Dimethylsulfoniopropionate,0,Flag,NA,Smp_Remove
211221_Smp_Nat_A_pos,Cyano,NATL2A,Dimethylsulfoniopropionate,75994,NA,NA,NA
211221_Smp_Nat_B_pos,Cyano,NATL2A,Dimethylsulfoniopropionate,0,Flag,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,Dimethylsulfoniopropionate,0,Flag,Flag,Smp_Remove
211221_Smp_1314P_A_pos,Cyano,1314P,Glycine betaine,25409234,NA,Flag,Smp_Remove
211221_Smp_1314P_B_pos,Cyano,1314P,Glycine betaine,25409234,NA,Flag,Smp_Remove
211221_Smp_1314P_C_pos,Cyano,1314P,Glycine betaine,25409234,NA,Flag,Smp_Remove
211221_Smp_7803_B_pos,Cyano,7803,Glycine betaine,62598537216,NA,NA,NA
211221_Smp_7803_F_pos,Cyano,7803,Glycine betaine,59570786304,NA,NA,NA
211221_Smp_8102_A_pos,Cyano,8102,Glycine betaine,45215076352,NA,NA,NA
211221_Smp_8102_F_pos,Cyano,8102,Glycine betaine,40666533888,NA,NA,NA
211221_Smp_8501_B_pos,Cyano,WH8501,Glycine betaine,459332352,NA,NA,NA
211221_Smp_8501_C_pos,Cyano,WH8501,Glycine betaine,651821632,NA,NA,NA
211221_Smp_8501_D_pos,Cyano,WH8501,Glycine betaine,534677024,NA,NA,NA
211221_Smp_As9601_A_pos,Cyano,As9601,Glycine betaine,47565704,NA,Flag,Smp_Remove
211221_Smp_As9601_B_pos,Cyano,As9601,Glycine betaine,47565704,NA,Flag,Smp_Remove
211221_Smp_As9601_C_pos,Cyano,As9601,Glycine betaine,47565704,NA,Flag,Smp_Remove
211221_Smp_MED4_D_pos,Cyano,MED4,Glycine betaine,54611912,NA,Flag,Smp_Remove
211221_Smp_MED4_E_pos,Cyano,MED4,Glycine betaine,54611912,NA,Flag,Smp_Remove
211221_Smp_MED4_F_pos,Cyano,MED4,Glycine betaine,54611912,NA,Flag,Smp_Remove
211221_Smp_Nat_A_pos,Cyano,NATL2A,Glycine betaine,60877664,NA,Flag,Smp_Remove
211221_Smp_Nat_B_pos,Cyano,NATL2A,Glycine betaine,60877664,NA,Flag,Smp_Remove
211221_Smp_Nat_C_pos,Cyano,NATL2A,Glycine betaine,60877664,NA,Flag,Smp_Remove
211221_Smp_1314P_A_pos,Cyano,1314P,Gonyol,70540,Flag,Flag,Smp_Remove
211221_Smp_1314P_B_pos,Cyano,1314P,Gonyol,70540,Flag,Flag,Smp_Remove
211221_Smp_1314P_C_pos,Cyano,1314P,Gonyol,70540,Flag,Flag,Smp_Remove
211221_Smp_7803_B_pos,Cyano,7803,Gonyol,0,Flag,Flag,Smp_Remove
211221_Smp_7803_F_pos,Cyano,7803,Gonyol,0,Flag,Flag,Smp_Remove
211221_Smp_8102_A_pos,Cyano,8102,Gonyol,0,Flag,Flag,Smp_Remove
211221_Smp_8102_F_pos,Cyano,8102,Gonyol,0,Flag,Flag,Smp_Remove
