Exp,Treatment,Samp_ID,Vol_Filt_L,Spike_time,Filt_time_start,Filt_time_end,Local_Date,Cruise
UKH4,1500nM,TN397_UKH4_1500nM_A,2,2021-12-05T14:48:00Z,2021-12-05T15:19:00Z,2021-12-05T15:36:00Z,5/12/21,TN397
UKH4,1500nM,TN397_UKH4_1500nM_B,2,2021-12-05T14:48:00Z,2021-12-05T15:19:00Z,2021-12-05T15:37:00Z,5/12/21,TN397
UKH4,1500nM,TN397_UKH4_1500nM_C,2,2021-12-05T14:48:00Z,2021-12-05T15:19:00Z,2021-12-05T15:35:00Z,5/12/21,TN397
UKT4,0nM,TN397_UKT4_0nM_A,2,2021-12-06T12:47:00Z,2021-12-06T13:17:00Z,2021-12-06T13:26:00Z,6/12/21,TN397
UKT4,0nM,TN397_UKT4_0nM_B,2,2021-12-06T12:47:00Z,2021-12-06T13:17:00Z,2021-12-06T13:30:00Z,6/12/21,TN397
UKT4,0nM,TN397_UKT4_0nM_C,2,2021-12-06T12:47:00Z,2021-12-06T13:17:00Z,2021-12-06T13:30:00Z,6/12/21,TN397
UKT4,5nM,TN397_UKT4_5nM_A,2,2021-12-06T12:47:00Z,2021-12-06T13:17:00Z,2021-12-06T13:29:00Z,6/12/21,TN397
UKT4,5nM,TN397_UKT4_5nM_B,2,2021-12-06T12:47:00Z,2021-12-06T13:17:00Z,2021-12-06T13:30:00Z,6/12/21,TN397
UKT4,5nM,TN397_UKT4_5nM_C,2,2021-12-06T12:47:00Z,2021-12-06T13:17:00Z,2021-12-06T13:25:00Z,6/12/21,TN397
UKT4,10nM,TN397_UKT4_10nM_A,2,2021-12-06T13:15:00Z,2021-12-06T13:45:00Z,2021-12-06T14:00:00Z,6/12/21,TN397
UKT4,10nM,TN397_UKT4_10nM_B,2,2021-12-06T13:15:00Z,2021-12-06T13:45:00Z,2021-12-06T14:03:00Z,6/12/21,TN397
UKT4,10nM,TN397_UKT4_10nM_C,2,2021-12-06T13:15:00Z,2021-12-06T13:45:00Z,2021-12-06T14:00:00Z,6/12/21,TN397
UKT4,50nM,TN397_UKT4_50nM_A,2,2021-12-06T13:21:00Z,2021-12-06T13:52:00Z,2021-12-06T14:07:00Z,6/12/21,TN397
UKT4,50nM,TN397_UKT4_50nM_B,2,2021-12-06T13:21:00Z,2021-12-06T13:52:00Z,2021-12-06T14:14:00Z,6/12/21,TN397
UKT4,50nM,TN397_UKT4_50nM_C,2,2021-12-06T13:21:00Z,2021-12-06T13:52:00Z,2021-12-06T14:03:00Z,6/12/21,TN397
UKT4,200nM,TN397_UKT4_200nM_A,2,2021-12-06T13:40:00Z,2021-12-06T14:15:00Z,2021-12-06T14:27:00Z,6/12/21,TN397
UKT4,200nM,TN397_UKT4_200nM_B,2,2021-12-06T13:40:00Z,2021-12-06T14:15:00Z,2021-12-06T14:32:00Z,6/12/21,TN397
UKT4,200nM,TN397_UKT4_200nM_C,2,2021-12-06T13:40:00Z,2021-12-06T14:15:00Z,2021-12-06T14:27:00Z,6/12/21,TN397
UKT4,500nM,TN397_UKT4_500nM_A,2,2021-12-06T13:55:00Z,2021-12-06T14:25:00Z,2021-12-06T14:35:00Z,6/12/21,TN397
UKT4,500nM,TN397_UKT4_500nM_B,2,2021-12-06T13:55:00Z,2021-12-06T14:25:00Z,2021-12-06T14:38:00Z,6/12/21,TN397
UKT4,500nM,TN397_UKT4_500nM_C,2,2021-12-06T13:55:00Z,2021-12-06T14:25:00Z,2021-12-06T14:35:00Z,6/12/21,TN397
UKT4,1500nM,TN397_UKT4_1500nM_A,2,2021-12-06T14:21:00Z,2021-12-06T14:51:00Z,2021-12-06T15:03:00Z,6/12/21,TN397
UKT4,1500nM,TN397_UKT4_1500nM_B,2,2021-12-06T14:21:00Z,2021-12-06T14:51:00Z,2021-12-06T15:07:00Z,6/12/21,TN397
UKT4,1500nM,TN397_UKT4_1500nM_C,2,2021-12-06T14:21:00Z,2021-12-06T14:51:00Z,2021-12-06T15:05:00Z,6/12/21,TN397
UKT4,NA,TN397_UKT4_50nM_Blk,NA,NA,NA,NA,6/12/21,TN397
UKT4,NA,TN397_UKT4_1500nM_Blk,NA,NA,NA,NA,6/12/21,TN397
UKH5,0nM,TN397_UKH5_0nM_A,2,2021-12-10T13:31:00Z,2021-12-10T14:00:00Z,2021-12-10T14:11:00Z,10/12/21,TN397
UKH5,0nM,TN397_UKH5_0nM_B,2,2021-12-10T13:31:00Z,2021-12-10T14:00:00Z,2021-12-10T14:14:00Z,10/12/21,TN397
UKH5,0nM,TN397_UKH5_0nM_C,2,2021-12-10T13:31:00Z,2021-12-10T14:00:00Z,2021-12-10T14:13:00Z,10/12/21,TN397
UKH5,5nM,TN397_UKH5_2nM_A,2,2021-12-10T13:31:00Z,2021-12-10T14:03:00Z,2021-12-10T14:16:00Z,10/12/21,TN397
UKH5,5nM,TN397_UKH5_2nM_B,2,2021-12-10T13:31:00Z,2021-12-10T14:03:00Z,2021-12-10T14:16:00Z,10/12/21,TN397
UKH5,5nM,TN397_UKH5_2nM_C,2,2021-12-10T13:31:00Z,2021-12-10T14:03:00Z,2021-12-10T14:16:00Z,10/12/21,TN397
UKH5,10nM,TN397_UKH5_5nM_A,2,2021-12-10T13:57:00Z,2021-12-10T14:28:00Z,2021-12-10T14:39:00Z,10/12/21,TN397
UKH5,10nM,TN397_UKH5_5nM_B,2,2021-12-10T13:57:00Z,2021-12-10T14:28:00Z,2021-12-10T14:41:00Z,10/12/21,TN397
UKH5,10nM,TN397_UKH5_5nM_C,2,2021-12-10T13:57:00Z,2021-12-10T14:28:00Z,2021-12-10T14:41:00Z,10/12/21,TN397
UKH5,50nM,TN397_UKH5_10nM_A,2,2021-12-10T14:01:00Z,2021-12-10T14:31:00Z,2021-12-10T14:42:00Z,10/12/21,TN397
UKH5,50nM,TN397_UKH5_10nM_B,2,2021-12-10T14:01:00Z,2021-12-10T14:31:00Z,2021-12-10T14:42:00Z,10/12/21,TN397
UKH5,50nM,TN397_UKH5_10nM_C,2,2021-12-10T14:01:00Z,2021-12-10T14:31:00Z,2021-12-10T14:43:00Z,10/12/21,TN397
UKH5,200nM,TN397_UKH5_50nM_A,2,2021-12-10T14:25:00Z,2021-12-10T14:57:00Z,2021-12-10T15:08:00Z,10/12/21,TN397
UKH5,200nM,TN397_UKH5_50nM_B,2,2021-12-10T14:25:00Z,2021-12-10T14:57:00Z,2021-12-10T15:11:00Z,10/12/21,TN397
UKH5,200nM,TN397_UKH5_50nM_C,2,2021-12-10T14:25:00Z,2021-12-10T14:57:00Z,2021-12-10T15:09:00Z,10/12/21,TN397
UKH5,500nM,TN397_UKH5_200nM_A,2,2021-12-10T14:35:00Z,2021-12-10T15:05:00Z,2021-12-10T15:17:00Z,10/12/21,TN397
UKH5,500nM,TN397_UKH5_200nM_B,2,2021-12-10T14:35:00Z,2021-12-10T15:05:00Z,2021-12-10T15:16:00Z,10/12/21,TN397
UKH5,500nM,TN397_UKH5_200nM_C,2,2021-12-10T14:35:00Z,2021-12-10T15:05:00Z,2021-12-10T15:15:00Z,10/12/21,TN397
UKH5,1500nM,TN397_UKH5_1000nM_A,2,2021-12-10T14:54:00Z,2021-12-10T15:25:00Z,2021-12-10T15:37:00Z,10/12/21,TN397
UKH5,1500nM,TN397_UKH5_1000nM_B,2,2021-12-10T14:54:00Z,2021-12-10T15:25:00Z,2021-12-10T15:39:00Z,10/12/21,TN397
UKH5,1500nM,TN397_UKH5_1000nM_C,2,2021-12-10T14:54:00Z,2021-12-10T15:25:00Z,2021-12-10T15:39:00Z,10/12/21,TN397
UKH5,10nM_Blk,TN397_UKH5_10nM_Blk,NA,NA,NA,NA,10/12/21,TN397
UKH5,200nM_Blk,TN397_UKH5_200nM_Blk,NA,NA,NA,NA,10/12/21,TN397
UKT5,0nM,TN397_UKT5_0nM_A,2,2021-12-11T12:56:00Z,2021-12-11T13:26:00Z,2021-12-11T13:34:00Z,11/12/21,TN397
UKT5,0nM,TN397_UKT5_0nM_B,2,2021-12-11T12:56:00Z,2021-12-11T13:26:00Z,2021-12-11T13:34:00Z,11/12/21,TN397
UKT5,0nM,TN397_UKT5_0nM_C,2,2021-12-11T12:56:00Z,2021-12-11T13:26:00Z,2021-12-11T13:34:00Z,11/12/21,TN397
UKT5,2nM,TN397_UKT5_2nM_A,2,2021-12-11T12:56:00Z,2021-12-11T13:26:00Z,2021-12-11T13:36:00Z,11/12/21,TN397
UKT5,2nM,TN397_UKT5_2nM_B,2,2021-12-11T12:56:00Z,2021-12-11T13:26:00Z,2021-12-11T13:43:00Z,11/12/21,TN397
UKT5,2nM,TN397_UKT5_2nM_C,2,2021-12-11T12:56:00Z,2021-12-11T13:26:00Z,2021-12-11T13:36:00Z,11/12/21,TN397
UKT5,5nM,TN397_UKT5_5nM_A,2,2021-12-11T13:22:00Z,2021-12-11T13:54:00Z,2021-12-11T14:03:00Z,11/12/21,TN397
UKT5,5nM,TN397_UKT5_5nM_B,2,2021-12-11T13:22:00Z,2021-12-11T13:54:00Z,2021-12-11T14:07:00Z,11/12/21,TN397
UKT5,5nM,TN397_UKT5_5nM_C,2,2021-12-11T13:22:00Z,2021-12-11T13:54:00Z,2021-12-11T14:06:00Z,11/12/21,TN397
UKT5,10nM,TN397_UKT5_10nM_A,2,2021-12-11T13:34:00Z,2021-12-11T14:03:00Z,2021-12-11T14:15:00Z,11/12/21,TN397
UKT5,10nM,TN397_UKT5_10nM_B,2,2021-12-11T13:34:00Z,2021-12-11T14:03:00Z,2021-12-11T14:20:00Z,11/12/21,TN397
UKT5,10nM,TN397_UKT5_10nM_C,2,2021-12-11T13:34:00Z,2021-12-11T14:03:00Z,2021-12-11T14:20:00Z,11/12/21,TN397
UKT5,50nM,TN397_UKT5_50nM_A,2,2021-12-11T13:51:00Z,2021-12-11T14:21:00Z,2021-12-11T14:33:00Z,11/12/21,TN397
UKT5,50nM,TN397_UKT5_50nM_B,2,2021-12-11T13:51:00Z,2021-12-11T14:21:00Z,2021-12-11T14:36:00Z,11/12/21,TN397
UKT5,50nM,TN397_UKT5_50nM_C,2,2021-12-11T13:51:00Z,2021-12-11T14:21:00Z,2021-12-11T14:33:00Z,11/12/21,TN397
UKT5,200nM,TN397_UKT5_200nM_A,2,2021-12-11T14:01:00Z,2021-12-11T14:32:00Z,2021-12-11T14:44:00Z,11/12/21,TN397
UKT5,200nM,TN397_UKT5_200nM_B,2,2021-12-11T14:01:00Z,2021-12-11T14:32:00Z,2021-12-11T14:45:00Z,11/12/21,TN397
UKT5,200nM,TN397_UKT5_200nM_C,2,2021-12-11T14:01:00Z,2021-12-11T14:32:00Z,2021-12-11T14:45:00Z,11/12/21,TN397
UKT5,1000nM,TN397_UKT5_1000nM_A,2,2021-12-11T14:18:00Z,2021-12-11T14:50:00Z,2021-12-11T15:00:00Z,11/12/21,TN397
UKT5,1000nM,TN397_UKT5_1000nM_B,2,2021-12-11T14:18:00Z,2021-12-11T14:50:00Z,2021-12-11T15:03:00Z,11/12/21,TN397
UKT5,1000nM,TN397_UKT5_1000nM_C,2,2021-12-11T14:18:00Z,2021-12-11T14:50:00Z,2021-12-11T15:05:00Z,11/12/21,TN397
UKT5,10nM_Blk,TN397_UKT5_10nM_Blk,NA,NA,NA,NA,11/12/21,TN397
UKT5,200nM_Blk,TN397_UKT5_200nM_Blk,NA,NA,NA,NA,11/12/21,TN397
UKG,0,G5_UKG_0nM_A,2,2023-01-25T13:06:00Z,2023-01-25T13:31:00Z,2023-01-25T13:45:00Z,1/25/23,TN412
UKG,0,G5_UKG_0nM_B,2,2023-01-25T13:06:00Z,2023-01-25T13:31:00Z,2023-01-25T13:45:00Z,1/25/23,TN412
UKG,0,G5_UKG_0nM_C,2,2023-01-25T13:06:00Z,2023-01-25T13:31:00Z,2023-01-25T13:43:00Z,1/25/23,TN412
UKG,2,G5_UKG_2nM_A,2,2023-01-25T13:06:00Z,2023-01-25T13:33:00Z,2023-01-25T13:49:00Z,1/25/23,TN412
UKG,2,G5_UKG_2nM_B,2,2023-01-25T13:06:00Z,2023-01-25T13:33:00Z,2023-01-25T13:47:00Z,1/25/23,TN412
UKG,2,G5_UKG_2nM_C,2,2023-01-25T13:06:00Z,2023-01-25T13:33:00Z,2023-01-25T13:49:00Z,1/25/23,TN412
UKG,5,G5_UKG_5nM_A,2,2023-01-25T13:29:00Z,2023-01-25T14:02:00Z,2023-01-25T14:14:00Z,1/25/23,TN412
UKG,5,G5_UKG_5nM_B,2,2023-01-25T13:29:00Z,2023-01-25T14:02:00Z,2023-01-25T14:16:00Z,1/25/23,TN412
UKG,5,G5_UKG_5nM_C,2,2023-01-25T13:29:00Z,2023-01-25T14:02:00Z,2023-01-25T14:14:00Z,1/25/23,TN412
UKG,10,G5_UKG_10nM_A,2,2023-01-25T13:30:00Z,2023-01-25T14:02:00Z,2023-01-25T14:44:00Z,1/25/23,TN412
UKG,10,G5_UKG_10nM_B,2,2023-01-25T13:30:00Z,2023-01-25T14:02:00Z,2023-01-25T14:45:00Z,1/25/23,TN412
UKG,10,G5_UKG_10nM_C,2,2023-01-25T13:30:00Z,2023-01-25T14:01:00Z,2023-01-25T14:45:00Z,1/25/23,TN412
UKG,50,G5_UKG_50nM_A,2,2023-01-25T13:58:00Z,2023-01-25T14:34:00Z,2023-01-25T14:43:00Z,1/25/23,TN412
UKG,50,G5_UKG_50nM_B,2,2023-01-25T13:58:00Z,2023-01-25T14:34:00Z,2023-01-25T14:45:00Z,1/25/23,TN412
UKG,50,G5_UKG_50nM_C,2,2023-01-25T13:58:00Z,2023-01-25T14:34:00Z,2023-01-25T14:45:00Z,1/25/23,TN412
UKG,200,G5_UKG_200nM_A,2,2023-01-25T13:59:00Z,2023-01-25T14:34:00Z,2023-01-25T14:43:00Z,1/25/23,TN412
UKG,200,G5_UKG_200nM_B,2,2023-01-25T13:59:00Z,2023-01-25T14:34:00Z,2023-01-25T14:45:00Z,1/25/23,TN412
UKG,200,G5_UKG_200nM_C,2,2023-01-25T13:59:00Z,2023-01-25T14:34:00Z,2023-01-25T14:45:00Z,1/25/23,TN412
UKG,1000,G5_UKG_1000nM_A,2,2023-01-25T14:31:00Z,2023-01-25T15:01:00Z,2023-01-25T15:12:00Z,1/25/23,TN412
UKG,1000,G5_UKG_1000nM_B,2,2023-01-25T14:31:00Z,2023-01-25T15:01:00Z,2023-01-25T15:13:00Z,1/25/23,TN412
UKG,1000,G5_UKG_1000nM_C,2,2023-01-25T14:31:00Z,2023-01-25T15:01:00Z,2023-01-25T15:11:00Z,1/25/23,TN412
UKG,5,G5_UKG_5nM_blk,2,2023-01-25T14:25:00Z,NA,NA,1/25/23,TN412
UKG,50,G5_UKG_50nM_blk,2,2023-01-25T14:56:00Z,NA,NA,1/25/23,TN412
UKG,1000,G5_UKG_1000nM_blk,2,2023-01-25T15:11:00Z,NA,NA,1/25/23,TN412
UKH1,0nM,RC078_UKH1_0nM_A,1,2022-06-04T14:11:00Z,2022-06-04T14:39:00Z,2022-06-04T14:51:00Z,6/4/22,RC078
UKH1,0nM,RC078_UKH1_0nM_B,1,2022-06-04T14:11:00Z,2022-06-04T14:40:00Z,2022-06-04T14:54:00Z,6/4/22,RC078
UKH1,0nM,RC078_UKH1_0nM_C,1,2022-06-04T14:11:00Z,2022-06-04T14:40:00Z,2022-06-04T14:51:00Z,6/4/22,RC078
UKH1,5nM,RC078_UKH1_5nM_A,1,2022-06-04T14:11:00Z,2022-06-04T14:41:00Z,2022-06-04T14:51:00Z,6/4/22,RC078
UKH1,5nM,RC078_UKH1_5nM_B,1,2022-06-04T14:11:00Z,2022-06-04T14:41:00Z,2022-06-04T14:52:00Z,6/4/22,RC078
UKH1,5nM,RC078_UKH1_5nM_C,1,2022-06-04T14:11:00Z,2022-06-04T14:41:00Z,2022-06-04T14:51:00Z,6/4/22,RC078
UKH1,10nM,RC078_UKH1_10nM_A,1,2022-06-04T14:39:00Z,2022-06-04T15:08:00Z,2022-06-04T15:20:00Z,6/4/22,RC078
UKH1,10nM,RC078_UKH1_10nM_B,1,2022-06-04T14:39:00Z,2022-06-04T15:08:00Z,2022-06-04T15:19:00Z,6/4/22,RC078
UKH1,10nM,RC078_UKH1_10nM_C,1,2022-06-04T14:39:00Z,2022-06-04T15:08:00Z,2022-06-04T15:19:00Z,6/4/22,RC078
UKH1,50nM,RC078_UKH1_50nM_A,1,2022-06-04T14:39:00Z,2022-06-04T15:09:00Z,2022-06-04T15:19:00Z,6/4/22,RC078
UKH1,50nM,RC078_UKH1_50nM_B,1,2022-06-04T14:39:00Z,2022-06-04T15:09:00Z,2022-06-04T15:21:00Z,6/4/22,RC078
UKH1,50nM,RC078_UKH1_50nM_C,1,2022-06-04T14:39:00Z,2022-06-04T15:09:00Z,2022-06-04T15:17:00Z,6/4/22,RC078
UKH1,200nM,RC078_UKH1_200nM_A,1,2022-06-04T15:09:00Z,2022-06-04T15:35:00Z,2022-06-04T15:43:00Z,6/4/22,RC078
UKH1,200nM,RC078_UKH1_200nM_B,1,2022-06-04T15:09:00Z,2022-06-04T15:35:00Z,2022-06-04T15:44:00Z,6/4/22,RC078
UKH1,200nM,RC078_UKH1_200nM_C,1,2022-06-04T15:09:00Z,2022-06-04T15:35:00Z,2022-06-04T15:42:00Z,6/4/22,RC078
UKH1,500nm,RC078_UKH1_500nM_A,1,2022-06-04T15:10:00Z,2022-06-04T15:36:00Z,2022-06-04T15:45:00Z,6/4/22,RC078
UKH1,500nm,RC078_UKH1_500nM_B,1,2022-06-04T15:10:00Z,2022-06-04T15:36:00Z,2022-06-04T15:43:00Z,6/4/22,RC078
UKH1,500nm,RC078_UKH1_500nM_C,1,2022-06-04T15:10:00Z,2022-06-04T15:36:00Z,2022-06-04T15:42:00Z,6/4/22,RC078
UKH1,2000nM,RC078_UKH1_2000nM_A,1,2022-06-04T15:34:00Z,2022-06-04T16:01:00Z,2022-06-04T16:09:00Z,6/4/22,RC078
UKH1,2000nM,RC078_UKH1_2000nM_B,1,2022-06-04T15:34:00Z,2022-06-04T16:01:00Z,2022-06-04T16:10:00Z,6/4/22,RC078
UKH1,2000nM,RC078_UKH1_2000nM_C,1,2022-06-04T15:34:00Z,2022-06-04T16:01:00Z,2022-06-04T16:10:00Z,6/4/22,RC078
UKH2,0nM,RC078_UKH2_0nM_A,1,2022-06-07T08:17:00Z,2022-06-07T08:52:00Z,2022-06-07T08:59:00Z,6/7/22,RC078
UKH2,0nM,RC078_UKH2_0nM_B,1,2022-06-07T08:17:00Z,2022-06-07T08:54:00Z,2022-06-07T09:01:00Z,6/7/22,RC078
UKH2,0nM,RC078_UKH2_0nM_C,1,2022-06-07T08:17:00Z,2022-06-07T08:54:00Z,2022-06-07T09:02:00Z,6/7/22,RC078
UKH2,5nM,RC078_UKH2_5nM_A,1,2022-06-07T08:17:00Z,2022-06-07T08:49:00Z,2022-06-07T08:59:00Z,6/7/22,RC078
UKH2,5nM,RC078_UKH2_5nM_B,1,2022-06-07T08:17:00Z,2022-06-07T08:49:00Z,2022-06-07T09:03:00Z,6/7/22,RC078
UKH2,5nM,RC078_UKH2_5nM_C,1,2022-06-07T08:17:00Z,2022-06-07T08:49:00Z,2022-06-07T09:03:00Z,6/7/22,RC078
UKH2,10nM,RC078_UKH2_10nM_A,1,2022-06-07T08:49:00Z,2022-06-07T09:20:00Z,2022-06-07T09:31:00Z,6/7/22,RC078
UKH2,10nM,RC078_UKH2_10nM_B,1,2022-06-07T08:49:00Z,2022-06-07T09:20:00Z,2022-06-07T09:31:00Z,6/7/22,RC078
UKH2,10nM,RC078_UKH2_10nM_C,1,2022-06-07T08:49:00Z,2022-06-07T09:20:00Z,2022-06-07T09:31:00Z,6/7/22,RC078
UKH2,50nM,RC078_UKH2_50nM_A,1,2022-06-07T08:50:00Z,2022-06-07T09:20:00Z,2022-06-07T09:26:00Z,6/7/22,RC078
UKH2,50nM,RC078_UKH2_50nM_B,1,2022-06-07T08:50:00Z,2022-06-07T09:20:00Z,2022-06-07T09:27:00Z,6/7/22,RC078
UKH2,50nM,RC078_UKH2_50nM_C,1,2022-06-07T08:50:00Z,2022-06-07T09:20:00Z,2022-06-07T09:28:00Z,6/7/22,RC078
UKH2,200nM,RC078_UKH2_200nM_A,1,2022-06-07T09:17:00Z,2022-06-07T09:47:00Z,2022-06-07T09:54:00Z,6/7/22,RC078
UKH2,200nM,RC078_UKH2_200nM_B,1,2022-06-07T09:17:00Z,2022-06-07T09:47:00Z,2022-06-07T09:54:00Z,6/7/22,RC078
UKH2,200nM,RC078_UKH2_200nM_C,1,2022-06-07T09:17:00Z,2022-06-07T09:47:00Z,2022-06-07T09:57:00Z,6/7/22,RC078
UKH2,500nm,RC078_UKH2_500nM_A,1,2022-06-07T09:19:00Z,2022-06-07T09:47:00Z,2022-06-07T09:55:00Z,6/7/22,RC078
UKH2,500nm,RC078_UKH2_500nM_B,1,2022-06-07T09:19:00Z,2022-06-07T09:47:00Z,2022-06-07T09:56:00Z,6/7/22,RC078
UKH2,500nm,RC078_UKH2_500nM_C,1,2022-06-07T09:19:00Z,2022-06-07T09:47:00Z,2022-06-07T09:58:00Z,6/7/22,RC078
UKH2,2000nM,RC078_UKH2_2000nM_A,1,2022-06-07T09:46:00Z,2022-06-07T10:16:00Z,2022-06-07T10:24:00Z,6/7/22,RC078
UKH2,2000nM,RC078_UKH2_2000nM_B,1,2022-06-07T09:46:00Z,2022-06-07T10:16:00Z,2022-06-07T10:26:00Z,6/7/22,RC078
UKH2,2000nM,RC078_UKH2_2000nM_C,1,2022-06-07T09:46:00Z,2022-06-07T10:16:00Z,2022-06-07T10:23:00Z,6/7/22,RC078
UKH2,10nM,RC078_UKH2_10nM_Blk,0.5,NA,NA,NA,6/7/22,RC078
UKH2,200nM,RC078_UKH2_200nM_Blk,0.5,NA,NA,NA,6/7/22,RC078
UKH2,2000nM,RC078_UKH2_2000nM_Blk,0.5,NA,NA,NA,6/7/22,RC078
UKG1,0nM,RC078_UKG1_0nM_A,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:30:00Z,6/8/22,RC078
UKG1,0nM,RC078_UKG1_0nM_B,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:31:00Z,6/8/22,RC078
UKG1,0nM,RC078_UKG1_0nM_C,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:31:00Z,6/8/22,RC078
UKG1,1000nM,RC078_UKG1_1000nM_A,1,2022-06-08T14:57:00Z,2022-06-08T15:20:00Z,2022-06-08T15:31:00Z,6/8/22,RC078
UKG1,1000nM,RC078_UKG1_1000nM_B,1,2022-06-08T14:57:00Z,2022-06-08T15:20:00Z,2022-06-08T15:33:00Z,6/8/22,RC078
UKG1,1000nM,RC078_UKG1_1000nM_C,1,2022-06-08T14:57:00Z,2022-06-08T15:20:00Z,2022-06-08T15:31:00Z,6/8/22,RC078
UKG1,10nM,RC078_UKG1_10nM_A,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:33:00Z,6/8/22,RC078
UKG1,10nM,RC078_UKG1_10nM_B,1,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:33:00Z,6/8/22,RC078
UKG1,10nM,RC078_UKG1_10nM_C,0.9,2022-06-08T13:55:00Z,2022-06-08T14:18:00Z,2022-06-08T14:33:00Z,6/8/22,RC078
UKG1,50nM,RC078_UKG1_50nM_A,1,2022-06-08T14:26:00Z,2022-06-08T14:50:00Z,2022-06-08T15:00:00Z,6/8/22,RC078
UKG1,50nM,RC078_UKG1_50nM_B,1,2022-06-08T14:26:00Z,2022-06-08T14:50:00Z,2022-06-08T15:02:00Z,6/8/22,RC078
UKG1,50nM,RC078_UKG1_50nM_C,1,2022-06-08T14:26:00Z,2022-06-08T14:50:00Z,2022-06-08T15:03:00Z,6/8/22,RC078
UKG1,200nM,RC078_UKG1_200nM_A,1,2022-06-08T14:27:00Z,2022-06-08T14:50:00Z,2022-06-08T15:02:00Z,6/8/22,RC078
UKG1,200nM,RC078_UKG1_200nM_B,1,2022-06-08T14:27:00Z,2022-06-08T14:50:00Z,2022-06-08T15:04:00Z,6/8/22,RC078
UKG1,200nM,RC078_UKG1_200nM_C,1,2022-06-08T14:27:00Z,2022-06-08T14:50:00Z,2022-06-08T15:05:00Z,6/8/22,RC078
UKG1,500nM,RC078_UKG1_500nM_A,1,2022-06-08T14:55:00Z,2022-06-08T15:21:00Z,2022-06-08T15:33:00Z,6/8/22,RC078
UKG1,500nM,RC078_UKG1_500nM_B,1,2022-06-08T14:55:00Z,2022-06-08T15:21:00Z,2022-06-08T15:35:00Z,6/8/22,RC078
UKG1,500nM,RC078_UKG1_500nM_C,1,2022-06-08T14:55:00Z,2022-06-08T15:21:00Z,2022-06-08T15:34:00Z,6/8/22,RC078
UKG1,2000nM,RC078_UKG1_2000nM_A,1,2022-06-08T15:24:00Z,2022-06-08T15:53:00Z,2022-06-08T16:02:00Z,6/8/22,RC078
UKG1,2000nM,RC078_UKG1_2000nM_B,1,2022-06-08T15:24:00Z,2022-06-08T15:53:00Z,2022-06-08T16:04:00Z,6/8/22,RC078
UKG1,2000nM,RC078_UKG1_2000nM_C,1,2022-06-08T15:24:00Z,2022-06-08T15:53:00Z,2022-06-08T16:13:00Z,6/8/22,RC078
UKG1,5000nM,RC078_UKG1_5000nM_A,1,2022-06-08T15:26:00Z,2022-06-08T15:53:00Z,2022-06-08T16:05:00Z,6/8/22,RC078
UKH1,0nM,RC104_UKH1_0nM_A,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T13:56:00Z,9/1/23,RC104
UKH1,0nM,RC104_UKH1_0nM_B,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,0nM,RC104_UKH1_0nM_C,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,10nM,RC104_UKH1_10nM_A,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,10nM,RC104_UKH1_10nM_B,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,10nM,RC104_UKH1_10nM_C,1.5,2023-09-01T13:19:00Z,2023-09-01T13:49:00Z,2023-09-01T14:00:00Z,9/1/23,RC104
UKH1,100nM,RC104_UKH1_100nM_A,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:30:00Z,9/1/23,RC104
UKH1,100nM,RC104_UKH1_100nM_B,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:35:00Z,9/1/23,RC104
UKH1,100nM,RC104_UKH1_100nM_C,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:34:00Z,9/1/23,RC104
UKH1,250nM,RC104_UKH1_250nM_A,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:39:00Z,9/1/23,RC104
UKH1,250nM,RC104_UKH1_250nM_B,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:39:00Z,9/1/23,RC104
UKH1,250nM,RC104_UKH1_250nM_C,1.5,2023-09-01T13:52:00Z,2023-09-01T14:23:00Z,2023-09-01T14:32:00Z,9/1/23,RC104
UKH1,1000nM,RC104_UKH1_1000nM_A,1.5,2023-09-01T14:13:00Z,2023-09-01T14:50:00Z,2023-09-01T15:09:00Z,9/1/23,RC104
