Rep,Compound,Area,Cruise
220602_Std_4uMStdsMix2InH2O_2,Trigonelline,60577232,TN397
220602_Std_4uMStdsMix2InMatrix_1,Trigonelline,55612424,TN397
220602_Std_4uMStdsMix2InMatrix_2,Trigonelline,64782576,TN397
220602_Std_H2OinMatrix_1,Trigonelline,4167218,TN397
220602_Std_H2OinMatrix_2,Trigonelline,4981563,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Trigonelline,6384140,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Trigonelline,6095968,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Trigonelline,6918042,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Trigonelline,6923460,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Trigonelline,3514300,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Trigonelline,3319077,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Trigonelline,3688198,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Trigonelline,3631629,TN397
220602_Std_4uMStdsMix1InH2O_1,Trimethylamine N-oxide,515892832,TN397
220602_Std_4uMStdsMix1InH2O_2,Trimethylamine N-oxide,596585280,TN397
220602_Std_4uMStdsMix1InMatrix_1,Trimethylamine N-oxide,518470560,TN397
220602_Std_4uMStdsMix1InMatrix_2,Trimethylamine N-oxide,543117184,TN397
220602_Std_4uMStdsMix2InH2O_1,Trimethylamine N-oxide,NA,TN397
220602_Std_4uMStdsMix2InH2O_2,Trimethylamine N-oxide,NA,TN397
220602_Std_4uMStdsMix2InMatrix_1,Trimethylamine N-oxide,24027792,TN397
220602_Std_4uMStdsMix2InMatrix_2,Trimethylamine N-oxide,23207426,TN397
220602_Std_H2OinMatrix_1,Trimethylamine N-oxide,21353240,TN397
220602_Std_H2OinMatrix_2,Trimethylamine N-oxide,24996716,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Trimethylamine N-oxide,34359368,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Trimethylamine N-oxide,33179920,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Trimethylamine N-oxide,35581876,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Trimethylamine N-oxide,36857548,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Trimethylamine N-oxide,17711178,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Trimethylamine N-oxide,16502291,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Trimethylamine N-oxide,18057230,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Trimethylamine N-oxide,18768704,TN397
220602_Smp_CXSPE_Blk1_A,beta-Alaninebetaine,31992,TN397
220602_Smp_CXSPE_Blk1_B,beta-Alaninebetaine,179741,TN397
220602_Smp_CXSPE_Blk1_C,beta-Alaninebetaine,181767,TN397
220602_Smp_CXSPE_Blk2_A,beta-Alaninebetaine,99347,TN397
220602_Smp_CXSPE_Blk2_B,beta-Alaninebetaine,17673,TN397
220602_Smp_CXSPE_Blk2_C,beta-Alaninebetaine,85634,TN397
220602_Smp_CXSPE_Blk3_A,beta-Alaninebetaine,182398,TN397
220602_Smp_CXSPE_Blk3_B,beta-Alaninebetaine,101111,TN397
220602_Smp_CXSPE_Blk3_C,beta-Alaninebetaine,340220,TN397
220602_Smp_CXSPE_Blk4_A,beta-Alaninebetaine,73219,TN397
220602_Smp_CXSPE_Blk4_B,beta-Alaninebetaine,270199,TN397
220602_Smp_CXSPE_Blk4_C,beta-Alaninebetaine,130155,TN397
220602_Smp_CXSPE_Blk5_A,beta-Alaninebetaine,94410,TN397
220602_Smp_CXSPE_Blk5_B,beta-Alaninebetaine,613412,TN397
220602_Smp_CXSPE_Blk5_C,beta-Alaninebetaine,87982,TN397
220602_Smp_KM1906_GBT_F2_T0_A,beta-Alaninebetaine,33920880,TN397
220602_Smp_KM1906_GBT_F2_T0_B,beta-Alaninebetaine,18264806,TN397
220602_Smp_KM1906_GBT_F2_T0_C,beta-Alaninebetaine,15049728,TN397
220602_Smp_KM1906_GBTK1_0nM_A,beta-Alaninebetaine,12145008,TN397
220602_Smp_KM1906_GBTK1_0nM_B,beta-Alaninebetaine,10680882,TN397
220602_Smp_KM1906_GBTK1_0nM_C,beta-Alaninebetaine,12978872,TN397
220602_Smp_TN397_CXC_Blk_A,beta-Alaninebetaine,347309,TN397
220602_Smp_TN397_CXC_Blk_B,beta-Alaninebetaine,330667,TN397
220602_Smp_TN397_CXC_Blk_C,beta-Alaninebetaine,185389,TN397
220602_Smp_TN397_MQBlk1_A,beta-Alaninebetaine,101925,TN397
220602_Smp_TN397_MQBlk1_B,beta-Alaninebetaine,34998,TN397
220602_Smp_TN397_MQBlk1_C,beta-Alaninebetaine,288177,TN397
220602_Smp_TN397_MQBlkF_A,beta-Alaninebetaine,38947,TN397
220602_Smp_TN397_MQBlkF_B,beta-Alaninebetaine,462903,TN397
220602_Smp_TN397_MQBlkF_C,beta-Alaninebetaine,169904,TN397
220602_Smp_TN397_S1_U_A,beta-Alaninebetaine,4455967,TN397
220602_Smp_TN397_S1_U_B,beta-Alaninebetaine,4650843,TN397
220602_Smp_TN397_S1_U_C,beta-Alaninebetaine,7524823,TN397
220602_Smp_TN397_S10_U_A,beta-Alaninebetaine,64254608,TN397
220602_Smp_TN397_S10_U_B,beta-Alaninebetaine,60520404,TN397
220602_Smp_TN397_S10_U_C,beta-Alaninebetaine,73265976,TN397
220602_Smp_TN397_S11_1800_U_A,beta-Alaninebetaine,24881188,TN397
220602_Smp_TN397_S11_1800_U_B,beta-Alaninebetaine,31292126,TN397
220602_Smp_TN397_S11_1800_U_C,beta-Alaninebetaine,51236448,TN397
220602_Smp_TN397_S11_600_U_A,beta-Alaninebetaine,42639664,TN397
220602_Smp_TN397_S11_600_U_B,beta-Alaninebetaine,49420444,TN397
220602_Smp_TN397_S11_600_U_C,beta-Alaninebetaine,20281684,TN397
220602_Smp_TN397_S12_1800_U_A,beta-Alaninebetaine,25327014,TN397
220602_Smp_TN397_S12_1800_U_B,beta-Alaninebetaine,17834652,TN397
220602_Smp_TN397_S12_1800_U_C,beta-Alaninebetaine,30376646,TN397
220602_Smp_TN397_S12_600_U_A,beta-Alaninebetaine,50991488,TN397
220602_Smp_TN397_S12_600_U_B,beta-Alaninebetaine,48713864,TN397
220602_Smp_TN397_S12_600_U_C,beta-Alaninebetaine,38848132,TN397
220602_Smp_TN397_S12_800_U_A,beta-Alaninebetaine,24790844,TN397
220602_Smp_TN397_S12_800_U_B,beta-Alaninebetaine,23007356,TN397
220602_Smp_TN397_S12_800_U_C,beta-Alaninebetaine,23711198,TN397
220602_Smp_TN397_S13_1800_U_A,beta-Alaninebetaine,34553384,TN397
220602_Smp_TN397_S13_1800_U_B,beta-Alaninebetaine,83082032,TN397
220602_Smp_TN397_S13_1800_U_C,beta-Alaninebetaine,36294180,TN397
220602_Smp_TN397_S14_U_A,beta-Alaninebetaine,53662028,TN397
220602_Smp_TN397_S14_U_B,beta-Alaninebetaine,78340568,TN397
220602_Smp_TN397_S14_U_C,beta-Alaninebetaine,54642276,TN397
220602_Smp_TN397_S15_U_A,beta-Alaninebetaine,53717780,TN397
220602_Smp_TN397_S15_U_B,beta-Alaninebetaine,50743032,TN397
220602_Smp_TN397_S15_U_C,beta-Alaninebetaine,25862132,TN397
220602_Smp_TN397_S16_U_A,beta-Alaninebetaine,14790884,TN397
220602_Smp_TN397_S16_U_B,beta-Alaninebetaine,10184043,TN397
220602_Smp_TN397_S16_U_C,beta-Alaninebetaine,8126549,TN397
220602_Smp_TN397_S17_U_A,beta-Alaninebetaine,6045677,TN397
220602_Smp_TN397_S17_U_B,beta-Alaninebetaine,8961148,TN397
220602_Smp_TN397_S17_U_C,beta-Alaninebetaine,7762530,TN397
220602_Smp_TN397_S2_U_A,beta-Alaninebetaine,6008350,TN397
220602_Smp_TN397_S2_U_B,beta-Alaninebetaine,5171469,TN397
220602_Smp_TN397_S2_U_C,beta-Alaninebetaine,5024924,TN397
220602_Smp_TN397_S3_U_A,beta-Alaninebetaine,15906267,TN397
220602_Smp_TN397_S3_U_B,beta-Alaninebetaine,18265424,TN397
220602_Smp_TN397_S3_U_C,beta-Alaninebetaine,11588453,TN397
220602_Smp_CXSPE_Blk1_A,Betonicine,60150,TN397
220602_Smp_CXSPE_Blk1_B,Betonicine,84630,TN397
220602_Smp_CXSPE_Blk1_C,Betonicine,29053,TN397
220602_Smp_CXSPE_Blk2_A,Betonicine,63388,TN397
220602_Smp_CXSPE_Blk2_B,Betonicine,243294,TN397
220602_Smp_CXSPE_Blk2_C,Betonicine,58386,TN397
220602_Smp_CXSPE_Blk3_A,Betonicine,90923,TN397
220602_Smp_CXSPE_Blk3_B,Betonicine,180663,TN397
220602_Smp_CXSPE_Blk3_C,Betonicine,47138,TN397
220602_Smp_CXSPE_Blk4_A,Betonicine,81708,TN397
220602_Smp_CXSPE_Blk4_B,Betonicine,74736,TN397
220602_Smp_CXSPE_Blk4_C,Betonicine,72640,TN397
220602_Smp_CXSPE_Blk5_A,Betonicine,56735,TN397
220602_Smp_CXSPE_Blk5_B,Betonicine,12101,TN397
220602_Smp_CXSPE_Blk5_C,Betonicine,59616,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Betonicine,4364757,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Betonicine,2400895,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Betonicine,1664277,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Betonicine,2926163,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Betonicine,2554303,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Betonicine,3353683,TN397
220602_Smp_TN397_CXC_Blk_A,Betonicine,566844,TN397
220602_Smp_TN397_CXC_Blk_B,Betonicine,212036,TN397
220602_Smp_TN397_CXC_Blk_C,Betonicine,8541,TN397
220602_Smp_TN397_MQBlk1_A,Betonicine,45970,TN397
220602_Smp_TN397_MQBlk1_B,Betonicine,193496,TN397
220602_Smp_TN397_MQBlk1_C,Betonicine,289073,TN397
220602_Smp_TN397_MQBlkF_A,Betonicine,54280,TN397
220602_Smp_TN397_MQBlkF_B,Betonicine,41910,TN397
220602_Smp_TN397_MQBlkF_C,Betonicine,63101,TN397
220602_Smp_TN397_S1_U_A,Betonicine,1245278,TN397
220602_Smp_TN397_S1_U_B,Betonicine,1266226,TN397
220602_Smp_TN397_S1_U_C,Betonicine,1773687,TN397
220602_Smp_TN397_S10_U_A,Betonicine,2624562,TN397
220602_Smp_TN397_S10_U_B,Betonicine,2378633,TN397
220602_Smp_TN397_S10_U_C,Betonicine,2466901,TN397
220602_Smp_TN397_S11_1800_U_A,Betonicine,1437345,TN397
220602_Smp_TN397_S11_1800_U_B,Betonicine,1839679,TN397
220602_Smp_TN397_S11_1800_U_C,Betonicine,2001615,TN397
220602_Smp_TN397_S11_600_U_A,Betonicine,1789097,TN397
220602_Smp_TN397_S11_600_U_B,Betonicine,2163691,TN397
220602_Smp_TN397_S11_600_U_C,Betonicine,1287211,TN397
220602_Smp_TN397_S12_1800_U_A,Betonicine,2666119,TN397
220602_Smp_TN397_S12_1800_U_B,Betonicine,2687414,TN397
220602_Smp_TN397_S12_1800_U_C,Betonicine,2005820,TN397
220602_Smp_TN397_S12_600_U_A,Betonicine,2440190,TN397
220602_Smp_TN397_S12_600_U_B,Betonicine,2677201,TN397
220602_Smp_TN397_S12_600_U_C,Betonicine,1856124,TN397
220602_Smp_TN397_S12_800_U_A,Betonicine,1895835,TN397
220602_Smp_TN397_S12_800_U_B,Betonicine,1720813,TN397
220602_Smp_TN397_S12_800_U_C,Betonicine,1571478,TN397
220602_Smp_TN397_S13_1800_U_A,Betonicine,3207959,TN397
220602_Smp_TN397_S13_1800_U_B,Betonicine,4803866,TN397
220602_Smp_TN397_S13_1800_U_C,Betonicine,3168816,TN397
220602_Smp_TN397_S14_U_A,Betonicine,2135145,TN397
220602_Smp_TN397_S14_U_B,Betonicine,3778057,TN397
220602_Smp_TN397_S14_U_C,Betonicine,2953708,TN397
220602_Smp_TN397_S15_U_A,Betonicine,3304710,TN397
220602_Smp_TN397_S15_U_B,Betonicine,2237297,TN397
220602_Smp_TN397_S15_U_C,Betonicine,1758000,TN397
220602_Smp_TN397_S16_U_A,Betonicine,1688049,TN397
220602_Smp_TN397_S16_U_B,Betonicine,1662864,TN397
220602_Smp_TN397_S16_U_C,Betonicine,1080257,TN397
220602_Smp_TN397_S17_U_A,Betonicine,1400724,TN397
220602_Smp_TN397_S17_U_B,Betonicine,1369177,TN397
220602_Smp_TN397_S17_U_C,Betonicine,1306063,TN397
220602_Smp_TN397_S2_U_A,Betonicine,2018279,TN397
220602_Smp_TN397_S2_U_B,Betonicine,1952823,TN397
220602_Smp_TN397_S2_U_C,Betonicine,1360010,TN397
220602_Smp_TN397_S3_U_A,Betonicine,2826157,TN397
220602_Smp_TN397_S3_U_B,Betonicine,4582867,TN397
220602_Smp_TN397_S3_U_C,Betonicine,4138106,TN397
220602_Smp_CXSPE_Blk1_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk1_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk1_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk2_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk2_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk2_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk3_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk3_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk3_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk4_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk4_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk4_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk5_A,Dimethylsulfonioacetate,260821,TN397
220602_Smp_CXSPE_Blk5_B,Dimethylsulfonioacetate,168995,TN397
220602_Smp_CXSPE_Blk5_C,Dimethylsulfonioacetate,164284,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Dimethylsulfonioacetate,85884344,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Dimethylsulfonioacetate,59588628,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Dimethylsulfonioacetate,48383644,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Dimethylsulfonioacetate,29124752,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Dimethylsulfonioacetate,39286340,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Dimethylsulfonioacetate,41884424,TN397
220602_Smp_TN397_CXC_Blk_A,Dimethylsulfonioacetate,24079,TN397
220602_Smp_TN397_CXC_Blk_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_CXC_Blk_C,Dimethylsulfonioacetate,53840,TN397
220602_Smp_TN397_MQBlk1_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_MQBlk1_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_MQBlk1_C,Dimethylsulfonioacetate,192326,TN397
220602_Smp_TN397_MQBlkF_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_MQBlkF_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_MQBlkF_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_S1_U_A,Dimethylsulfonioacetate,13996113,TN397
220602_Smp_TN397_S1_U_B,Dimethylsulfonioacetate,17556984,TN397
220602_Smp_TN397_S1_U_C,Dimethylsulfonioacetate,30038364,TN397
220602_Smp_TN397_S10_U_A,Dimethylsulfonioacetate,4869180,TN397
220602_Smp_TN397_S10_U_B,Dimethylsulfonioacetate,4665349,TN397
220602_Smp_TN397_S10_U_C,Dimethylsulfonioacetate,5093933,TN397
220602_Smp_TN397_S11_1800_U_A,Dimethylsulfonioacetate,8172091,TN397
220602_Smp_TN397_S11_1800_U_B,Dimethylsulfonioacetate,7201316,TN397
220602_Smp_TN397_S11_1800_U_C,Dimethylsulfonioacetate,11918444,TN397
220602_Smp_TN397_S11_600_U_A,Dimethylsulfonioacetate,8495576,TN397
220602_Smp_TN397_S11_600_U_B,Dimethylsulfonioacetate,9367353,TN397
220602_Smp_TN397_S11_600_U_C,Dimethylsulfonioacetate,4028669,TN397
220602_Smp_TN397_S12_1800_U_A,Dimethylsulfonioacetate,3075069,TN397
220602_Smp_TN397_S12_1800_U_B,Dimethylsulfonioacetate,2501686,TN397
220602_Smp_TN397_S12_1800_U_C,Dimethylsulfonioacetate,3217312,TN397
220602_Smp_TN397_S12_600_U_A,Dimethylsulfonioacetate,4536793,TN397
220602_Smp_TN397_S12_600_U_B,Dimethylsulfonioacetate,3887512,TN397
220602_Smp_TN397_S12_600_U_C,Dimethylsulfonioacetate,3710141,TN397
220602_Smp_TN397_S12_800_U_A,Dimethylsulfonioacetate,2999679,TN397
220602_Smp_TN397_S12_800_U_B,Dimethylsulfonioacetate,2012774,TN397
220602_Smp_TN397_S12_800_U_C,Dimethylsulfonioacetate,2218197,TN397
220602_Smp_TN397_S13_1800_U_A,Dimethylsulfonioacetate,11763541,TN397
220602_Smp_TN397_S13_1800_U_B,Dimethylsulfonioacetate,32013514,TN397
220602_Smp_TN397_S13_1800_U_C,Dimethylsulfonioacetate,14031866,TN397
220602_Smp_TN397_S14_U_A,Dimethylsulfonioacetate,5912910,TN397
220602_Smp_TN397_S14_U_B,Dimethylsulfonioacetate,8875663,TN397
220602_Smp_TN397_S14_U_C,Dimethylsulfonioacetate,5322096,TN397
220602_Smp_TN397_S15_U_A,Dimethylsulfonioacetate,2967349,TN397
220602_Smp_TN397_S15_U_B,Dimethylsulfonioacetate,2886646,TN397
220602_Smp_TN397_S15_U_C,Dimethylsulfonioacetate,1647691,TN397
220602_Smp_TN397_S16_U_A,Dimethylsulfonioacetate,3805940,TN397
220602_Smp_TN397_S16_U_B,Dimethylsulfonioacetate,2534134,TN397
220602_Smp_TN397_S16_U_C,Dimethylsulfonioacetate,1772891,TN397
220602_Smp_TN397_S17_U_A,Dimethylsulfonioacetate,3457959,TN397
220602_Smp_TN397_S17_U_B,Dimethylsulfonioacetate,2797299,TN397
220602_Smp_TN397_S17_U_C,Dimethylsulfonioacetate,2302279,TN397
220602_Smp_TN397_S2_U_A,Dimethylsulfonioacetate,16979660,TN397
220602_Smp_TN397_S2_U_B,Dimethylsulfonioacetate,13598667,TN397
220602_Smp_TN397_S2_U_C,Dimethylsulfonioacetate,16215427,TN397
220602_Smp_TN397_S3_U_A,Dimethylsulfonioacetate,20255248,TN397
220602_Smp_TN397_S3_U_B,Dimethylsulfonioacetate,19132116,TN397
220602_Smp_TN397_S3_U_C,Dimethylsulfonioacetate,14022022,TN397
220602_Smp_CXSPE_Blk1_A,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk1_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk1_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk2_A,Dimethylsulfoniopropionate,1726,TN397
220602_Smp_CXSPE_Blk2_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk2_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk3_A,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk3_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk3_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk4_A,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk4_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk4_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk5_A,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk5_B,Dimethylsulfoniopropionate,44601,TN397
220602_Smp_CXSPE_Blk5_C,Dimethylsulfoniopropionate,7099,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Dimethylsulfoniopropionate,246874512,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Dimethylsulfoniopropionate,194005824,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Dimethylsulfoniopropionate,200149520,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Dimethylsulfoniopropionate,168381104,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Dimethylsulfoniopropionate,222868912,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Dimethylsulfoniopropionate,300577568,TN397
220602_Smp_TN397_CXC_Blk_A,Dimethylsulfoniopropionate,829353,TN397
220602_Smp_TN397_CXC_Blk_B,Dimethylsulfoniopropionate,71795,TN397
220602_Smp_TN397_CXC_Blk_C,Dimethylsulfoniopropionate,22642,TN397
220602_Smp_TN397_MQBlk1_A,Dimethylsulfoniopropionate,5716,TN397
220602_Smp_TN397_MQBlk1_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_TN397_MQBlk1_C,Dimethylsulfoniopropionate,881979,TN397
220602_Smp_TN397_MQBlkF_A,Dimethylsulfoniopropionate,48261,TN397
220602_Smp_TN397_MQBlkF_B,Dimethylsulfoniopropionate,11591,TN397
220602_Smp_TN397_MQBlkF_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_TN397_S1_U_A,Dimethylsulfoniopropionate,57502552,TN397
220602_Smp_TN397_S1_U_B,Dimethylsulfoniopropionate,88574040,TN397
220602_Smp_TN397_S1_U_C,Dimethylsulfoniopropionate,135704000,TN397
220602_Smp_TN397_S10_U_A,Dimethylsulfoniopropionate,161988032,TN397
220602_Smp_TN397_S10_U_B,Dimethylsulfoniopropionate,150860304,TN397
220602_Smp_TN397_S10_U_C,Dimethylsulfoniopropionate,128660344,TN397
220602_Smp_TN397_S11_1800_U_A,Dimethylsulfoniopropionate,135191296,TN397
220602_Smp_TN397_S11_1800_U_B,Dimethylsulfoniopropionate,76298656,TN397
220602_Smp_TN397_S11_1800_U_C,Dimethylsulfoniopropionate,246322928,TN397
220602_Smp_TN397_S11_600_U_A,Dimethylsulfoniopropionate,161615600,TN397
220602_Smp_TN397_S11_600_U_B,Dimethylsulfoniopropionate,208976864,TN397
220602_Smp_TN397_S11_600_U_C,Dimethylsulfoniopropionate,56545016,TN397
220602_Smp_TN397_S12_1800_U_A,Dimethylsulfoniopropionate,82322080,TN397
220602_Smp_TN397_S12_1800_U_B,Dimethylsulfoniopropionate,70429256,TN397
220602_Smp_TN397_S12_1800_U_C,Dimethylsulfoniopropionate,99238504,TN397
220602_Smp_TN397_S12_600_U_A,Dimethylsulfoniopropionate,160925312,TN397
220602_Smp_TN397_S12_600_U_B,Dimethylsulfoniopropionate,86969664,TN397
220602_Smp_TN397_S12_600_U_C,Dimethylsulfoniopropionate,93041136,TN397
220602_Smp_TN397_S12_800_U_A,Dimethylsulfoniopropionate,87517400,TN397
220602_Smp_TN397_S12_800_U_B,Dimethylsulfoniopropionate,69145824,TN397
220602_Smp_TN397_S12_800_U_C,Dimethylsulfoniopropionate,77588168,TN397
220602_Smp_TN397_S13_1800_U_A,Dimethylsulfoniopropionate,153575968,TN397
220602_Smp_TN397_S13_1800_U_B,Dimethylsulfoniopropionate,498479520,TN397
220602_Smp_TN397_S13_1800_U_C,Dimethylsulfoniopropionate,160566976,TN397
220602_Smp_TN397_S14_U_A,Dimethylsulfoniopropionate,143121600,TN397
220602_Smp_TN397_S14_U_B,Dimethylsulfoniopropionate,205033936,TN397
220602_Smp_TN397_S14_U_C,Dimethylsulfoniopropionate,149671712,TN397
220602_Smp_TN397_S15_U_A,Dimethylsulfoniopropionate,118789984,TN397
220602_Smp_TN397_S15_U_B,Dimethylsulfoniopropionate,119400520,TN397
220602_Smp_TN397_S15_U_C,Dimethylsulfoniopropionate,27964502,TN397
220602_Smp_TN397_S16_U_A,Dimethylsulfoniopropionate,66897536,TN397
220602_Smp_TN397_S16_U_B,Dimethylsulfoniopropionate,50334144,TN397
220602_Smp_TN397_S16_U_C,Dimethylsulfoniopropionate,26874884,TN397
220602_Smp_TN397_S17_U_A,Dimethylsulfoniopropionate,31406574,TN397
220602_Smp_TN397_S17_U_B,Dimethylsulfoniopropionate,49644548,TN397
220602_Smp_TN397_S17_U_C,Dimethylsulfoniopropionate,16312754,TN397
220602_Smp_TN397_S2_U_A,Dimethylsulfoniopropionate,136003744,TN397
220602_Smp_TN397_S2_U_B,Dimethylsulfoniopropionate,39278140,TN397
220602_Smp_TN397_S2_U_C,Dimethylsulfoniopropionate,93056144,TN397
220602_Smp_TN397_S3_U_A,Dimethylsulfoniopropionate,168836592,TN397
220602_Smp_TN397_S3_U_B,Dimethylsulfoniopropionate,186882960,TN397
220602_Smp_TN397_S3_U_C,Dimethylsulfoniopropionate,110563312,TN397
220602_Smp_CXSPE_Blk1_A,Glycine betaine,38532944,TN397
220602_Smp_CXSPE_Blk1_B,Glycine betaine,57990796,TN397
220602_Smp_CXSPE_Blk1_C,Glycine betaine,29884684,TN397
220602_Smp_CXSPE_Blk2_A,Glycine betaine,44871592,TN397
220602_Smp_CXSPE_Blk2_B,Glycine betaine,42934224,TN397
220602_Smp_CXSPE_Blk2_C,Glycine betaine,44583412,TN397
220602_Smp_CXSPE_Blk3_A,Glycine betaine,27680144,TN397
220602_Smp_CXSPE_Blk3_B,Glycine betaine,47368452,TN397
220602_Smp_CXSPE_Blk3_C,Glycine betaine,19788640,TN397
220602_Smp_CXSPE_Blk4_A,Glycine betaine,25997100,TN397
220602_Smp_CXSPE_Blk4_B,Glycine betaine,52745428,TN397
220602_Smp_CXSPE_Blk4_C,Glycine betaine,43445360,TN397
220602_Smp_CXSPE_Blk5_A,Glycine betaine,159176000,TN397
220602_Smp_CXSPE_Blk5_B,Glycine betaine,94808376,TN397
220602_Smp_CXSPE_Blk5_C,Glycine betaine,151106256,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Glycine betaine,587137536,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Glycine betaine,358100256,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Glycine betaine,277151808,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Glycine betaine,250491552,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Glycine betaine,200207664,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Glycine betaine,257260768,TN397
220602_Smp_TN397_CXC_Blk_A,Glycine betaine,56098064,TN397
220602_Smp_TN397_CXC_Blk_B,Glycine betaine,63141612,TN397
220602_Smp_TN397_CXC_Blk_C,Glycine betaine,36555692,TN397
220602_Smp_TN397_MQBlk1_A,Glycine betaine,145320496,TN397
220602_Smp_TN397_MQBlk1_B,Glycine betaine,135064896,TN397
220602_Smp_TN397_MQBlk1_C,Glycine betaine,188085008,TN397
220602_Smp_TN397_MQBlkF_A,Glycine betaine,47103912,TN397
220602_Smp_TN397_MQBlkF_B,Glycine betaine,44997828,TN397
220602_Smp_TN397_MQBlkF_C,Glycine betaine,48432100,TN397
220602_Smp_TN397_S1_U_A,Glycine betaine,102941712,TN397
220602_Smp_TN397_S1_U_B,Glycine betaine,187785232,TN397
220602_Smp_TN397_S1_U_C,Glycine betaine,195318496,TN397
220602_Smp_TN397_S10_U_A,Glycine betaine,230951008,TN397
220602_Smp_TN397_S10_U_B,Glycine betaine,214584048,TN397
220602_Smp_TN397_S10_U_C,Glycine betaine,559761856,TN397
220602_Smp_TN397_S11_1800_U_A,Glycine betaine,201090768,TN397
220602_Smp_TN397_S11_1800_U_B,Glycine betaine,195508688,TN397
220602_Smp_TN397_S11_1800_U_C,Glycine betaine,288955552,TN397
