time,lat,lon,depth,file,count_bacteria,count_beads,count_picoeuk,count_prochloro,count_synecho,count_unknown,scatter_bacteria,scatter_beads,scatter_picoeuk,scatter_prochloro,scatter_synecho,scatter_unknown,red_bacteria,red_beads,red_picoeuk,red_prochloro,red_synecho,red_unknown,orange_bacteria,orange_beads,orange_picoeuk,orange_prochloro,orange_synecho,orange_unknown,volume,abundance_bacteria,abundance_beads,abundance_picoeuk,abundance_prochloro,abundance_synecho,abundance_unknown,cell_diameter_bacteria,cell_diameter_beads,cell_diameter_picoeuk,cell_diameter_prochloro,cell_diameter_synecho,cell_diameter_unknown,carbon_content_bacteria,carbon_content_beads,carbon_content_picoeuk,carbon_content_prochloro,carbon_content_synecho,carbon_content_unknown,biomass_bacteria,biomass_beads,biomass_picoeuk,biomass_prochloro,biomass_synecho,biomass_unknown,flag,stain,replicate,comments
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,15,station_001.fcs,,2926,1097,14632,2,34342,,1,1.203417,0.040318,0.039812,0.023691,,1,13.093713000000001,0.39277,0.238267,0.012694,,1,0.017929,0.00199,0.033566000000000006,0.001802,167,,17.5209580838323,6.568862275449099,87.6167664670659,0.0119760479041916,205.64071856287399,,2.05917207927103,1.67167247932184,0.7333571464696079,0.731569280644953,0.7943434344452379,,0.9645123560311191,0.5632626155241761,0.0672192571281363,0.0667975770723584,0.0826042219331566,,16.8991805613596,3.6999945462875496,5.889533953885571,0.000799970982902496,16.9867915546615,0,0,A,Pro big and bright but no syn. Kind of strange. Maybe they weren't into the gyre yet?
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,15,station_007.fcs,,2899,1140,14427,2,32155,,1,1.1730260000000001,0.04024,0.017961,0.026059,,1,12.847744,0.39399999999999996,0.092081,0.007640000000000001,,1,0.025456,0.002098,0.030085,0.0018899999999999998,169,,17.1538461538462,6.74556213017751,85.3668639053254,0.0118343195266272,190.266272189349,,2.05917207927103,1.66031055165099,0.7333571464696079,0.617230799381469,0.8108324899632781,,0.9645123560311191,0.553438597777445,0.0672192571281363,0.0430859209551794,0.0871009193961154,,16.5450965688415,3.73325444654608,5.738297175074691,0.000509892555682596,16.5723672377638,0,0,B,Pro big and bright but no syn. Kind of strange. Maybe they weren't into the gyre yet?
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,15,station_014.fcs,,2744,1114,14749,2,31042,,1,1.1334389999999999,0.040398,0.051128,0.029574,,1,12.487351,0.38317199999999996,0.188135,0.009089,,1,0.021303,0.002467,0.104077,0.002026,166,,16.5301204819277,6.71084337349398,88.8493975903614,0.0120481927710843,187,,2.05917207927103,1.64172458691992,0.733950812210657,0.7726837955888,0.8339162864256779,,0.9645123560311191,0.537594579921042,0.0673600078463493,0.0769175401209452,0.0936433943661192,,15.9435054515024,3.6077130242893998,5.98489611883016,0.0009267173508547619,17.5113147464643,0,0,C,Pro big and bright but no syn. Kind of strange. Maybe they weren't into the gyre yet?
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,15,sybr_001.fcs,37709,,,,,,0.0019010000000000001,,,,,,0.040389999999999995,,,,,,0.017683,,,,,,167.7,224.859868813357,,,,,,0.3875510668677,,,,,,0.0129679267431699,,,,,,2.91596630625041,,,,,,0,1,A,very little syn in unstained sample
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,15,sybr_007.fcs,37887,,,,,,0.0020050000000000003,,,,,,0.041612,,,,,,0.018092,,,,,,166.9,227.00419412822004,,,,,,0.392009630300045,,,,,,0.0133563271030535,,,,,,3.0319422705415695,,,,,,0,1,B,very little syn in unstained sample
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,15,sybr_014.fcs,40456,,,,,,0.002206,,,,,,0.044614,,,,,,0.019066999999999997,,,,,,168.9,239.526346950858,,,,,,0.399561446681976,,,,,,0.0140302962944314,,,,,,3.3606256180433194,,,,,,0,1,C,very little syn in unstained sample
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,25,station_002.fcs,,2731,567,14694,2,29812,,1,1.07656,0.041461000000000005,0.197596,0.036031,,1,10.541185,0.41068599999999994,3.650328,0.006702,,1,0.028957,0.00162,1.118555,0.001552,171.6,,15.914918414918402,3.3041958041957997,85.6293706293706,0.0116550116550117,173.729603729604,,2.05917207927103,1.61818164764892,0.738141528792875,1.0483104115788902,0.8707763556899392,,0.9645123560311191,0.517930948736703,0.0683565961802655,0.16898409066726403,0.104698510376673,,15.350135456415998,1.71134526767897,5.85333230928217,0.0019695115462385103,18.1892307188192,0,0,A,
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,25,station_008.fcs,,2816,709,14989,4,33476,,1,1.205709,0.041687,0.201255,0.038653,,1,10.370327,0.388259,4.011908999999999,0.014629,,1,0.026864,0.002468,1.151237,0.003141,169.3,,16.6331955109273,4.187832250443,88.53514471352631,0.0236266981689309,197.731836975783,,2.05917207927103,1.6735805834799702,0.738741513097861,1.05293820926214,0.8847374954253641,,0.9645123560311191,0.564924307260162,0.0685001181615151,0.17091495452874098,0.10908446653503699,,16.0429225905708,2.3658082330032797,6.06466787432339,0.00403815604320711,21.569471953496198,0,0,B,
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,25,station_015.fcs,,2719,680,14700,8,32794,,1,1.157166,0.042061,0.23839499999999997,0.036938,,1,10.198450999999999,0.390475,4.0521650000000005,0.022739,,1,0.056357000000000004,0.004336,1.1714129999999998,0.004482,169.1,,16.0792430514488,4.02128917800118,86.9308101714962,0.0473092844470727,193.932584269663,,2.05917207927103,1.6528249122304899,0.7405471406309059,1.09674588096461,0.875887672853238,,0.9645123560311191,0.547023124298902,0.0689329088498597,0.18986934722322102,0.10629156553475098,,15.5086285987499,2.19973816985957,5.9923936137962,0.00898258295556338,20.6133979902225,0,0,C,
2017-05-29T15:39:29.000Z,25.76833333,-158.0133333,25,sybr_002.fcs,37161,,,,,,0.001927,,,,,,0.036677999999999995,,,,,,0.016866,,,,,,170.2,218.337250293772,,,,,,0.38873495945004405,,,,,,0.0130703677450779,,,,,,2.8537481537887204,,,,,,0,1,A,very little syn in unstained sample
