Cruise,Station,Cast,pressure_db,depth_m,temperature_degC,practical_salinity_psu,absolute_salinity_psu,potential_temp_degC,conservative_temp_degC,in_situ_density_kgpm3,potential_density_kgpm3,oxygen_V,beam_attenuation_pm,beam_transmission_percent,fluorescence_mgpm3,latitude,longitude
RC0078,S1,C1,53.455,53,9.7638,29.967,30.11069511828257,9.758137715462228,9.84023222190291,1023.1993773407479,1022.95614488633,2.1842,0.5274,87.6464,1.8169,47.98458,-122.61871
RC0078,S1,C1,54.464,54,9.7575,29.9829,30.126691850522988,9.751731798763947,9.833508781420484,1023.2173128058955,1022.9694949727387,2.1829,0.5275,87.6458,1.7533,47.98458,-122.61869
RC0078,S1,C1,55.473,55,9.7453,30.0118,30.15575095872946,9.739427321612185,9.820623498788086,1023.2462688303303,1022.9938640462776,2.1818,0.5394,87.3863,1.8209,47.98458,-122.61866
RC0078,S1,C1,56.481,56,9.7314,30.0445,30.188628311330955,9.725423443594513,9.80596295724183,1023.2784380031956,1023.0214503318109,2.1786,0.5442,87.2803,1.8117,47.98456,-122.61866
RC0078,S1,C1,57.49,57,9.7201,30.0706,30.214874067139082,9.71401899319297,9.794033719433799,1023.3050792684587,1023.0435044498273,2.1729,0.5632,86.8674,1.8822,47.98456,-122.61864
RC0078,S1,C1,58.499,58,9.7051,30.1061,30.25056496478353,9.698915442057961,9.778220135945197,1023.3396001623336,1023.0734376841187,2.1664,0.5729,86.6553,1.8906,47.98456,-122.61862
RC0078,S1,C1,59.508,59,9.703,30.1113,30.255810490900693,9.696708876124827,9.7759097108925,1023.3485686218665,1023.0778213864759,2.1599,0.5757,86.596,1.8449,47.98454,-122.61861
RC0078,S1,C1,60.516,60,9.6978,30.1233,30.267888646941252,9.691403226493069,9.770363137673053,1023.3632994058758,1023.0879710695481,2.1545,0.5842,86.411,1.8898,47.98454,-122.6186
RC0078,S1,C1,61.525,61,9.6935,30.1348,30.279464439500124,9.686997127568626,9.765730590975235,1023.3775046018338,1023.0975916981349,2.1505,0.5744,86.6239,1.9088,47.98454,-122.61858
RC0078,S1,C1,62.534,62,9.6933,30.1345,30.279183588982033,9.686690206529041,9.765426906888855,1023.381904247496,1023.0974067377853,2.1471,0.5887,86.3155,1.8958,47.98452,-122.61856
RC0078,S1,C1,63.543,63,9.695,30.1311,30.275787855927096,9.688282656339512,9.767088127479202,1023.3835978722151,1023.0945170298228,2.144,0.607,85.9215,1.8783,47.98452,-122.61856
RC0078,S1,C1,64.552,64,9.6854,30.1547,30.299521789188677,9.67857799976277,9.756914889458024,1023.4080306981997,1023.1143640045641,2.1435,0.5867,86.3573,1.85,47.98452,-122.61854
RC0078,S1,C1,65.56,65,9.6762,30.1768,30.321748525393765,9.669273459496383,9.747170691493196,1023.431231730514,1023.1329835442051,2.1422,0.5936,86.2095,1.8797,47.9845,-122.61852
RC0078,S1,C1,66.569,66,9.6674,30.197,30.34206618853908,9.660368860839563,9.737862172405302,1023.4528995707508,1023.150064939988,2.1387,0.5979,86.1176,1.9117,47.9845,-122.61851
RC0078,S1,C1,67.578,67,9.6623,30.2083,30.353441117669888,9.655163327449213,9.732429478842356,1023.4670756358807,1023.159655449396,2.1343,0.5886,86.3167,1.84,47.9845,-122.6185
RC0078,S1,C1,68.587,68,9.6591,30.2151,30.360294436175952,9.65185729919056,9.728985743894066,1023.4774590476856,1023.16545384631,2.13,0.5953,86.173,1.8348,47.98449,-122.61849
RC0078,S1,C1,69.596,69,9.6577,30.204,30.34916173580295,9.650352198685908,9.727662471783509,1023.4736648459256,1023.1570674291465,2.1272,0.6,86.0705,1.8449,47.98448,-122.61848
RC0078,S1,C1,70.604,70,9.6544,30.2254,30.37068522036894,9.646944834350492,9.72386538960692,1023.4953914640388,1023.1742218272287,2.1246,0.5986,86.1024,1.8148,47.98448,-122.61846
RC0078,S1,C1,71.613,71,9.6463,30.2432,30.388591447955054,9.63874032409073,9.715303666866223,1023.5150859330462,1023.1893297271863,2.1226,0.6095,85.8675,1.8318,47.98448,-122.61845
RC0078,S1,C1,72.622,72,9.6365,30.2637,30.409210677838086,9.628836512066426,9.704986106855095,1023.5371443548547,1023.206800303783,2.1198,0.5929,86.2241,1.8908,47.98446,-122.61844
RC0078,S1,C1,73.631,73,9.6308,30.2763,30.42189195030483,9.623031358434734,9.698928626000187,1023.5524239213772,1023.2174942620653,2.1166,0.6002,86.0681,1.807,47.98446,-122.61842
RC0078,S1,C1,74.64,74,9.6286,30.281,30.42663524523933,9.620725144499561,9.696527474150598,1023.5610192228315,1023.2215052586557,2.1129,0.586,86.3726,1.9271,47.98446,-122.61842
RC0078,S1,C1,75.648,75,9.6272,30.2839,30.429569863971167,9.619218788474466,9.694962042867523,1023.5680864991571,1023.2239931412679,2.1092,0.5845,86.404,1.8872,47.98444,-122.61841
RC0078,S1,C1,76.657,76,9.618,30.3034,30.44919019330273,9.609914949958268,9.685266280173558,1023.589273970515,1023.2405931937426,2.1068,0.584,86.4172,1.8816,47.98444,-122.6184
RC0078,S1,C1,77.666,77,9.6155,30.308,30.453841975819472,9.607308971066844,9.68256541139518,1023.5978387824505,1023.2445732604566,2.1046,0.572,86.6761,1.9041,47.98442,-122.61838
RC0078,S1,C1,78.675,78,9.6152,30.3089,30.45477596314219,9.606902128715385,9.682140633604254,1023.6031844490393,1023.2453358942641,2.1016,0.5737,86.6389,1.9606,47.98442,-122.61838
RC0078,S1,C1,79.684,79,9.6144,30.3107,30.45661428296507,9.605995469717048,9.681197541303467,1023.6093075002151,1023.2468756671387,2.0996,0.5732,86.6488,1.8302,47.98441,-122.61837
RC0078,S1,C1,80.693,80,9.6149,30.3098,30.455739606053303,9.606388336432587,9.681608256591176,1023.6131295631959,1023.2461152138098,2.099,0.5701,86.7161,1.9773,47.9844,-122.61836
RC0078,S1,C1,81.702,81,9.615,30.3098,30.455769263538997,9.606381322818047,9.681601200338568,1023.6177132300285,1023.2461163080268,2.0984,0.5651,86.824700000000007,1.9653,47.9844,-122.61834
RC0078,S1,C1,82.71,82,9.5747,30.3874,30.53377268206715,9.565990089517515,9.639635268878354,1023.688900654829,1023.3127000923272,2.0972,0.56,86.9364,1.7547,47.9844,-122.61834
RC0078,S1,C1,83.719,83,9.5691,30.3962,30.542644809263894,9.560285746746379,9.63374614977459,1023.7012141127926,1023.3204257200648,2.092,0.5593,86.9501,1.8546,47.98438,-122.61832
RC0078,S1,C1,84.728,84,9.5728,30.3901,30.53654515637697,9.563877376092995,9.637463686384391,1023.7004950740353,1023.3151269253793,2.0802,0.5617,86.899,1.9624,47.98438,-122.61832
RC0078,S1,C1,85.737,85,9.5733,30.3892,30.535670554650192,9.564270363619254,9.637874438059486,1023.7043169580596,1023.3143664583888,2.0754,0.57,86.7191,1.9923,47.98438,-122.6183
RC0078,S1,C1,86.746,86,9.5485,30.4353,30.58202252717182,9.539373838585057,9.612040964651529,1023.7486120062636,1023.3540611693318,2.0736,0.5908,86.2686,1.8963,47.98437,-122.61829
RC0078,S1,C1,87.755,87,9.5448,30.4419,30.58868412967169,9.535568715995865,9.608100518372066,1023.7589179661983,1023.3597815147251,2.0698,0.5853,86.3889,1.8006,47.98436,-122.61828
RC0078,S1,C1,88.764,88,9.544,30.4436,30.590422115196905,9.534662320375332,9.607159711067945,1023.7649630300787,1023.3612434662512,2.063,0.6203,85.6347,1.8296,47.98436,-122.61828
RC0078,S1,C1,89.772,89,9.545,30.4419,30.58874366921272,9.535555259034837,9.608086982118767,1023.7680803585702,1023.3597836079955,2.0596,0.6075,85.9093,1.8104,47.98433,-122.61825
RC0078,S1,C1,88.764,88,9.5477,30.4353,30.582082050385164,9.538360938218233,9.611022086536822,1023.7579366122292,1023.3542187497657,2.0499,0.5909,86.2688,1.1449,47.98413,-122.61796
RC0078,S1,C1,87.755,87,9.5505,30.4307,30.57743010031074,9.541266402417156,9.614023395285585,1023.7493251650147,1023.3501924145428,2.0558,0.5965,86.1475,1.4,47.9842,-122.61804
RC0078,S1,C1,86.746,86,9.5492,30.433,30.579711408545787,9.540073677744754,9.612784279382623,1023.7467161640947,1023.3521651334064,2.0576,0.605,85.963,1.5002,47.98418,-122.61804
RC0078,S1,C1,85.737,85,9.5503,30.4315,30.578174400185407,9.541279858000896,9.614023244083311,1023.7407789750779,1023.3508119367408,2.0579,0.624,85.5563,1.4551,47.98418,-122.61802
RC0078,S1,C1,84.728,84,9.5586,30.415,30.561565112094677,9.54968332348952,9.622758801821371,1023.7220626310761,1023.3366835749474,2.0578,0.6067,85.928,1.5533,47.98418,-122.61802
RC0078,S1,C1,83.719,83,9.573,30.3877,30.534103823356986,9.564184340649524,9.637813600844133,1023.6940009709269,1023.3132144181983,2.0593,0.6113,85.8285,1.5,47.98418,-122.61802
RC0078,S1,C1,82.71,82,9.5813,30.3721,30.518398945633518,9.572587851544826,9.646534704630309,1023.6759831790373,1023.2997850772102,2.064,0.5856,86.3828,1.4758,47.98418,-122.618
RC0078,S1,C1,81.702,81,9.5872,30.361,30.507215799445763,9.578592256807179,9.65276543924086,1023.6618414460721,1023.2902256245517,2.068,0.577,86.5683,1.5812,47.98418,-122.618
RC0078,S1,C1,80.693,80,9.5911,30.3538,30.499951423753892,9.582597562046855,9.656918307133108,1023.6510378426564,1023.2840076368363,2.0737,0.5717,86.6821,1.7455,47.98418,-122.618
RC0078,S1,C1,79.684,79,9.6015,30.333,30.47902159242237,9.593100592632508,9.667841580097562,1023.6286522073283,1023.266210902021,2.0773,0.5513,87.1252,1.7448,47.98418,-122.61799
RC0078,S1,C1,78.675,78,9.607,30.3233,30.46924522579761,9.598705317708683,9.673646751413429,1023.6156555695994,1023.2578012179425,2.0809,0.5458,87.2465,1.6725,47.98418,-122.61798
RC0078,S1,C1,77.666,77,9.6104,30.3167,30.462583791552245,9.602210958884536,9.677286988444317,1023.6053963890718,1023.2521271503132,2.086,0.5485,87.1874,1.6888,47.98416,-122.61798
RC0078,S1,C1,76.657,76,9.6126,30.3125,30.45833392037965,9.604517040305932,9.679679208847173,1023.59718936399,1023.248504636885,2.0892,0.5493,87.1683,1.8067,47.98416,-122.61798
RC0078,S1,C1,75.648,75,9.6136,30.3106,30.45639824106011,9.605623556744616,9.680825085582894,1023.5909568538848,1023.2468560042423,2.0924,0.5444,87.2762,1.5539,47.98416,-122.61797
RC0078,S1,C1,74.64,74,9.6139,30.3097,30.45547321909742,9.606030247846256,9.681249708870052,1023.5856154347783,1023.2460933951007,2.0942,0.5446,87.2724,1.628,47.98416,-122.61796
RC0078,S1,C1,73.631,73,9.6187,30.3,30.445705860610246,9.610935494365444,9.686351461916615,1023.5727288736728,1023.2377927126937,2.0954,0.5495,87.1646,1.7666,47.98416,-122.61796
RC0078,S1,C1,72.622,72,9.6203,30.2966,30.442268806353443,9.6126418471729,9.68812664189075,1023.565237152908,1023.2348852205129,2.0966,0.5468,87.2224,1.6485,47.98416,-122.61796
RC0078,S1,C1,71.613,71,9.6232,30.2906,30.436219257495978,9.61564777481856,9.69125403205113,1023.5555221513931,1023.2297551706429,2.0984,0.5509,87.1337,1.6976,47.98416,-122.61795
RC0078,S1,C1,70.604,70,9.6286,30.2786,30.424140876494604,9.621153012593359,9.696999226698779,1023.5407554590331,1023.21957413395,2.1005,0.5501,87.1506,1.755,47.98416,-122.61794
RC0078,S1,C1,69.596,69,9.6374,30.2594,30.404827924987465,9.630057134948217,9.706288204967471,1023.5198683090123,1023.2032695371263,2.1028,0.5589,86.9602,1.6578,47.98414,-122.61794
RC0078,S1,C1,68.587,68,9.6411,30.2513,30.396668322581448,9.633862937112664,9.710256798075498,1023.5083969267365,1023.1963833256299,2.1057,0.5666,86.7924,1.8809,47.98414,-122.61794
RC0078,S1,C1,67.578,67,9.6508,30.2303,30.375546750945574,9.6436669908307,9.720482865702548,1023.4859660820874,1023.1785399964808,2.1088,0.5631,86.869,1.7415,47.98414,-122.61794
RC0078,S1,C1,66.569,66,9.6535,30.2238,30.368994865906604,9.646473202344058,9.723418386823308,1023.4758942730945,1023.1730527447521,2.1127,0.5569,87.003,1.9308,47.98414,-122.61792
RC0078,S1,C1,65.56,65,9.6658,30.1968,30.34184452192024,9.658876664322236,9.736364113586292,1023.4483961583315,1023.1501428733028,2.1164,0.5679,86.7645,1.7992,47.98414,-122.61792
RC0078,S1,C1,64.552,64,9.6644,30.2002,30.345240235070406,9.657583879140708,9.735004675848879,1023.4466598477802,1023.152985749756,2.1195,0.5615,86.9025,1.9599,47.98414,-122.61792
RC0078,S1,C1,63.543,63,9.6702,30.1862,30.331152369337627,9.66348936279357,9.741188319189112,1023.4302774903597,1023.1411887861199,2.1218,0.5668,86.7886,1.6674,47.98414,-122.61792
RC0078,S1,C1,62.534,62,9.6761,30.1715,30.316361161882824,9.669494897740309,9.74748491170582,1023.4133360317684,1023.1288325495913,2.124,0.5651,86.8246,1.7162,47.98414,-122.6179
RC0078,S1,C1,61.525,61,9.6786,30.1657,30.31051269961181,9.672101232012022,9.750207631009097,1023.4038388459369,1023.1239202825085,2.1265,0.5657,86.8135,1.8224,47.98414,-122.6179
RC0078,S1,C1,60.517,60,9.6871,30.1446,30.289290827346193,9.680706100504842,9.75923067680066,1023.3815242962064,1023.1061869857876,2.1295,0.5739,86.6332,1.8936,47.98414,-122.6179
RC0078,S1,C1,59.508,59,9.697,30.1215,30.266059365083084,9.690710674541739,9.769697271155541,1023.3574320815948,1023.0866815501325,2.1319,0.5686,86.7483,1.9364,47.98414,-122.61789
RC0078,S1,C1,58.499,58,9.7047,30.1036,30.2480528867243,9.698515837599567,9.777861170917665,1023.3377229986725,1023.071558760525,2.1367,0.5632,86.8652,1.7552,47.98414,-122.61788
RC0078,S1,C1,57.49,57,9.7107,30.0889,30.233261783944965,9.704621516953592,9.784259765231798,1023.3207658241475,1023.0591871431596,2.1419,0.5635,86.8612,1.893,47.98413,-122.61788
RC0078,S1,C1,56.482,56,9.7102,30.0909,30.235250834179883,9.704228498063094,9.783829677003002,1023.3178001633204,1023.0608018268401,2.1458,0.5589,86.9589,1.9712,47.98412,-122.61788
RC0078,S1,C1,55.473,55,9.7145,30.0797,30.223976549791274,9.708634646475389,9.78845755434146,1023.3038275901339,1023.0514143420803,2.1494,0.5703,86.7131,1.9243,47.98412,-122.61788
RC0078,S1,C1,54.464,54,9.7307,30.0392,30.183261764020234,9.724938284561453,9.80556635728426,1023.2652370943342,1023.0174108056137,2.1514,0.552,87.1092,1.9901,47.98412,-122.61786
RC0078,S1,C1,53.455,53,9.7625,29.9657,30.10938879498602,9.756838345628829,9.838946857674607,1023.1985740081094,1022.9553393464735,2.1554,0.5347,87.4875,1.9826,47.98412,-122.61786
RC0078,S1,C1,52.447,52,9.7677,29.9544,30.098014159965416,9.762144257054132,9.844483520392918,1023.1843865303113,1022.945733470455,2.1657,0.5397,87.3787,2.0325,47.98412,-122.61786
RC0078,S1,C1,51.438,51,9.7671,29.9553,30.098898003756,9.761651632525846,9.843972051379401,1023.1805781073404,1022.9465095264501,2.1746,0.5383,87.4092,2.167,47.98412,-122.61786
RC0078,S1,C1,50.429,50,9.7717,29.9447,30.088226726157238,9.766357866079272,9.848893076975058,1023.1670239673722,1022.9375412245522,2.1782,0.5312,87.5643,1.988,47.98412,-122.61784
RC0078,S1,C1,49.42,49,9.7721,29.9439,30.087411140812133,9.76686497617544,9.849417404531554,1023.1617381575877,1022.9368405344082,2.1815,0.5286,87.6204,2.0832,47.98412,-122.61784
RC0078,S1,C1,48.412,48,9.774,29.9391,30.082582835471367,9.768871709273162,9.851520625968172,1023.1531158334101,1022.9327989386768,2.1832,0.5223,87.7599,1.9679,47.98412,-122.61784
RC0078,S1,C1,47.403,47,9.7844,29.9202,30.063586954963274,9.779376492822431,9.862422811609145,1023.1322043258627,1022.9164765613883,2.1843,0.5174,87.8673,1.9605,47.98412,-122.61784
RC0078,S1,C1,46.394,46,9.7903,29.9104,30.053734685589394,9.785382318516767,9.86863860603447,1023.1190652918176,1022.9079252618359,2.1876,0.5234,87.7349,1.8662,47.9841,-122.61782
RC0078,S1,C1,45.386,45,9.7957,29.9016,30.0448872208783,9.790888190060189,9.874333899598414,1023.1067857362664,1022.9002287280299,2.1914,0.5344,87.494,1.9616,47.9841,-122.61782
RC0078,S1,C1,44.377,44,9.8008,29.8931,30.036341191567175,9.796094292146373,9.879722336298235,1023.0947817547894,1022.8928120981807,2.1949,0.5385,87.4035,2.1465,47.9841,-122.61782
RC0078,S1,C1,43.368,43,9.8058,29.8849,30.028096602749955,9.801200447232528,9.885005056861589,1023.0830262937808,1022.8856439925983,2.1979,0.5431,87.3039,1.9916,47.9841,-122.61782
RC0078,S1,C1,42.36,42,9.8194,29.8652,30.00829692070297,9.81490449913657,9.899143367624468,1023.0609919391877,1022.8681968243415,2.2005,0.5583,86.9731,2.4004,47.9841,-122.6178
RC0078,S1,C1,41.351,41,9.8303,29.8492,29.992214967988286,9.82590941138781,9.910500646693574,1023.0422506435605,1022.8540457237173,2.2051,0.5688,86.7461,2.1252,47.9841,-122.6178
RC0078,S1,C1,40.342,40,9.8361,29.841,29.983970391309338,9.831815520223175,9.916589312837337,1023.0303682423325,1022.8467512365564,2.2108,0.5714,86.6874,2.355,47.9841,-122.6178
RC0078,S1,C1,39.334,39,9.8383,29.8382,29.98115674112353,9.834122330895207,9.918960445353932,1023.0232499192826,1022.8442147470817,2.2162,0.5752,86.6055,2.3416,47.9841,-122.61779
RC0078,S1,C1,38.325,38,9.8372,29.8397,29.98266628695335,9.833129973802981,9.917935269335047,1023.0199855756474,1022.8455352720308,2.2196,0.5705,86.7072,2.5656,47.9841,-122.61778
RC0078,S1,C1,37.316,37,9.8414,29.8328,29.975735586737496,9.837436559042128,9.922391109455203,1023.0093648617265,1022.8395014829742,2.2205,0.5731,86.6503,2.2396,47.9841,-122.61778
RC0078,S1,C1,36.308,36,9.8446,29.8274,29.97031207004592,9.840743262641743,9.925814243651438,1023.000070740735,1022.8347893729106,2.2226,0.5735,86.6435,2.2866,47.9841,-122.61778
RC0078,S1,C1,35.299,35,9.8591,29.8,29.942783144476422,9.855348224507278,9.94099590576926,1022.971913923995,1022.8112217294399,2.225,0.5798,86.5064,2.337,47.9841,-122.61777
RC0078,S1,C1,34.29,34,9.8786,29.7587,29.901287611042886,9.874952721723846,9.961455030740929,1022.9321808804098,1022.7760775305873,2.2287,0.585,86.3935,2.4033,47.98409,-122.61776
RC0078,S1,C1,33.282,33,9.9055,29.7015,29.843815883216816,9.901956192101203,9.989644408569989,1022.8789446261385,1022.7274265213687,2.2373,0.6041,85.9824,2.542,47.98408,-122.61776
RC0078,S1,C1,32.273,32,9.9609,29.5856,29.72736288296346,9.957455833765627,10.04756417260773,1022.7756479441306,1022.6287241936533,2.2485,0.61240000000000006,85.8052,2.6353,47.98408,-122.61776
RC0078,S1,C1,31.265,31,9.9613,29.5882,29.729977678153116,9.957963389031766,10.048029701071204,1022.7730033399012,1022.6306612466636,2.2694,0.6317,85.3926,2.8204,47.98408,-122.61774
RC0078,S1,C1,30.256,30,9.9635,29.5819,29.723649829240603,9.960271039248035,10.05046431346872,1022.7631651736824,1022.6254081676434,2.2877,0.6265,85.5025,3.0219,47.98408,-122.61774
RC0078,S1,C1,29.247,29,9.9679,29.5668,29.708514358183596,9.964778585674694,10.055269011338131,1022.746152072073,1022.6129794235529,2.2963,0.6351,85.3199,3.0396,47.98408,-122.61774
RC0078,S1,C1,28.239,28,9.975,29.5439,29.68555314203816,9.971985783185223,10.062929806622106,1022.7226649825616,1022.5940720658796,2.2998,0.6335,85.353,3.0817,47.98408,-122.61772
