Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM
HILIC_Pos_Standards,170706_Smp_S5E28D15_C,Trimethylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_Ds,Trimethylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_A,Trimethylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_B,Trimethylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_C,Trimethylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_Ds,Trimethylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_1,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_2,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_3,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_4,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_5,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_6,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_1,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_2,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_3,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_4,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_5,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_Blk0p2_1,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_Blk0p2_2,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_BlkMQ_1,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_BlkMQ_3,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_MQBlk_2,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full1,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full2,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full3,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full4,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full5,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full6,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full7,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half1,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half2,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half3,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half4,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half5,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half6,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half7,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_A,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_B,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_C,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15E15_Ds,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_A,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_B,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_C,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_Ds,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_A,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_B,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_C,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_Ds,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_A,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_B,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_C,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_Ds,Propylamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_1,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_2,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_3,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_4,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_5,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_6,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_1,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_2,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_3,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_4,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_5,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_Blk0p2_1,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_Blk0p2_2,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_BlkMQ_1,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_BlkMQ_3,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_MQBlk_2,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full1,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full2,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full3,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full4,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full5,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full6,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full7,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half1,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half2,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half3,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half4,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half5,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half6,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half7,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_A,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_B,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_C,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15E15_Ds,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_A,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_B,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_C,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_Ds,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_A,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_B,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_C,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_Ds,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_A,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_B,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_C,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_Ds,Urea,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_1,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_2,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_3,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_4,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_5,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_6,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_1,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_2,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_3,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_4,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_5,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_Blk0p2_1,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_Blk0p2_2,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_BlkMQ_1,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_BlkMQ_3,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_MQBlk_2,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full1,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full2,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full3,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full4,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full5,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full6,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full7,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half1,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half2,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half3,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half4,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half5,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half6,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half7,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_A,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_B,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_C,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15E15_Ds,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_A,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_B,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_C,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_Ds,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_A,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_B,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_C,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_Ds,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_A,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_B,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_C,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S6E37D15_Ds,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_1,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_2,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_3,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_4,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_5,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInH2O_6,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_1,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_2,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_3,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_4,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Std_4uM-StdsInAqMatrix_5,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_Blk0p2_1,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_Blk0p2_2,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_BlkMQ_1,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_BlkMQ_3,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Blk_MQBlk_2,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full1,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full2,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full3,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full4,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full5,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full6,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Full7,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half1,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half2,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half3,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half4,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half5,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half6,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Poo_TruePoo_Half7,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_A,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_B,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15D15_C,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S3E15E15_Ds,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_A,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_B,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_C,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S4E16D15_Ds,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_A,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
HILIC_Pos_Standards,170706_Smp_S5E28D15_B,Glycine,#N/A,#N/A,#N/A,#N/A,#N/A
